#{"t_start": 1683583631.405932, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-15500,31,707.073925
-14405,149,708.361203
-1000,2,708.37721
-20680,106,709.198149
-100910,386,712.152391
-13265,74,712.728382
-6000,12,712.821012
-3365,34,713.111179
-1390,25,713.311745
-11720,80,714.070256
-115915,451,718.6184
-58565,205,720.298366
-52910,255,722.508006
-26595,135,723.646337
-74725,205,725.418156
-980,6,725.470413
-13645,99,726.393302
-22455,54,726.850329
-11870,50,727.284506
-11375,48,727.746635
-8995,221,729.69069
-14680,195,731.431476
-12110,55,731.851283
-7940,28,732.070083
-7330,26,732.269286
-2500,5,732.310236
-4865,37,732.602007
-9340,51,732.991075
-5500,11,733.075161
-9915,37,733.366843
-475,6,733.415933
-4995,11,733.504447
-4500,9,733.57307
-5445,22,733.759032
-10975,27,733.959677
-4895,31,734.2617
-4955,19,734.440162
-5000,10,734.540129
-4500,9,734.616946
-1950,14,734.778692
-4980,14,734.902468
-5975,17,735.064718
-4835,43,735.595128
-460,9,735.702143
-8985,21,736.091389
-8880,42,737.032864
-8430,31,737.680279
-7875,41,738.065309
-9265,66,738.847702
-5425,26,739.113893
-11065,110,740.095367
-5500,11,740.202942
-9480,23,740.432955
-16270,79,741.124329
-1470,9,741.192545
-18430,51,741.605882
-6385,36,741.91581
-5200,71,742.629697
-5185,74,743.267797
-6500,13,743.367392
-6470,19,743.510743
-980,6,743.553916
-5410,29,743.809333
-1460,11,743.917453
-960,10,744.024607
-5005,11,744.138216
-4960,18,744.294643
-5445,22,744.514644
-7330,26,744.736778
-2435,18,744.889929
-26580,121,745.915554
-13000,26,746.11774
-8000,16,746.262171
-4500,9,746.336828
-430,15,746.454218
-440,13,746.556315
-490,3,746.580468
-5460,19,746.731349
-6875,39,747.029572
-4995,11,747.118634
-6465,20,747.286415
-8440,29,747.57816
-13470,33,747.888304
-4385,32,748.144586
-5440,23,748.319291
-5445,22,748.500963
-1450,13,748.63542
-4935,23,748.865906
-14270,75,749.590555
-16805,49,750.055305
-31445,203,751.937238
-5485,14,752.091336
-445,12,752.195032
-5885,136,753.451907
-490,3,753.472986
-5470,17,753.625703
-4990,12,753.734378
-15180,95,754.570587
-6735,67,755.181484
-420,17,755.333306
-12440,138,756.501896
-4815,47,756.905973
-16960,143,758.150325
-9080,51,758.58758
-7500,15,758.71001
-14020,125,759.680361
-9945,31,759.911657
-9210,77,760.50613
-15810,70,761.103525
-1410,21,761.277615
-10810,60,761.751487
-4900,30,762.002148
-300,41,762.359642
-11495,24,762.550831
-15280,75,763.174316
-16320,69,763.720066
-1450,13,763.823034
-3925,23,764.002328
-5375,36,764.29802
-9850,50,764.746964
-980,6,764.801244
-10400,41,765.172275
-9995,21,765.338127
-9500,19,765.514996
-17815,73,766.183014
-460,9,766.253801
-4740,62,766.799093
-4000,8,766.871969
-4500,9,766.951788
-7410,33,767.220661
-1435,16,767.341
-5965,19,767.489118
-5995,13,767.585828
-6950,24,767.772379
-7500,15,767.887281
-465,8,767.946509
-975,7,768.000413
-9670,86,768.668452
-11905,43,769.004482
-4500,9,769.07514
-5500,11,769.157345
-445,12,769.247239
-10430,136,770.322937
-5370,37,770.63358
-11905,43,770.984246
-2000,4,771.016106
-7815,255,773.256757
-7325,50,773.742694
-17620,112,774.67397
-9320,669,780.450558
-420,17,780.589482
-8545,109,781.613428
-6450,23,781.795133
-2000,4,781.830045
-18100,117,782.730957
-8000,16,782.847401
-10500,21,783.01046
-21710,203,784.688257
-20765,89,785.443489
-6740,66,786.014573
-360,29,786.255336
-1000,2,786.274959
-9500,19,786.440521
-4655,79,787.094934
-8265,358,790.19344
-13000,26,790.399279
-13230,81,791.139556
-8225,72,791.863964
-1930,18,792.046262
-21785,87,792.852624
-28915,176,794.543988
-9325,54,795.091851
-1440,15,795.23431
-22500,45,795.624824
-7500,15,795.77989
-22000,44,796.1636
-2420,21,796.366877
-8970,24,796.589994
-990,4,796.623386
-5830,46,797.082329
-5800,52,797.568024
-6760,62,798.118643
-475,6,798.188177
-6000,113,799.146896
-5435,24,799.334266
-15000,30,799.578718
-6265,60,800.109355
-4980,14,800.239801
-11365,50,800.634678
-8845,49,801.101048
-4975,15,801.236961
-4980,14,801.341764
-7495,16,801.467951
-960,10,801.552162
-9725,75,802.206206
-5425,26,802.441176
-4500,9,802.525623
-4000,8,802.581511
-4970,16,802.717489
-475,6,802.769078
-495,2,802.784829
-11985,27,803.003209
-3915,25,803.212918
-2235,15,803.363974
-9500,19,803.544732
-7190,178,805.236277
-10650,92,806.101924
-5700,72,806.778323
-14600,205,808.644889
-16230,87,809.334359
-5000,10,809.4142
-7065,102,810.24909
-3115,20,810.434061
-13195,88,811.214272
-17000,34,811.520168
-18395,58,812.083568
-8075,69,812.614949
-11500,23,812.790513
-4960,18,812.923096
-6215,70,813.464899
-1450,13,813.564479
-5000,10,813.637223
-7675,81,814.352299
-11250,73,814.977066
-5450,21,815.161589
-1435,16,815.298928
-16195,195,817.005494
-7725,71,817.658737
-11775,69,818.193822
-10005,287,820.668376
-13425,42,821.086657
-8500,17,821.246967
-9805,59,821.779516
-5990,14,821.904098
-4990,12,822.006484
-2370,31,822.264947
-44215,146,823.550986
-8660,143,824.735256
-10995,23,824.916012
-6975,19,825.062739
-1435,16,825.183822
-7850,248,827.415766
-38205,242,829.497039
-19940,52,829.979568
-440,13,830.097472
-1985,7,830.184907
-19205,419,834.000394
-8050,107,834.895734
-14035,114,835.872146
-21905,63,836.545525
-305,40,836.86633
-35240,123,837.997903
-31935,77,838.624751
