#{"t_start": 1683583631.417006, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-7460,23,244.922309
-6190,75,245.543503
-7835,49,245.954559
-14475,34,246.368927
-1445,14,246.485166
-71735,583,251.273679
-8500,17,251.403338
-10230,75,252.101036
-6475,18,252.245469
-6705,73,252.829727
-1910,22,253.007207
-13930,42,253.347183
-950,113,254.259767
-11320,59,254.761399
-17110,113,255.672818
-11240,75,256.283196
-4000,8,256.351589
-7840,48,256.731634
-16365,126,257.753282
-7360,43,258.098112
-34000,68,258.638873
-8000,16,258.761608
-13270,73,259.343461
-6500,13,259.44396
-42910,321,262.409544
-16050,123,263.425202
-7445,26,263.63348
-8530,112,264.532023
-1000,2,264.550137
-1430,17,264.686941
-845,33,264.949658
-27180,119,265.903286
-16405,52,266.324158
-99070,617,271.265861
-12930,141,272.390599
-6270,59,272.851135
-19140,111,273.757706
-11715,182,275.193986
-13000,26,275.403045
-25100,131,276.460228
-8810,56,276.913926
-155,70,277.470401
-1500,3,277.49107
-13915,45,277.855623
-14045,120,278.813675
-5000,10,278.896703
-15585,115,279.818693
-36210,131,280.868074
-29315,197,282.430934
-18080,121,283.402161
-6720,171,284.780167
-295,42,285.113024
-1400,23,285.29851
-2425,20,285.454493
-1455,12,285.552845
-6395,34,285.841298
-1345,34,286.109204
-915,120,287.078411
-10800,62,287.593624
-26230,107,288.427279
-915,19,288.579475
-10000,20,288.742102
-19450,49,289.136062
-10190,83,289.793718
-23975,53,290.233532
-12495,26,290.429387
-7000,14,290.542266
-6500,13,290.645811
-11090,307,293.087329
-4430,124,294.082313
-6915,31,294.332258
-18420,53,294.746427
-10000,20,294.900585
-9200,79,295.565411
-20265,88,296.298015
-7530,110,297.180692
75,116,298.124181
-17610,114,299.060408
-23055,136,300.148968
-1940,16,300.315228
-1985,7,300.419936
-495,2,300.465363
-8365,44,300.993067
-9495,20,301.303698
-20275,86,302.152839
-315,38,302.49776
-12360,53,303.212033
-7350,45,303.622927
-4500,9,303.721093
-72920,346,307.558029
-4500,9,307.708974
-7905,35,308.146579
-6105,92,308.924297
-1775,49,309.352782
-8520,114,310.236251
-18195,199,312.065001
-13335,60,312.525685
-12520,122,313.477003
-6570,100,314.259555
-47770,344,316.911615
-1295,145,318.02955
-395,22,318.190677
-10870,48,318.553775
-46685,258,320.534161
-8425,32,320.783566
-445,12,320.873247
-10820,58,321.308065
-2290,47,321.657737
-7355,44,321.986454
-355,30,322.215868
-12825,61,322.676474
-14965,37,322.958977
-13000,26,323.1543
-24870,177,324.516425
-13120,103,325.319036
-5995,13,325.417059
-1790,46,325.785335
-9695,81,326.406331
-13360,55,326.817635
-6565,101,327.578845
-1490,5,327.621399
-8745,69,328.147679
-7490,118,329.057757
-455,10,329.135327
-450,11,329.212064
-4990,12,329.301953
-6575,99,330.048105
-8970,24,330.242047
-9485,22,330.400643
-430,15,330.515015
-10590,205,332.092459
-460,9,332.167997
-4415,157,333.393937
-365,28,333.601783
-8500,17,333.730561
-8500,17,333.860213
-31795,206,335.415309
-4000,8,335.486797
-72525,443,338.850376
-7180,79,339.529842
-5980,16,340.197813
-40840,215,342.063338
-14215,86,342.717996
-10995,124,343.696313
-17180,200,345.276731
-6825,49,345.657439
-395,22,345.838762
-465,8,345.902071
-31830,98,346.656457
-10330,55,347.087984
-20485,44,347.414325
-2405,24,347.629152
-915,19,347.780438
-7900,36,348.063746
-455,10,348.14064
-125,76,348.77157
-15095,112,349.646574
-285,44,349.984485
-7460,23,350.16428
-240,53,350.580554
-3780,27,350.797396
-10000,20,350.948821
-5560,201,352.531048
-4635,83,353.191022
-27330,89,353.862085
-6420,29,354.087782
-4905,29,354.413158
-1910,22,354.593403
-5495,12,354.679874
-21845,75,355.25813
-6910,32,355.504285
-950,12,355.599796
-15580,116,356.498083
-94945,541,360.655344
-7045,106,361.503829
-6250,63,361.981772
-355,30,362.212103
-4010,51,362.620287
-880,26,362.823286
-16835,67,363.319987
-6295,155,364.549732
-14980,34,364.81966
-6730,68,365.339499
-405,20,365.496902
-10240,73,366.089246
-42440,97,366.820964
-4975,116,367.714212
-4105,88,368.38089
-5000,10,368.451845
-11000,22,368.626679
-5345,42,368.948746
-8415,34,369.215612
-7485,18,369.349898
-6975,19,369.497785
-6485,16,369.617624
-4890,32,369.862914
-475,6,369.913035
-5860,40,370.216157
-7935,29,370.440618
-535,12,370.528753
-7405,34,370.804309
-3000,6,370.847649
-495,2,370.865076
-940,14,370.967159
-5000,10,371.045877
-415,18,371.185288
-6235,66,371.705369
-2380,29,371.922325
-4950,20,372.077079
-4500,9,372.144938
-51605,183,373.499696
-29000,58,373.938866
-390,23,374.121617
-4870,36,374.405354
-935,15,374.523272
-6920,30,374.756879
-7790,58,375.200994
-410,19,375.351154
-9905,39,375.69027
-160,69,376.225566
-28455,167,377.483852
-6000,12,377.577472
-48670,265,379.567189
-19805,79,380.171695
-11890,349,382.829113
-190,63,383.311901
-16165,100,384.080507
-27775,202,385.632182
-12355,54,386.055836
-7000,14,386.162635
-5450,21,386.325544
-12325,53,386.811216
-7320,51,387.196104
-5440,23,387.366798
-7360,43,387.699901
-10910,40,388.000191
-5000,10,388.072112
-31885,87,388.735558
-2420,21,388.899469
-4965,17,389.024303
-6905,33,389.273293
-6955,23,389.450283
-17825,172,390.757217
-945,13,390.851667
-26890,183,392.235029
-7465,22,392.395509
-12390,47,392.844373
-5990,14,392.961884
-8230,71,393.730606
-4995,11,393.830254
-7815,53,394.414087
-6490,15,394.5671
-455,10,394.670742
-13555,319,397.521788
-21775,89,398.355694
-2845,138,399.695585
-8440,29,399.94966
-6500,13,400.079453
-10900,42,400.469711
-7000,14,400.573802
-3500,7,400.634976
-2435,18,400.799047
-8635,91,401.621502
-6035,34,401.953835
-2925,21,402.155905
-1955,13,402.281601
-380,25,402.52374
-31270,388,405.867148
-16170,99,406.691148
-23255,96,407.482372
-4825,45,407.893596
-9970,26,408.104303
-455,10,408.189441
-1930,18,408.338888
-8930,32,408.60305
-6435,26,408.797579
-415,18,408.948096
-8475,22,409.11366
-9485,22,409.289623
-5825,47,409.695313
-14970,36,410.0013
-18920,357,412.859208
-26385,76,413.440048
-27810,94,414.181502
-3500,7,414.255488
-6450,23,414.457524
-5500,11,414.544968
-12015,122,415.477824
-16225,352,418.339987
-1360,31,418.582174
-7495,16,418.69927
-13925,43,419.020332
-13425,244,421.11484
-8365,44,421.474823
-10440,33,421.7464
-36185,232,423.562923
-500,1,423.569819
-995,3,423.593256
-7945,27,423.794166
-6995,15,423.903933
-12995,128,424.898429
-1365,30,425.145184
-7000,14,425.252239
-15565,220,426.960812
-6060,101,427.743644
-19325,74,428.307151
-6435,26,428.504079
-12945,37,428.775849
-7000,14,428.882622
-20890,106,429.707073
-6435,26,429.94877
-5320,47,430.36596
-10515,220,432.110059
-445,12,432.199137
-5500,11,432.287775
-8660,40,432.628863
-440,13,432.752241
-5955,21,432.952995
-7945,41,433.319697
720,245,435.197731
-5000,10,435.312585
-1415,20,435.498839
-2225,60,436.002699
-4125,84,436.654557
-1440,15,436.771365
-7470,21,436.933451
-950,12,437.029997
-22110,255,438.984176
-7500,15,439.105847
-5700,274,441.210982
-9620,96,442.070701
-5490,13,442.17572
-5150,81,442.798095
-420,17,442.926352
-10615,99,443.829661
-1775,49,444.278735
-16455,143,445.59958
-11995,25,445.83746
-7390,138,447.130557
-8475,22,447.328915
-7500,15,447.467583
-12000,24,447.662063
-5605,91,448.429801
-13145,337,451.275355
-41660,253,453.474113
-9920,238,455.57859
-5985,15,455.720649
-4205,40,456.096403
-480,5,456.139639
-10050,111,457.086882
-24225,104,458.080133
-860,30,458.348097
-4455,18,458.48901
-13305,66,459.028906
-280,45,459.38871
-6490,15,459.531197
-500,1,459.539582
15,104,460.452317
-4990,12,460.543107
-315,38,460.84702
-7940,28,461.057633
-1350,33,461.309508
-425,16,461.428887
-7500,15,461.5553
-7000,14,461.662526
-7945,27,461.874772
-24225,205,463.440083
-450,11,463.519689
-8970,24,463.704339
-1490,5,463.740285
-1970,10,463.817402
-12910,44,464.160826
-21195,104,464.968223
-630,76,465.555567
-6470,19,465.722947
-13630,102,466.499459
-6000,12,466.617685
-10450,31,466.907607
-11480,27,467.11972
-1435,16,467.240115
-6725,69,467.764983
-12765,73,468.314676
-7475,20,468.468568
-9945,31,468.714182
-6435,26,468.925974
-10420,37,469.218014
-8355,46,469.573243
-13470,33,469.814121
-39635,355,472.512992
-7500,15,472.622934
-9400,39,472.912019
-415,18,473.051976
-4455,18,473.185656
-4900,30,473.423492
-3500,7,473.48203
-14910,48,473.851524
-12835,59,474.396095
-5445,22,474.64571
-490,3,474.671936
-1795,45,475.05149
-5000,10,475.131551
-465,8,475.331834
-8420,33,475.723143
-114410,528,479.968492
-5000,10,480.043589
-270,47,480.392778
-5890,34,480.664796
205,142,481.782337
-12235,179,483.301648
-26690,116,484.193338
-9495,20,484.341322
-5415,28,484.561832
-11000,22,484.739754
-4910,28,484.944955
-8500,17,485.074084
-6990,16,485.192099
-63790,372,488.094419
-4445,22,488.264618
-6485,16,488.382989
-9055,29,488.603975
-420,17,488.728073
-5960,20,488.88447
-1415,20,489.037405
-5840,44,489.369861
-9330,30,489.605982
-10450,29,489.825376
-14940,42,490.144998
-8890,40,490.445857
-7990,18,490.583279
-3500,7,490.639147
-8905,37,490.923867
-1985,7,490.980541
-5500,11,491.065171
-3455,16,491.183296
-7805,55,491.595223
-465,8,491.654612
-5500,11,491.739733
-8000,16,491.859063
-13695,190,493.351371
-880,26,493.593746
-5920,28,493.830678
-7405,34,494.168819
-12465,32,494.480984
-6330,47,494.883819
-990,4,494.915894
-55830,550,499.955849
-2985,9,500.043069
-17425,50,500.511533
-20845,73,501.189588
-7080,99,501.999922
-6000,12,502.095158
-7910,34,502.406737
-14320,65,502.936179
-1920,20,503.090382
-1485,6,503.134138
-2485,8,503.205669
-6000,12,503.316385
-4935,23,503.525544
-6970,20,503.716364
-6925,29,503.983916
-8660,40,504.376321
-5380,35,504.670588
-9880,44,505.07496
-1000,2,505.104004
-1435,16,505.255334
-6445,24,505.479444
-6000,12,505.586113
-455,10,505.673952
-6490,15,505.810904
-9345,50,506.291712
-5500,11,506.392619
-5215,68,507.027992
-3420,23,507.237795
-4960,18,507.371952
-445,12,507.467042
-500,1,507.479335
-920,18,507.610712
-6500,13,507.708019
-1960,12,507.798204
-5410,29,508.045164
-5160,79,508.77363
-4870,36,509.105329
-495,2,509.121262
-5000,10,509.213552
-7745,67,509.848837
-1455,12,509.943041
-6695,75,510.604901
-2475,10,510.698341
-5000,10,510.801359
-470,7,510.866463
-10460,29,511.134798
-5425,26,511.382975
-6875,39,511.741752
-1475,8,511.830981
-3500,7,511.903322
-8365,44,512.313526
-3500,7,512.379155
-11935,37,512.714166
-895,23,512.932258
-4500,9,513.014969
-6420,29,513.252928
-7000,14,513.358324
-1475,8,513.426286
-5015,19,513.565431
-4995,11,513.652987
-8380,41,513.975236
-4000,8,514.038085
-1975,9,514.112578
-5500,11,514.200129
-5475,16,514.327633
-6500,13,514.440238
-5995,13,514.547398
-5480,15,514.670955
-6960,22,514.878943
-2960,14,514.989281
-5930,26,515.200589
-22405,165,516.565212
-13485,64,517.047868
-5995,13,517.145428
-7970,22,517.317864
-13445,38,517.600088
-6420,29,517.832927
-3500,7,517.893136
-6995,15,518.009489
-4495,10,518.087583
-5960,20,518.237277
-5000,10,518.312735
-380,25,518.503317
-5955,21,518.666082
-9230,73,519.236993
-6895,35,519.525241
-9995,21,519.688593
-495,2,519.70347
-975,7,519.761813
-5495,12,519.850078
-6990,16,519.97198
-13800,68,520.586559
-6470,19,520.739842
-2495,6,520.792199
-5115,88,521.587241
-4980,14,521.718291
-6225,68,522.343881
-500,1,522.355778
-8705,77,523.046612
-8980,22,523.214038
-11445,34,523.470164
-11495,24,523.646005
-9920,36,523.91696
-23310,91,524.68922
-137375,300,526.923326
-12940,139,528.029993
-7420,31,528.30897
-420,17,528.456764
-17490,138,529.796335
-36810,215,531.550332
-16375,58,531.987184
-3000,6,532.035142
-11960,32,532.290434
-4000,8,532.35126
-5970,18,532.492815
-405,20,532.649491
-10970,28,532.867217
-3400,23,533.044562
-5380,35,533.305105
-920,18,533.441701
-7905,35,533.710454
-8290,59,534.172905
-6845,45,534.743698
-5930,26,534.992034
-5500,11,535.096794
-21570,130,536.306481
-2070,9,536.372776
-8445,28,536.588297
-6425,28,536.806504
-22290,87,537.485787
-19705,99,538.357637
-2475,10,538.436746
-6995,15,538.547027
-500,1,538.558956
-980,6,538.605131
-9910,38,538.895501
-5500,11,538.981866
-435,14,539.114466
-6435,26,539.358888
-7440,27,539.608229
-4995,11,539.708682
-1395,24,539.93102
-7215,72,540.556689
-7875,41,540.969656
-10935,35,541.397428
-360,29,541.623825
-1970,10,541.699176
-25000,50,542.141445
-73000,348,545.112453
-9305,58,545.558848
-13280,71,546.262904
-1380,27,546.527183
-11510,122,547.748635
-3385,30,548.152148
-420,17,548.38372
-17050,226,550.451487
-1405,22,550.637282
-12065,112,551.541734
-7225,70,552.143704
-30225,116,553.054553
-9150,190,554.687476
-30560,293,557.286618
-1000,2,557.300898
-245,52,557.750659
-14250,144,559.104762
-310,39,559.473572
-12870,153,560.655313
-450,11,560.771316
-1260,51,561.2516
-1965,11,561.352083
-9725,75,562.050685
-4970,16,562.20119
-860,30,562.483611
-14495,30,562.749261
-9365,46,563.170013
-12500,25,563.396137
-4955,19,563.572869
-1860,32,563.827869
-9980,24,564.013387
-15500,31,564.295802
-6900,34,564.607197
-8885,41,564.982762
-1995,5,565.024376
-455,10,565.12153
-24915,673,570.875373
-360,29,571.093364
-8000,16,571.218907
-7750,66,571.731799
-6500,13,571.828761
-5455,20,571.978036
-3475,12,572.072888
-5445,22,572.240842
-11000,22,572.408197
-8765,65,572.909961
-455,10,572.986743
-4945,21,573.141646
-5500,11,573.224069
-410,19,573.371746
-6350,43,573.710434
-4955,19,573.870091
-4935,23,574.096851
-6500,13,574.20488
-17995,37,574.545487
-6000,12,574.653462
-5485,14,574.787737
-10100,49,575.278184
-7360,43,575.666245
-5935,25,575.905513
-8440,29,576.138179
-6465,20,576.300768
-5000,10,576.39163
-7500,15,576.521252
-6900,34,576.80431
-5970,119,577.760974
-4970,16,577.887433
-23520,144,579.100561
-49575,399,582.451796
-14315,66,582.966531
-9790,62,583.449769
-1500,3,583.473813
-6710,72,584.022198
-6485,16,584.145941
-495,2,584.167749
-8900,38,584.448004
-16145,104,585.334287
-77425,473,589.023608
-5930,26,589.223747
-4475,14,589.331569
-2105,84,589.967151
-4470,15,590.081911
-16930,48,590.448242
-4920,26,590.648447
-6980,18,590.803904
-5295,52,591.241812
-4375,34,591.572326
-37500,75,592.251168
-3500,7,592.30912
-29865,188,593.745835
-15160,129,594.802849
-4480,13,594.903866
-17265,59,595.366488
-5425,26,595.569814
-4950,20,595.72714
-22235,98,596.485067
-475,6,596.527554
-7910,34,596.797061
-500,1,596.80651
-5385,34,597.12477
-470,7,597.190233
-15665,99,598.118619
-5450,21,598.326109
-8880,42,598.793958
-5990,14,598.907092
-12470,31,599.143031
-8500,17,599.273144
-21940,56,599.688085
-16970,40,600.013812
-8830,52,600.482051
-4950,20,600.652909
-1480,7,600.707507
-1445,14,600.829062
-7945,27,601.062733
-4935,23,601.263516
-7860,44,601.66882
-7985,19,601.844648
-5780,56,602.354
-1500,3,602.386689
-5440,124,603.528208
-1000,2,603.546875
-470,7,603.609682
-1495,4,603.647626
-4915,27,603.877978
-10710,383,607.587292
-4920,26,607.827173
-13740,80,608.579828
-5460,19,608.733484
-1425,119,609.722361
-10500,21,609.910191
-5440,23,610.119875
-5490,13,610.218526
-6000,12,610.313143
-26920,171,611.838773
-5355,40,612.14896
-10725,98,612.993403
-5000,10,613.084768
-17140,208,614.986869
-965,9,615.075891
-420,17,615.359495
-11880,48,615.819404
-650,72,616.49077
-950,12,616.595868
-5960,20,616.750422
-7270,61,617.366256
-10845,53,617.830002
-5945,23,618.025491
-1500,3,618.049713
-455,10,618.127724
-4990,12,618.22549
-9965,27,618.459759
-4495,10,618.553243
-18355,124,619.7915
-6990,16,619.950129
-1385,26,620.197909
-8535,111,621.240255
-495,2,621.258252
-4880,34,621.601768
-2490,7,621.66089
-5930,26,621.914245
-7425,131,623.010048
-1960,12,623.102098
-7615,41,623.487844
-4500,9,623.573368
-8305,56,624.039714
-11455,32,624.292882
-7000,14,624.453478
-925,17,624.610022
-8915,35,624.93498
-19380,63,625.482856
-10500,21,625.638063
-5500,11,625.725863
-18810,76,626.400215
-8410,35,626.722669
-15790,74,627.413197
-5945,23,627.63084
-4960,18,627.796681
-5950,22,628.017164
-1445,14,628.159909
-6480,17,628.327276
-8915,35,628.660532
-1495,4,628.696764
-5500,11,628.775391
-4940,22,628.953838
-975,7,629.02355
-8000,16,629.178208
-5460,19,629.365393
-3000,6,629.419434
-8000,16,629.544471
-8490,51,629.985507
-9475,24,630.216674
-985,5,630.26156
-10620,98,631.160202
-4935,23,631.362092
-11315,161,632.819164
-18615,115,633.853601
-5900,32,634.144346
-1490,5,634.194625
-36275,118,635.21537
-500,1,635.227922
-23500,47,635.665563
-99670,362,638.711525
-12195,86,639.421244
-5105,90,640.110382
-3955,17,640.236482
-450,11,640.319519
-7390,37,640.604928
-12430,39,640.914303
-9935,33,641.169963
-9410,37,641.482226
-2440,17,641.637233
-6455,22,641.835075
-6480,17,641.996366
-500,1,642.005361
-6500,13,642.118561
-450,11,642.225094
-965,9,642.306392
-435,14,642.441587
-5475,16,642.603714
-4470,15,642.715035
-8875,43,643.059139
-5435,24,643.345556
-4900,30,643.624061
-5910,30,643.853449
-8955,27,644.072296
-2000,4,644.111746
-16495,34,644.427118
-1940,16,644.56505
-1390,25,644.792933
-9990,22,644.980791
-16855,164,646.427345
-1425,18,646.582818
-6025,108,647.555413
-15210,89,648.278066
-22690,108,649.150966
-17860,564,654.214781
-50195,162,655.674133
-6845,45,656.03484
-5640,84,656.771183
-16810,72,657.397685
-8000,16,657.544309
-7425,30,657.809196
-7000,14,657.913388
-8405,36,658.235568
-5870,38,658.570249
-6495,14,658.682376
-890,24,658.890043
-465,8,658.962796
-6500,13,659.082112
-4950,20,659.267208
-11340,55,659.75772
-7375,40,660.135522
-5965,19,660.301067
-5845,43,660.677231
-6500,13,660.805876
-430,15,660.944323
-3000,6,661.002217
-5000,10,661.099152
-7345,46,661.526728
-465,8,661.598986
-23295,88,662.439028
-10840,54,662.938804
-6415,30,663.203911
-5495,12,663.298469
-13825,63,663.843762
-425,16,663.974017
-995,3,664.004454
-1955,13,664.11205
-5275,56,664.597342
-495,2,664.612178
-425,16,664.753103
-17570,122,665.884541
-19820,64,666.465882
-13155,96,667.24565
-15370,57,667.751477
-1975,9,667.858084
-4435,22,668.05949
-17955,45,668.504401
-9000,18,668.689133
-350,31,669.005357
-15500,31,669.328382
-19290,81,669.999256
-13575,113,670.875096
-500,1,670.881907
-2495,6,670.932366
-2000,4,670.960128
-6965,122,671.917053
-18775,83,672.539495
-9890,42,672.855642
-4380,33,673.107402
-6405,32,673.427842
-12490,27,673.62826
-16425,149,674.875981
-8900,38,675.170108
-9000,18,675.306496
-1980,8,675.369647
-4680,74,675.954758
-9850,50,676.334272
-5980,16,676.454782
-22935,105,677.254798
-1440,15,677.364497
-365,28,677.594429
-10780,66,678.136504
-5990,14,678.242474
-5845,43,678.64521
-9330,53,679.051242
-70600,222,680.75265
-20000,40,681.057184
-2455,14,681.165537
-405,20,681.317711
-26455,62,681.780146
-6485,16,681.903932
-5055,302,684.412345
-2890,28,684.655931
-13000,26,684.85095
-4990,12,684.940173
-13450,37,685.26774
-13255,177,686.886114
-1500,3,686.906959
-7100,95,687.705623
-11765,71,688.254606
-9670,86,688.892947
-49490,101,689.647937
-5930,26,689.847629
-48040,189,691.293497
-8570,104,692.11787
-4350,39,692.415026
-1440,15,692.542278
-4700,70,693.094664
-10345,56,693.533374
-10975,27,693.751911
-500,1,693.758699
-5500,11,693.845622
-9175,84,694.490875
-6000,12,694.598787
-10445,32,694.846195
-4995,11,694.923683
