#{"t_start": 1683583631.413313, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-850,32,691.700445
-9975,25,691.882074
-10245,72,692.440377
-10490,23,692.643483
-5370,37,692.924249
-945,13,693.025502
-5500,11,693.113294
-4990,12,693.202955
-10920,38,693.495753
-11810,62,693.990783
-9890,42,694.320826
-8425,32,694.57159
-21915,61,695.036879
-2955,15,695.152093
-9815,57,695.607366
-8000,16,695.734111
-8500,17,695.874772
-4500,9,695.944056
-39265,126,696.924075
-5865,275,699.179501
-5000,10,699.256173
-11945,136,700.323499
-14970,36,700.588022
-12220,81,701.200445
-12000,24,701.380888
-16290,75,701.94453
-38235,150,703.09988
-455,10,703.174686
-18840,171,704.475085
-8910,36,704.747914
-485,4,704.778511
-940,14,704.885505
-4855,39,705.18105
-480,5,705.218971
-7970,22,705.391376
-7950,26,705.583823
-2805,45,705.937672
-7940,28,706.158733
-10840,54,706.601756
-950,12,706.711274
-12980,30,706.985762
-1405,22,707.174191
-8915,35,707.494993
-915,19,707.669538
-34400,178,709.097268
-1440,15,709.211134
-12000,24,709.395775
-19375,165,710.648642
-1405,22,710.829426
-7390,37,711.108704
-9955,130,712.092188
-17130,109,712.940692
-5950,22,713.145991
-22310,83,713.868593
-32045,156,715.772797
-10765,69,716.479369
-7000,14,716.597186
-3500,7,716.663901
-116765,454,720.528295
-8415,34,720.858962
-2885,29,721.127465
-1410,21,721.318416
-13435,40,721.667947
-495,2,721.681311
-445,12,721.775513
-1545,12,721.867477
-11885,47,722.243136
-500,1,722.251024
-950,12,722.354847
-9340,51,722.749202
-7000,14,722.861428
-60585,306,725.53206
-6245,64,726.143332
-25830,300,728.811044
-13995,29,729.038914
-29675,125,730.142803
-22605,125,731.298367
-15790,74,731.862908
-8890,141,732.955649
-1970,10,733.033115
-5980,16,733.156769
-5500,11,733.237679
-470,7,733.296823
-500,1,733.30466
-5450,21,733.471673
-445,12,733.568358
-5920,28,733.796643
-4000,8,733.857046
-5455,20,734.019317
-4890,32,734.332506
-6000,12,734.447982
-1425,18,734.61232
-430,15,734.781456
-4880,34,735.104012
-6925,29,735.472818
-4995,11,735.606117
-910,20,735.853582
-6000,12,736.130751
-7205,74,737.72258
-970,8,737.794995
-8820,54,738.392838
-5930,26,738.695449
-13760,76,739.412075
-9845,51,739.894767
-5435,24,740.096025
-7475,20,740.292083
-4275,155,741.626722
-16950,145,742.986366
-5385,34,743.263139
-14000,28,743.475819
-13765,75,744.164997
-1445,14,744.290762
-9795,61,744.835693
-5500,11,744.947076
-27590,138,746.088704
-6940,127,747.106274
-1950,14,747.217373
-5470,17,747.371214
-8880,42,747.809623
-12880,252,750.095068
-430,15,750.226568
-14740,82,750.995454
-16500,33,751.306621
-5500,11,751.397515
-5370,37,751.747114
-455,10,751.840693
-500,1,751.848862
-7855,45,752.276325
-8440,29,752.535763
-6385,36,752.855923
-5630,86,753.665353
-24070,135,754.864671
-16910,223,756.770703
-5500,11,756.87589
-89355,410,760.231443
-495,2,760.250464
-10440,33,760.507986
-1000,2,760.525345
-8500,17,760.65964
-16810,173,762.091736
-14465,137,763.242369
-7500,15,763.36039
-19830,74,763.941051
-17420,51,764.366906
-9415,36,764.681217
-3495,8,764.758946
-6250,63,765.311991
-6495,14,765.434
-10575,107,766.392425
-4095,90,767.173906
-5925,27,767.380184
-6975,19,767.53209
-475,6,767.573641
-3500,7,767.633866
-7000,14,767.731861
-4290,51,768.130181
-6935,27,768.335717
-4930,24,768.52132
-6000,12,768.618455
-5995,13,768.722168
-15670,98,769.463728
-12830,60,769.927236
-8350,47,770.326288
-19930,256,772.537595
-16600,114,773.591843
-10980,127,774.63838
-12230,79,775.32128
-1935,17,775.459421
-17040,127,776.622391
-8950,129,777.789454
-24260,97,778.627687
-6265,60,779.12878
-11230,179,780.575837
-475,6,780.635453
-10735,75,781.341551
-500,1,781.349772
-8030,212,783.028544
-13000,26,783.226608
-10660,90,783.997148
-27350,186,785.548362
-19255,88,786.304414
-490,3,786.328114
-20780,288,788.697703
-6000,12,788.795764
-8980,22,788.994704
-43945,99,789.907065
-1460,11,790.036381
-11000,22,790.231571
-4230,164,791.760099
-30605,109,792.781696
-5500,11,792.901043
-1980,8,792.984674
-9000,18,793.284451
-14045,120,794.235465
-11470,29,794.587797
-9655,89,795.455994
-4490,11,795.535809
-6585,198,797.401321
-22500,45,797.817235
-6485,16,797.954047
-445,12,798.049027
-19305,78,798.727247
-9925,35,799.038975
-440,13,799.142379
-435,14,799.254165
-4935,23,799.43337
-11000,22,799.614659
-3500,7,799.680829
-5980,16,799.842609
-5000,10,799.924109
-5470,17,800.055951
-4495,10,800.142436
-6695,75,800.78121
-6000,12,800.892492
-2990,8,800.959996
-8250,67,801.53461
-4000,8,801.604326
-7325,50,802.06621
-5465,18,802.201541
-15180,66,802.772597
-9875,45,803.138935
-7885,128,804.378302
-73365,376,807.865125
-9335,52,808.344137
-6705,73,808.959583
-15855,162,810.276945
-10680,86,811.049627
-11665,91,811.87954
-490,3,811.913763
-10880,147,813.066925
-4405,28,813.287259
-6745,65,813.807593
-500,1,813.815855
-1420,19,814.002615
-9845,51,814.429742
-11490,25,814.634256
-12805,236,816.714213
-6155,82,817.43092
-950,12,817.537845
-1375,28,817.795368
-9000,18,817.927863
-7035,114,818.885819
-36500,73,819.505506
-36550,478,823.743947
-4765,158,825.027568
-22890,68,825.563581
-2970,12,825.675943
-425,16,825.844565
-1935,17,826.0144
-1500,3,826.039341
-22850,313,828.790814
-12055,114,829.80176
-9585,103,830.798586
-7515,214,832.9142
-17120,111,833.766792
-1445,14,833.873581
-7365,42,834.198973
-11120,99,835.033559
-9675,186,836.745295
-5375,36,837.074135
-4420,25,837.304464
