#{"t_start": 1683583631.413313, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-14800,70,78.13652
-1955,13,78.25388
-23655,117,79.31567
-12440,37,79.675934
-14965,37,80.127979
-17425,50,80.68693
-14720,86,81.412108
-8380,41,81.736347
-65170,203,83.334565
-10480,25,83.528703
-9370,45,83.875426
-4665,77,84.512602
-21370,69,85.043814
-11245,74,85.640105
-13360,55,86.080829
-13965,35,86.359184
-1055,92,87.075588
-23440,59,87.545401
-50700,263,89.633054
-78850,317,92.187339
-19495,141,93.394508
-26855,83,94.146101
-20790,84,94.808203
-9950,30,95.041116
-17790,78,95.656555
-395,22,95.834667
-12310,63,96.333955
-17740,189,97.817887
-6500,13,97.918432
-8805,57,98.355246
-13325,62,98.826281
-16265,80,99.450182
-16500,33,99.698721
-14700,90,100.407547
-395,22,100.574509
-11450,33,100.848762
-8120,194,102.407537
-20785,85,103.073736
-9900,40,103.389398
-83785,211,105.060614
-28595,139,106.169161
-41620,424,109.498571
-15495,32,109.761149
-17905,55,110.194276
-39595,161,111.455591
-57670,182,112.898229
-24695,111,113.761472
-33350,198,115.378466
-8760,66,115.912733
-10450,233,117.752118
-27710,114,118.636576
-14005,229,120.468391
-37290,117,121.384919
-129420,578,126.001438
-230,55,126.438312
-44250,240,128.335795
-6745,65,128.856682
-22420,61,129.332519
-5950,22,129.51336
-11220,79,130.14051
-10480,25,130.335116
-8465,24,130.520028
-78265,347,133.313459
-5290,53,133.72924
-24280,93,134.451312
-6400,134,135.85434
-5935,25,136.057123
-2945,17,136.187705
-3465,14,136.303539
-6235,66,136.82915
-18540,130,137.862129
-15615,109,138.727296
-27015,152,139.910494
-980,6,139.96096
-41000,284,142.242772
-10280,65,142.736953
-7885,39,143.048346
-33920,84,143.719051
-25355,80,144.363518
-6635,87,145.089919
-13780,72,145.691706
-11410,41,146.017336
-5935,25,146.223448
-107515,515,150.322105
-3460,15,150.435259
-3265,23,150.620153
-13265,74,151.211428
-11920,40,151.527075
-7455,24,151.720598
-450,11,151.808605
-430,15,151.924766
-13995,29,152.148867
-1000,2,152.172667
-7980,20,152.338156
-5430,25,152.538099
-7460,23,152.717589
-5980,16,152.844679
-2500,5,152.881699
-335,34,153.154667
-500,1,153.162257
-17485,38,153.471408
-18865,166,154.846318
-455,10,154.920365
-10060,32,155.233157
-124410,671,160.567771
-7405,34,160.856555
-4930,24,161.043587
-10365,48,161.414868
-1885,27,161.626524
-91290,326,164.212564
-10360,150,165.426141
-21745,196,166.982748
-8345,48,167.374844
-2500,5,167.413525
-485,4,167.442727
-5995,13,167.543268
-3455,16,167.668088
-7810,54,168.093
-6490,15,168.218716
-17980,40,168.527815
-9500,19,168.684319
-8315,54,169.101808
-11480,27,169.327364
-1495,4,169.36104
-13660,96,170.121205
-6000,12,170.219466
-8455,26,170.421413
-59355,148,171.592668
-16000,32,171.85294
-5500,11,171.942462
-480,5,171.979582
-15235,84,172.652534
-19585,426,176.135387
-2615,50,176.562458
-77795,461,180.337395
-19150,311,182.867175
-14415,46,183.226799
-19865,67,183.760015
-985,5,183.797046
-5440,23,183.978305
-12945,37,184.280074
-300,41,184.624513
-23615,125,185.635001
-3470,13,185.751652
-7010,113,186.646301
-10360,49,187.042994
-7925,31,187.28932
-9490,21,187.457035
-6425,28,187.836517
-14735,83,188.496317
-46275,239,190.401154
-4395,30,190.639744
-8895,39,190.960066
-735,55,191.392502
-10825,57,191.831329
-40385,104,192.655347
-18580,122,193.602473
-3890,30,193.86905
-15470,37,194.157212
-445,12,194.251047
-23790,191,195.768726
-18040,129,196.77822
-24765,97,197.562582
-58590,503,201.61278
-995,3,201.636934
-500,1,201.643756
-10000,20,201.81026
-7000,14,201.921747
-910,20,202.076247
-2020,17,202.208909
-8490,19,202.359608
-965,9,202.42727
-12280,69,202.977891
-5930,26,203.189387
-10310,59,203.690648
-20485,44,204.045751
-7920,32,204.300607
-9480,23,204.487869
-22325,80,205.128323
-5100,91,205.868792
-7415,32,206.117413
-18955,47,206.57073
-20895,366,209.530438
-15555,121,210.494923
-8365,246,212.477705
-490,3,212.501262
-9835,53,213.011863
-19000,38,213.313457
-475,6,213.357115
-2250,55,213.796156
-13790,70,214.354111
-10875,47,214.741682
-1440,15,214.859876
-12890,48,215.233909
-27500,55,215.671433
-11500,23,215.866151
-23825,83,216.520026
-11965,31,216.77507
-7360,43,217.12195
-11865,51,217.530974
-2990,109,218.396552
-98140,449,222.039625
-8850,48,222.434324
-5910,30,222.669644
-485,4,222.695811
-6415,30,222.943321
-8500,17,223.074831
-3125,82,223.736388
-5450,21,223.897424
-4795,51,224.320917
-5475,147,225.487418
-5830,46,225.861751
-10500,21,226.026535
-495,2,226.045603
-13195,189,227.558332
-6480,17,227.688344
-8410,35,227.971045
-8765,65,228.498995
-8070,103,229.301411
-2920,22,229.475591
-7395,36,229.761356
-13655,97,230.530261
-11900,145,231.681387
-12220,182,233.128921
-13270,174,234.527905
-13095,209,236.232055
-970,8,236.289556
-5500,11,236.375614
-2470,11,236.471683
-14640,203,238.103468
-18980,42,238.435185
-9755,69,238.986108
-490,3,239.009504
-24370,277,241.261746
-20360,170,242.636722
-11840,56,243.094968
-17545,127,244.104532
-22150,115,245.014254
-8465,134,246.277019
-14895,51,246.683081
-5000,10,246.756389
-7500,15,246.880472
-26195,215,248.585099
-7485,18,248.871455
-9945,31,249.109896
-9465,26,249.32531
-6930,28,249.545964
-13505,228,251.374914
-16260,81,252.119365
-305,40,252.439198
-11475,28,252.66434
-1130,77,253.279228
-60205,363,256.24927
-8000,16,256.37331
-9890,42,256.708576
-10150,91,257.458256
-14305,108,258.304911
-1485,6,258.360786
-440,13,258.461878
-13465,34,258.732739
-6960,22,258.907969
-8460,25,259.103159
-12245,76,259.996609
-18795,180,261.464028
-6680,78,262.140299
-5525,107,263.063253
-13860,56,263.507277
-10990,24,263.693517
-8800,58,264.16259
-400,21,264.331903
-10870,149,265.508412
-12505,125,266.535593
-23180,111,267.419277
-5500,11,267.515574
-9945,31,267.765241
-12500,25,267.966569
-13485,30,268.207079
-8115,195,269.747692
5,102,270.571466
-17370,263,272.670845
-5450,21,272.836809
-24990,52,273.240258
-14180,93,274.019095
-6135,86,274.691588
-13775,97,275.466677
-10975,128,276.493292
-10055,110,277.375202
-475,6,277.417907
-6410,132,278.484068
-10500,21,278.654294
375,176,280.064958
-6480,17,280.206056
-2635,79,280.832859
-14465,137,281.929939
-7155,185,283.396822
-14330,84,284.090105
-12950,137,285.172429
-920,18,285.318006
-9445,131,286.384097
-6995,15,286.505584
-2000,4,286.536328
-3000,107,287.397563
-4640,82,288.054727
-11155,92,288.783874
-6500,13,288.888825
-6895,35,289.16843
-8805,57,289.628502
-1900,125,290.628339
-54940,157,291.875652
-490,3,291.900946
-18660,106,292.733238
-21405,62,293.227892
-11350,53,293.647143
-19935,53,294.083695
-465,8,294.140853
-7125,90,294.855662
-190,63,295.388699
-13950,38,295.708361
-21830,78,296.351949
-6000,12,296.441917
-10835,55,296.885694
-11420,39,297.204371
-7610,195,298.786872
-9000,18,298.937918
-500,1,298.946555
-31940,311,302.026169
-7445,26,302.256835
-7930,30,302.531208
-4820,46,303.188908
-7680,80,303.991572
-30185,225,305.974611
-33890,191,308.573858
-40565,208,310.259955
-990,4,310.290091
-15495,32,310.527204
-18365,165,312.096619
-11825,59,312.554034
-8000,16,312.681974
-5950,123,313.632493
-4175,175,314.989628
-200,61,315.469859
-17945,47,315.831531
-4385,32,316.072355
-465,8,316.136571
-42210,143,317.238611
-17385,58,317.680652
-6495,14,317.794401
-875,27,318.001122
-8415,34,318.25572
-10500,21,318.4117
-9490,21,318.568833
-2445,16,318.689625
-11355,254,320.64187
-2930,20,320.798822
-8670,84,321.430837
-18900,58,321.864577
-1260,51,322.252809
-14490,31,322.487607
-9415,36,322.754481
-18745,339,325.36313
-8485,20,325.512521
-10260,69,326.054925
-6655,83,326.694732
-7455,24,326.874108
-12195,86,327.525332
-4000,8,327.580466
-3495,8,327.646992
-7545,24,327.833053
-320,37,328.11037
-8330,51,328.519563
-27760,104,329.297403
-495,2,329.31092
-10335,54,329.719155
-7765,63,330.200171
-7495,16,330.323378
-14135,102,331.10156
-450,11,331.18948
-25685,115,332.072201
-14805,69,332.604795
-11575,109,333.46138
-8615,95,334.184901
-14460,37,334.462879
-8795,59,334.899777
-21750,152,336.06995
-965,9,336.146907
-4935,23,336.313603
-41640,156,337.488555
-6545,307,340.503834
-10305,60,340.98134
-10000,20,341.185029
-22300,167,342.564044
-410,19,342.706955
-62725,282,344.93688
-375,26,345.141649
-3500,7,345.191676
-7910,41,345.513095
-490,3,345.537841
-12500,25,345.742775
-7970,22,345.911517
-9000,18,346.046971
-1000,2,346.063771
-21300,83,346.701094
-17875,61,347.177869
-8320,53,347.603051
-7420,31,347.855391
-13890,50,348.245626
-365,28,348.455656
-1900,24,348.682178
-12500,25,348.883182
-475,6,348.933725
-23215,304,351.303364
-7480,19,351.455756
-9365,46,351.81597
-11815,61,352.300735
-5965,19,352.447959
-1935,17,352.581811
-9760,68,353.123937
-10450,132,354.12603
-5430,25,354.427013
-12010,224,356.162208
-9000,18,356.304225
-17465,73,356.854871
-12265,72,357.398116
-2655,75,357.96359
-7420,31,358.215301
-900,22,358.385524
-22630,120,359.304492
-8000,117,360.206972
-6420,29,360.442024
-11765,71,360.998273
-10705,81,361.639831
-6185,278,363.794803
-6960,22,363.962888
-415,18,364.115425
-12950,137,365.177888
-6950,24,365.365535
-9815,158,366.600965
-920,18,366.744558
-1365,30,366.972318
-7385,38,367.257921
-6375,65,367.759801
-9325,54,368.173599
-3500,7,368.221824
-4550,100,368.989498
-4785,53,369.404764
-4930,24,369.582021
-5460,19,369.724065
-4975,15,369.841307
-4760,58,370.292218
-8385,40,370.595242
-4885,33,370.856666
-9890,143,371.960708
-10885,146,373.048093
-6070,99,373.78608
-4000,8,373.849844
-4865,37,374.136999
-5745,63,374.636767
-6300,53,375.037891
-8890,40,375.352608
-2000,4,375.382562
-7455,24,375.606788
-2500,5,375.641905
-9355,48,376.021972
-19585,123,376.955756
-5000,10,377.032492
0,101,377.787444
-4840,42,378.103999
-40795,123,379.015696
-495,2,379.033814
-12355,54,379.44353
-7420,31,379.680464
-4500,9,379.747795
-26775,99,380.509043
-19900,60,380.971289
-12370,152,382.121097
-11305,62,382.589167
-6500,13,382.691095
-5955,21,382.855291
-62370,463,386.496647
-8775,63,386.973193
-1985,7,387.027749
-5970,18,387.166552
-1435,16,387.286555
-4465,16,387.405094
-1425,18,387.542448
-2890,28,387.763957
-5190,73,388.317607
-6970,20,388.462226
-2255,54,388.877377
-7235,25,389.062479
-18230,192,390.516272
-195,62,390.989312
-27500,55,391.399353
-6405,143,392.479192
-5475,16,392.627211
-4970,16,392.806387
-6975,19,392.974872
-4465,16,393.121615
-6345,44,393.647547
-355,30,393.926394
-1490,5,393.984322
-4950,20,394.210606
-4990,12,394.32667
-15415,48,394.86491
-15805,172,396.330269
-7990,18,396.474941
-8445,28,396.692351
-35345,102,397.6865
-10425,33,397.994082
-995,3,398.025638
-9460,27,398.276644
-485,4,398.315655
-7000,14,398.443555
-445,12,398.558701
-9990,22,398.776914
-5000,10,398.869502
-4315,46,399.326133
-9990,22,399.542525
-9730,74,400.223188
-7790,58,400.724789
-6850,44,401.13203
-445,12,401.245205
-38185,456,405.306115
-14835,63,405.831843
-7300,55,406.266717
-20055,130,407.370124
-12945,37,407.67689
-2430,19,407.864686
-7425,30,408.105848
-5465,18,408.250717
-6325,48,408.65467
-500,1,408.661464
-6435,26,408.857855
-12000,24,409.038916
-7425,30,409.280406
-475,6,409.332147
-500,1,409.343321
-1420,19,409.517518
-1985,7,409.575894
-7500,15,409.69189
-5000,10,409.775393
-15810,128,410.903984
-7250,65,411.411615
-500,1,411.42254
-55690,376,414.360152
-13000,26,414.561601
-7435,28,414.773236
-6800,54,415.187903
-13670,94,416.03176
-6315,50,416.471521
-3000,6,416.515998
-9445,30,416.743614
-3455,16,416.86688
-1000,2,416.884699
-985,5,416.921242
-10440,33,417.174335
-6910,32,417.410199
-495,2,417.429171
-12970,32,417.67192
-1495,4,417.701152
-24850,80,418.316786
-78695,522,422.624176
-15285,74,423.183012
-470,7,423.236305
-485,4,423.267643
-12285,169,424.557692
-24425,165,425.8693
-17155,104,426.661555
-5960,20,426.811182
-500,1,426.818468
-6350,144,427.929045
-7960,24,428.105593
-7455,24,428.29141
-6510,112,429.135364
-4410,27,429.344673
-8725,73,429.963345
-86565,362,432.946485
-15615,109,433.827717
-8485,20,433.97896
-14750,80,434.588016
-13905,47,434.934881
-14270,75,435.63728
-305,40,435.960237
-5910,30,436.18924
-910,20,436.349656
-6345,44,436.687297
-14730,84,437.335328
-17240,308,439.687787
-8320,53,440.090025
-33450,77,440.675235
-1000,2,440.692527
-21310,81,441.354223
-7450,25,441.57733
-9000,18,441.746603
-28500,57,442.237602
-10500,21,442.395376
-7930,30,442.626278
-9430,33,442.880676
-8925,33,443.147812
-27980,60,443.719567
-5875,37,444.062245
-7400,136,445.30916
-8045,209,447.263712
-28050,147,448.522609
-22260,194,450.264514
-62310,269,452.403391
-16180,97,453.285025
-49340,445,457.207247
-6400,33,457.495962
-4820,46,457.998077
-6445,24,458.219869
-4945,21,458.396812
-14345,60,458.888172
-5745,63,459.389833
20,105,460.340654
-8465,24,460.519704
-11170,95,461.257716
-2350,35,461.534005
-4250,265,463.564066
-4970,16,463.686558
-995,205,465.269938
-6430,27,465.475181
-7955,25,465.681145
-6475,18,465.82999
-7500,15,465.942077
-965,9,466.010941
-9920,36,466.294424
-12485,28,466.500912
-125,177,467.935038
-5000,10,468.008474
-3000,6,468.055238
-6305,52,468.440969
-8970,24,468.637359
-10975,27,468.844201
-4380,33,469.120329
-6390,35,469.384732
-2090,87,470.037989
-11905,43,470.36278
-5925,27,470.565512
-2435,18,470.70546
-1425,18,470.848337
-7910,34,471.103769
-370,27,471.310572
-7950,26,471.49793
-8970,125,472.46212
-6275,58,472.893619
-6485,117,473.804323
-19490,41,474.121786
-6440,25,474.395683
-510,100,475.537092
-39230,438,479.126335
-6000,12,479.218872
-14180,107,480.03282
-775,47,480.381299
-9495,20,480.52865
-4000,8,480.595307
-450,11,480.708908
-885,25,480.909826
-27355,185,482.484363
-8830,52,482.88281
-5340,43,483.20875
-3695,28,483.419227
-23050,137,484.466724
-5475,16,484.599909
-17425,50,484.976704
-10450,31,485.206777
-45655,363,488.049385
-11455,32,488.285346
-1985,7,488.342702
-5500,11,488.421586
-10440,33,488.671098
-9500,19,488.814557
-1935,17,488.947626
-6845,45,489.290259
-6990,16,489.409398
-4450,19,489.558263
-365,28,489.775462
-1440,15,489.891612
-18925,53,490.296463
-5440,23,490.461598
-5000,10,490.538558
-460,9,490.605024
-495,2,490.628371
-4855,39,490.925382
-990,4,490.95943
-445,12,491.05432
-17500,136,492.075257
-7350,45,492.4146
-3500,7,492.46738
-8210,75,493.026873
-1980,8,493.0935
-2000,4,493.130554
-5875,138,494.429486
-490,3,494.460703
-5500,11,494.554971
-4925,25,494.780184
-5500,11,494.866671
-465,8,494.942318
-465,8,495.012074
-8410,35,495.322057
-6155,82,496.023112
-8895,39,496.375685
-7000,14,496.622566
-8500,17,496.789074
-500,1,496.798315
-5935,25,497.021541
-10945,33,497.292162
-59110,764,504.078596
-1000,2,504.099588
-10975,27,504.368456
-420,17,504.513029
-460,9,504.584426
-5490,13,504.70262
-7370,41,505.076377
-420,17,505.249157
-2460,13,505.367192
-7930,30,505.642147
-10880,46,506.070438
-5000,10,506.158287
-4465,16,506.323283
-6800,19,506.495122
-3580,21,506.699232
-6990,16,506.844067
-5000,10,506.937806
-445,12,507.046226
-4880,34,507.331024
-10860,50,507.717022
-6945,25,507.914214
-5500,11,508.011174
-5500,11,508.113252
-42915,103,509.0577
-2410,23,509.272185
-4500,9,509.355816
-1410,21,509.559217
-5995,13,509.679193
-500,1,509.687164
-5000,10,509.782657
-4965,17,509.92482
-500,1,509.938252
-11310,61,510.470076
-965,9,510.549812
-4955,19,510.731129
-430,15,510.877542
-7970,22,511.081127
-7000,14,511.211153
-440,13,511.341378
-11070,36,511.673495
-420,17,511.842414
-5425,26,512.084786
-1435,16,512.240028
-5895,33,512.542727
-7460,23,512.76062
-485,4,512.79729
-840,34,513.110712
-11875,49,513.488045
-6000,12,513.578241
-7550,33,513.833681
-5975,17,513.970218
-5000,10,514.052787
-1865,31,514.297529
-7970,22,514.487249
-12855,109,515.436945
-445,12,515.550745
-495,2,515.575905
-460,9,515.652856
-11525,119,516.574251
-5470,17,516.704387
-6870,40,517.008521
-6965,21,517.160194
-4000,8,517.230171
-4900,30,517.458145
-6880,38,517.749811
-4500,9,517.820084
-4500,9,517.894443
-485,4,517.92511
-415,18,518.065676
-11875,44,518.398496
-5980,16,518.519672
-410,19,518.667606
-5000,10,518.747168
-4480,13,518.847019
-4870,36,519.115352
-12000,24,519.333338
-360,29,519.555293
-2940,18,519.697527
-4970,16,519.822198
-10890,44,520.179608
-5905,31,520.468171
-12280,69,521.058729
-8370,43,521.462514
-500,1,521.470899
-12080,109,522.4761
-9965,27,522.726289
-1390,25,522.953519
-9715,77,523.53391
-13055,116,524.497174
-335,34,524.756079
-57845,147,525.858902
-37155,245,527.678608
-14830,64,528.252058
-24715,152,529.727203
-6480,17,529.858874
-5150,182,531.358947
-1960,12,531.447864
-1400,23,531.631503
-7500,15,531.747461
-245,52,532.139085
-3465,14,532.251896
-980,6,532.299526
-5660,80,532.918687
-475,6,532.968555
-1950,14,533.076679
-2430,19,533.218452
-925,17,533.343839
-6915,31,533.585155
-4500,9,533.647095
-495,2,533.664676
-12415,42,533.984175
-465,8,534.05148
-8365,44,534.60264
-8900,38,534.951136
-445,12,535.066674
-10325,157,536.485914
-12985,29,536.717921
-1290,45,537.061322
-5940,24,537.242814
-9340,51,537.649906
-3000,6,537.696956
-1000,2,537.717224
-24150,119,538.730306
-450,11,538.816487
-985,5,538.853419
-8985,31,539.130545
-10960,30,539.403753
-475,6,539.462293
-5920,28,539.71891
-1420,19,539.897121
-6950,24,540.086787
-2495,6,540.134076
-5500,11,540.230696
-15000,30,540.51292
-1500,3,540.5427
-5990,14,540.673352
-500,1,540.682368
-4000,8,540.778859
-15960,40,541.158345
-1450,13,541.381204
-25510,251,543.619051
-7430,29,543.883373
-5405,30,544.123185
-4500,9,544.190444
-4485,12,544.282919
-9410,37,544.569796
-495,2,544.582642
-5780,56,545.01374
-4500,9,545.084082
-17855,65,545.581861
-5495,12,545.677963
-8805,57,546.272701
-9345,50,546.892029
-9000,18,547.060549
-8435,30,547.316317
-5815,49,547.737047
-36890,298,550.654249
-12895,47,551.036402
-17935,150,552.274973
-17910,54,552.692047
-495,2,552.709146
-1415,20,552.870134
-127465,666,558.773264
-6495,14,558.890373
-65040,324,561.67859
-425,16,561.83355
-31000,62,562.405842
-26780,98,563.297662
-4495,10,563.38985
-53635,181,564.976924
-41865,515,569.388537
-19105,118,570.428435
-1890,26,570.632394
-5000,10,570.713741
-27350,79,571.327292
-1490,5,571.36934
-41890,106,572.180832
-26250,103,572.967517
-945,13,573.067707
-7490,17,573.192029
-4000,8,573.256316
-4975,15,573.37263
-4475,14,573.484499
-7500,15,573.601308
-450,11,573.690741
-7870,42,574.072384
-500,1,574.080933
-13410,45,574.480921
-6910,32,574.78007
-11455,32,575.082916
-2475,10,575.176633
-5975,17,575.368292
-4995,11,575.45847
-455,10,575.551817
-1920,20,575.741559
-4500,9,575.830903
-390,23,576.023356
-4475,14,576.133605
-5435,24,576.333208
-5955,21,576.515293
-7960,24,576.717234
-425,16,576.846192
-5115,88,577.566593
-475,6,577.609875
-9925,35,577.881805
-4500,9,577.960508
-7960,24,578.170401
-14915,47,578.559034
-11950,34,578.844565
-17000,34,579.125486
-12480,29,579.385819
-6790,56,579.816206
-3460,15,579.93483
-6845,146,581.314458
-5970,18,581.448186
-435,14,581.559441
-8760,66,582.057021
-8865,45,582.402449
-12815,63,582.887438
-1460,11,582.976003
-7630,90,583.668494
-37040,268,585.85871
-5000,10,585.935927
-43375,415,589.133277
-21130,117,590.024608
-960,10,590.097574
-26835,87,590.780072
-955,11,590.866722
-835,35,591.16527
-22490,47,591.623519
-13220,83,592.347779
-17925,152,593.50172
-4985,13,593.602768
-430,15,593.721758
-1340,35,593.996677
-6000,12,594.090487
-8000,16,594.235946
-5385,34,594.546912
-8855,47,594.895082
-4465,16,595.022517
-10500,21,595.193596
-7855,45,595.535705
-410,19,595.688347
-5780,56,596.128095
-10950,32,596.369323
-4000,8,596.43226
-10390,43,596.759223
-3340,39,597.126108
-16025,37,597.467236
-8750,68,598.112259
-8105,96,599.040212
-11500,23,599.221146
-7785,59,599.661082
-14500,29,599.873096
-6840,46,600.297613
-7935,29,600.560893
-3500,7,600.616236
-7425,30,600.86296
-4990,12,600.963905
-9460,27,601.195808
-5495,12,601.314056
-4995,11,601.415748
-4955,19,601.585377
-3500,7,601.654858
-7530,110,602.660538
-13985,31,602.988327
-37750,116,603.985198
-5965,19,604.206434
-39265,328,607.380324
-69060,227,609.373965
-775,47,609.785818
-19565,127,610.887654
-8890,40,611.242324
-7935,29,611.508866
-10885,146,612.736131
-7440,27,612.979759
-6215,171,614.561492
-7000,14,614.689064
-1420,19,614.854701
-8900,38,615.32172
-4860,38,615.679812
-420,17,615.845932
-480,5,615.88979
-8500,17,616.055536
-435,14,616.185857
-6970,20,616.373372
-4985,13,616.491645
-6400,33,616.759727
-375,26,617.04557
-4435,22,617.253135
-4415,26,617.495014
-2835,39,617.831516
-12735,79,618.49777
-4000,8,618.575355
-7360,43,618.979356
-2455,14,619.135381
-6460,21,619.308035
-940,14,619.458984
-4960,18,619.67573
-1395,24,619.910242
-14940,42,620.311354
-7270,162,621.853406
-440,13,621.975834
-5910,30,622.231582
-10970,28,622.460247
-1340,35,622.754451
-6195,74,623.395347
-1420,19,623.573866
-20945,53,624.022281
-12925,41,624.342621
-18630,112,625.395794
-2900,26,625.596239
-5565,99,626.459482
-5980,16,626.603752
-5000,10,626.698192
-5445,22,626.901067
-5430,25,627.129856
-4500,9,627.213734
-1000,2,627.229189
-6425,28,627.502875
-8470,23,627.709052
-1470,9,627.797196
-495,2,627.825708
-4960,18,627.996213
-475,6,628.056883
-1475,8,628.137399
-5950,22,628.353247
-4910,28,628.630287
-11990,26,628.834451
-6935,27,629.0755
-445,12,629.189886
-115,78,629.867135
-8915,136,631.122767
-480,5,631.176549
-1945,25,631.397841
-10835,55,631.870981
-380,25,632.143914
-18965,45,632.561549
-9710,78,633.225497
-4835,43,633.612802
-11500,23,633.825032
-21355,72,634.468378
-32130,139,635.70766
-65015,329,638.474392
-215,58,638.963395
-14280,73,639.545577
-1000,2,639.558371
-910,20,639.715312
-500,1,639.722192
-1360,31,639.961934
-5905,31,640.195231
-13970,34,640.452831
-6925,29,640.667419
-4500,9,640.745071
-6525,109,641.647704
-8000,16,641.795771
-490,3,641.822367
-5950,22,642.023169
-6400,33,642.329702
-8475,22,642.555501
-7000,14,642.669826
-470,7,642.716703
-5490,13,642.818052
-8460,25,643.015689
-6440,25,643.30447
-6845,45,643.709235
-4955,19,643.85491
-14260,77,644.53365
-1405,22,644.733186
-480,5,644.777125
-19985,144,646.045288
-11500,23,646.244867
-7000,14,646.376205
-500,1,646.383449
-11725,84,647.133231
-6915,132,648.23512
-5475,16,648.37936
-6455,22,648.556822
-1370,29,648.782039
-495,2,648.795103
-4925,25,648.9869
-425,16,649.124495
-4490,11,649.226307
-500,1,649.239527
-6595,14,649.365847
-495,2,649.387793
-9175,84,650.136959
-18540,130,651.298956
-485,4,651.327505
-9500,19,651.486953
-2295,112,652.383879
-13480,132,653.657398
-8770,165,655.178554
-955,11,655.277789
-465,8,655.356778
-13400,47,655.769114
-4845,41,656.087517
-5485,14,656.202914
-8880,42,656.579623
-15200,91,657.384913
-5880,36,657.709062
-14500,29,657.944385
-5500,11,658.028035
-13000,26,658.278345
-4910,28,658.52762
-4350,39,658.845467
-995,3,658.870111
-7430,29,659.13363
-8835,51,659.592542
-8570,22,659.795076
-6950,24,660.021299
-13195,72,660.657923
-11045,49,661.131022
-6400,33,661.43478
-935,15,661.571631
-7360,144,662.93216
-440,13,663.058821
-935,15,663.184773
-5485,14,663.288966
-495,2,663.307586
-910,20,663.467643
-15890,54,663.948653
-5645,83,664.656097
-12990,28,664.90925
-7135,88,665.718946
-4000,8,665.799352
-17900,157,667.138987
-9280,427,670.941844
-955,11,671.023849
-7115,92,671.744748
-6845,45,672.093164
-6000,12,672.185246
-14690,92,672.870593
-9405,38,673.164194
-4000,8,673.225767
-16680,98,674.050564
-8500,17,674.18734
-14470,35,674.490815
-25330,85,675.200186
-6885,37,675.488448
-5395,32,675.732824
-1475,8,675.800231
-7915,33,676.061102
-31000,62,676.535927
-16440,45,676.876638
-485,4,676.908563
-6945,25,677.095951
-880,26,677.29273
-7970,22,677.457519
-9565,41,677.805992
-6400,33,678.070731
-7285,58,678.58967
-6560,102,679.370791
-165,68,679.903766
-74450,159,681.107958
-230,55,681.526927
-12715,83,682.153315
-390,23,682.32907
-69500,139,683.427653
-51160,272,685.855425
-3235,17,686.003346
-8290,59,686.547844
-6090,95,687.374483
-8220,73,687.948451
-35815,210,689.526164
-48825,249,691.424382
