#{"t_start": 1683654376.752047, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-690,409,1660.559891
-2274,311,1661.196216
-993,54,1661.304956
1326,464,1662.24611
909,507,1663.264189
-1248,359,1663.993445
-102,70,1664.137684
-264,16,1664.169706
-1233,405,1667.240048
1149,426,1668.105719
879,311,1668.738485
-818,464,1669.686806
-450,460,1670.616395
1218,415,1673.717874
-1932,220,1674.161654
-90,74,1674.309055
-414,459,1675.2405
-3,433,1676.117722
-1380,247,1676.616378
543,222,1677.064506
-789,430,1680.192459
-1770,497,1681.205385
-1386,419,1682.05117
255,132,1682.316158
-78,75,1682.465262
-1010,402,1683.287623
-415,69,1683.437268
-1125,464,1686.636769
-126,59,1686.754909
273,197,1687.154471
-1176,92,1687.340635
-300,2,1687.345042
933,420,1688.182611
-45,94,1688.371454
207,455,1689.293649
-720,438,1692.735356
-1145,434,1693.621893
1170,408,1694.444995
-474,431,1695.320833
-1527,438,1696.204989
228,247,1696.706415
825,338,1699.640959
-2190,482,1700.616246
-750,456,1701.552139
-537,439,1702.44269
417,472,1705.649043
-213,321,1706.298991
-402,472,1707.255668
1017,423,1708.098497
3,103,1708.309254
-1329,442,1709.199651
-606,507,1712.472413
960,504,1713.492507
-936,419,1714.33896
1245,489,1715.332679
-993,455,1718.465384
1311,438,1719.353298
111,464,1720.302207
-69,78,1720.45839
-150,51,1720.560594
468,448,1721.472617
-903,467,1724.68268
177,87,1724.862843
-1182,443,1725.756853
-660,453,1726.675308
-345,411,1727.507049
69,24,1727.553389
123,460,1728.482433
537,365,1731.496519
-957,455,1732.418383
-174,57,1732.533392
-768,297,1733.131595
270,429,1734.023311
795,467,1734.97043
375,468,1738.155566
-1776,443,1739.048618
-948,101,1739.253267
147,67,1739.387791
1179,456,1740.309046
-183,481,1741.287498
1038,408,1744.362082
-2453,505,1745.388691
114,457,1746.327166
-231,24,1746.406455
-1065,199,1746.812159
1353,452,1747.797653
0,1,1747.801199
3,2,1747.805637
-291,26,1747.86158
