#{"t_start": 1683654376.752047, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-300,32,88.376198
1161,413,89.340253
384,455,90.409462
360,161,90.813038
387,130,91.131221
-141,104,91.369832
-57,82,91.561009
-2285,527,95.474896
102,36,95.566449
-1017,299,96.267612
-81,138,96.592423
195,336,97.373494
-1794,158,97.747596
390,446,98.797856
-2686,421,102.495575
-183,75,102.669999
-273,10,102.691771
120,228,103.222347
-240,61,103.372693
-747,454,104.433443
-300,26,104.489632
-456,162,104.869735
-78,96,105.096356
54,19,105.137315
393,171,105.535594
-141,58,105.67092
204,325,106.437375
246,91,106.669387
0,1,106.682247
-1737,147,110.901188
360,459,111.879593
-561,409,112.98172
-2394,315,113.810687
87,49,113.921738
-183,88,114.12227
132,188,114.544567
-378,410,118.034258
-2265,416,118.972769
-1188,482,120.058756
0,1,120.061851
-1815,240,120.604162
0,1,120.606727
-975,98,120.826766
267,191,121.258133
-687,453,122.272565
-456,454,126.054618
-900,420,126.992624
465,423,127.952315
-126,62,128.089969
543,486,129.181525
-963,56,129.311987
-1752,369,132.722678
-147,459,133.749403
-558,456,134.784493
-194,505,135.910254
-45,156,136.262785
-87,466,139.879595
756,442,141.045619
-105,449,142.05299
141,48,142.159339
-207,34,142.237776
-59,434,143.217473
-720,67,143.366776
-540,28,143.43113
78,139,143.744845
-1675,612,147.735518
-231,428,148.701542
414,448,149.711894
-417,510,150.860776
-693,461,154.499542
-2568,491,155.607029
744,477,156.676982
-702,429,157.6293
-432,236,158.165178
-401,499,161.88554
-723,506,163.032075
-434,485,164.122374
-731,440,165.114787
390,187,165.52436
-102,130,165.814192
-630,502,169.529605
-483,79,169.708146
405,520,170.874867
234,202,171.330015
-123,94,171.537364
-300,23,171.590505
372,407,172.493522
-402,447,176.093779
978,405,177.004977
582,202,177.449928
-442,470,178.495064
840,429,179.470646
-132,129,179.75495
-777,465,183.380637
-1443,321,184.097173
0,1,184.10008
-843,460,185.154823
270,91,185.368403
75,348,186.567982
0,1,186.570718
233,432,187.662718
-621,386,191.694174
-1002,370,192.517534
681,359,193.320998
-1017,466,194.368971
-1368,461,195.395235
-819,479,199.069303
-924,238,199.608021
-2519,509,200.753508
651,457,201.775113
-30,91,201.975514
-480,193,202.448386
-2202,413,205.98221
672,484,207.058232
9,4,207.067475
-189,63,207.207064
102,219,207.69103
57,59,207.822265
63,22,207.873074
552,295,208.524306
-222,113,208.773262
-1188,127,209.053615
-1632,444,210.046499
194,339,213.386673
534,193,213.817119
-174,118,214.073749
445,476,215.142009
-594,215,215.646175
-324,482,216.721135
-1209,148,217.047437
-1512,106,217.282584
-871,59,217.417171
-195,63,217.554999
108,371,221.691398
102,209,222.387481
129,243,222.986337
-858,87,223.195039
-1605,283,224.088843
-180,140,224.439718
-1380,188,224.898135
-450,471,226.244531
183,461,232.403556
888,476,233.838945
1098,447,235.364835
-1593,474,236.952052
939,389,242.830424
159,57,243.01627
-873,437,245.070196
-576,458,246.261663
-372,32,246.345575
-1746,545,247.746267
-279,81,247.943584
-507,454,252.278401
792,422,253.615947
447,464,255.063331
-222,338,256.14526
-1131,241,256.804233
-357,461,261.634332
-432,468,263.029349
-1218,480,264.323184
576,440,265.60888
-144,68,265.83085
-162,51,266.013285
-300,41,266.304109
666,485,271.831056
-1426,479,273.116366
-1080,287,273.85347
-756,86,274.148812
210,71,274.369275
-2337,306,275.209446
-285,486,276.521625
-87,103,276.780537
-276,24,276.84806
315,362,281.33198
486,322,282.279026
270,303,283.186044
-645,202,283.8083
-768,408,285.060075
30,14,285.103429
45,92,285.37987
-2004,456,286.956397
720,350,293.178142
-363,445,294.382427
-135,72,294.618952
-969,503,296.081762
-2178,419,297.426614
231,168,298.002391
1032,444,303.525052
-279,67,303.762595
-111,93,304.012851
153,52,304.139933
-288,5,304.159316
-381,229,304.813215
-159,50,305.002785
-114,135,305.415777
-222,97,305.672163
-300,2,305.68222
-111,67,305.888777
771,462,307.238293
-45,88,307.487612
-1833,475,312.373618
-177,134,312.749538
-2040,299,313.540269
-1137,476,314.876896
-732,426,316.154324
128,418,317.399934
957,356,322.119852
-84,75,322.338907
-696,424,323.588251
-2481,484,325.036437
357,181,325.530966
147,466,326.833435
810,483,332.040979
-450,11,332.088674
375,137,332.489515
-1065,461,333.873831
-1305,455,335.319784
738,268,336.061258
-14,533,337.319427
-297,51,340.890924
-378,10,340.922066
-132,358,341.90387
246,454,343.214466
-795,452,344.562319
-1302,468,345.899807
-652,478,351.005915
189,276,351.840524
342,446,353.130701
-1443,83,353.359992
75,330,354.367402
-2130,165,354.850158
-378,470,356.196023
-6,60,356.351368
210,259,360.422589
384,198,360.939258
138,47,361.052804
-1296,146,361.421589
189,362,362.332762
-198,186,362.801022
462,239,363.570325
-273,63,363.735471
-204,82,363.962949
47,179,364.428361
885,331,368.916253
-273,13,368.958828
-1635,353,370.015738
-882,213,370.644845
33,92,370.880154
-54,107,371.172623
-138,55,371.319194
-1827,406,372.439355
-1008,49,372.599018
6,13,372.63368
-726,421,373.85857
0,1,373.862122
-699,113,374.200944
-882,181,378.722701
-987,147,379.123153
-1287,272,379.917961
-18,440,381.14866
-935,487,382.496108
-615,500,383.988645
228,113,384.348834
486,264,388.947856
-1059,48,389.099941
-63,424,390.350836
-868,412,391.661376
-1083,440,392.93471
-291,4,392.952003
579,444,394.300509
-1551,516,399.384188
-1323,334,400.407651
246,237,401.048564
288,300,401.928291
63,22,402.00777
-147,472,403.538412
45,126,403.880694
0,1,403.885346
-771,440,409.038507
-1830,371,410.045118
444,488,411.600245
-795,353,412.771365
1221,453,414.182202
-882,340,419.19396
216,211,419.808488
-2064,288,420.65671
114,297,421.524459
108,311,422.458198
27,24,422.518158
36,459,423.856265
-1011,457,429.498205
108,39,429.608801
-747,451,430.828403
144,441,432.011092
-1899,311,432.853536
843,474,434.260152
-240,85,438.434973
225,252,439.182593
267,486,440.692488
-102,67,440.890654
-882,453,442.186675
-1053,498,443.570532
-261,507,448.771769
-162,115,449.102961
-966,176,449.617968
1257,495,451.045533
-1149,212,451.675103
927,456,452.999444
-1161,547,459.004684
-1386,460,460.405594
-192,55,460.574818
-258,31,460.658084
-1419,476,462.107881
-150,51,462.239474
-714,32,462.33284
-201,41,462.457977
-1566,105,462.745105
-453,405,464.011569
-677,479,469.517966
-1557,120,469.894829
90,401,470.937496
25,457,472.101256
-924,410,473.419475
792,450,478.656212
-255,97,478.925657
-822,411,480.112172
60,121,480.433651
-183,58,480.580855
294,117,480.909293
135,259,481.625091
333,115,481.960479
-1215,65,482.136969
-243,20,482.183982
-1275,222,482.821679
-984,512,488.24448
-168,61,488.437297
-1260,313,489.3071
228,78,489.549111
12,105,489.864557
-237,95,490.292296
-1419,459,492.009626
-735,186,492.660994
1038,450,494.065338
675,470,499.620347
-1902,282,500.469074
1182,454,501.698653
24,15,501.740439
-729,248,502.49826
-1080,59,502.682568
-246,19,502.740402
-1893,468,504.266783
-867,101,504.612081
1062,424,509.971432
-72,84,510.201194
-300,1,510.205562
1005,419,511.445417
-471,80,511.685922
402,136,512.094416
-591,473,513.627806
-201,101,513.928718
1170,423,515.309279
-308,498,520.538952
447,250,521.297298
-117,491,522.827845
0,10,522.853792
288,427,524.060193
-57,89,524.319245
-351,496,529.923879
60,21,529.9745
-171,168,530.435792
-246,36,530.539622
1055,432,531.694257
-216,203,532.250877
-1893,429,533.548979
-114,325,534.497444
-1224,160,534.966209
645,440,540.433908
249,320,541.375541
-153,50,541.527355
-462,475,543.071197
-240,105,543.578064
183,102,543.848851
-162,319,544.706331
0,76,544.899631
-789,310,545.70555
339,267,550.13609
327,110,550.439347
-840,469,551.863849
-1353,244,552.691915
-87,83,552.943197
-308,430,554.267361
-714,256,555.144071
-810,400,560.445557
-423,497,561.814347
141,148,562.272602
-186,40,562.386893
-1050,486,563.783619
-30,365,564.840329
-234,93,565.104188
-636,438,570.071357
-518,446,571.359789
1236,454,572.604643
32,442,574.000466
72,25,574.111413
-261,34,574.218081
-24,186,574.870818
390,222,575.552623
-375,237,579.919891
-291,4,579.930209
-141,55,580.098147
-135,73,580.339806
-1239,448,581.756813
-591,64,581.955641
-217,282,582.817903
-723,225,583.514216
-1170,173,584.033179
-1838,481,585.486955
-2223,276,590.241219
-582,74,590.499677
1062,368,591.525097
-2806,500,593.048663
246,182,593.563708
-288,5,593.58158
-558,439,594.880426
-90,79,595.137132
-105,76,595.398264
75,259,599.806109
561,192,600.305237
423,364,601.364147
1074,469,602.639633
-121,152,603.042723
33,26,603.107652
543,196,603.74723
333,476,604.986077
1143,467,609.889311
492,232,610.598393
-1746,477,612.023036
-324,28,612.121007
-264,85,612.372677
-477,466,613.832141
915,443,619.469873
1368,469,620.766817
0,1,620.77077
-561,493,622.193485
498,201,622.859757
-27,109,623.151753
1173,444,624.439047
570,209,629.200881
837,459,630.566592
279,226,631.197165
27,325,632.088391
-1590,249,632.769749
-810,164,633.256952
-138,85,633.503841
0,1,633.506611
345,146,633.923594
12,6,633.950618
477,175,634.337601
-1290,253,639.006646
-120,63,639.176425
1008,337,640.057105
801,446,641.390739
909,472,642.64264
-72,482,643.904232
-21,449,648.662488
504,455,649.883653
-2643,464,650.906496
-305,91,651.207255
-744,502,652.715364
231,78,652.921234
-1368,174,653.435682
-45,104,657.635551
-453,275,658.317693
-300,32,658.396741
1287,442,659.506121
-2148,455,661.015607
-1410,449,662.39234
-336,71,662.617258
12,5,662.632308
-603,26,662.717327
-228,117,663.076196
-171,507,668.331636
-1443,463,669.727915
-1053,441,671.018665
-1683,451,672.399129
-2738,520,677.937173
-1119,467,679.156928
315,106,679.429631
-430,340,680.32195
257,169,680.802627
-450,497,682.107346
696,455,687.323911
-507,469,688.633736
18,13,688.671758
-1197,425,689.867856
-855,436,691.099873
903,459,692.412455
582,485,697.300048
-585,444,698.47239
18,495,699.870548
-72,128,700.247717
1119,446,701.479566
-681,29,701.555584
1170,406,706.714479
1101,492,708.255678
285,196,708.888531
333,352,709.912556
-390,382,710.880244
603,217,711.439735
-1506,507,716.602084
216,488,717.868205
660,553,719.520058
519,438,720.70624
-416,472,725.966924
1356,478,727.290934
-589,488,728.780233
-1293,75,728.982708
-486,489,730.518966
1026,382,735.531641
-1413,153,735.943932
-1578,468,737.18381
-543,297,738.051176
357,169,738.475954
279,433,739.64885
-195,67,739.791847
1164,425,744.432065
393,245,745.055887
-16,248,745.686796
1131,435,746.820948
-165,98,747.078063
-381,151,747.459823
84,45,747.579834
-1052,317,748.390168
-2373,430,753.626501
930,485,755.184209
-381,462,756.647801
-288,162,757.092094
-51,432,758.308426
561,507,763.909717
-765,138,764.297142
273,423,765.44858
270,235,766.144725
-1407,290,766.887956
-120,132,767.245692
117,58,767.394599
-1569,493,768.670749
264,477,773.522314
-42,132,773.974699
-1077,236,774.750043
-150,111,775.043395
-237,435,776.292427
276,106,776.568207
-921,52,776.793985
105,60,776.971154
221,432,778.167313
-192,479,783.681327
951,343,784.639719
-549,458,785.980818
-120,455,787.27474
1053,364,788.241284
-1113,59,788.404811
-1365,445,793.816646
-549,445,795.138807
-324,437,796.415238
-786,455,797.734488
1320,475,802.889711
216,82,803.103972
-300,21,803.156546
0,1,803.160897
-366,324,804.175888
-591,99,804.50082
-69,90,804.773544
-1743,495,806.17439
111,235,806.893699
-90,71,807.093454
288,483,808.546934
-300,61,812.544611
48,34,812.635988
-249,84,812.904112
-171,113,813.255718
0,1,813.258897
-537,237,813.940368
0,5,813.963149
222,82,814.17529
-1275,412,815.321186
747,453,816.576701
-228,60,816.73403
813,477,817.965624
-108,65,821.790147
-1050,59,821.954037
-1005,513,823.170737
-897,242,823.885358
588,446,825.309678
-589,452,826.705774
-1188,338,831.385041
45,459,832.726528
-948,490,834.295348
-648,306,835.180258
9,78,835.451212
432,489,836.963738
-1182,419,841.593359
-300,1,841.598447
819,463,842.994124
-180,82,843.207029
-522,426,844.612786
-453,410,845.875328
54,222,846.541858
573,479,851.658053
873,306,852.605693
-1290,420,853.789942
1218,417,854.980888
960,402,856.008837
-1551,341,860.586337
-33,445,861.738674
297,201,862.295687
18,7,862.3183
-975,101,862.589677
-179,488,863.926961
-297,430,864.979938
-480,21,865.021864
54,260,865.811069
501,456,871.149467
-1628,455,872.47933
912,461,873.910306
201,68,874.114902
921,326,874.882498
-429,435,879.684062
921,450,880.966407
-840,451,882.283701
-789,430,883.56021
-1275,221,884.262057
102,154,884.72943
-12,161,885.193716
-1350,209,889.820028
960,453,891.021981
510,308,891.812332
606,481,893.053113
-78,75,893.251506
384,486,894.47411
-291,4,894.484611
396,217,898.528831
-51,91,898.765731
292,463,900.046465
894,460,901.303101
135,291,902.103938
564,218,902.708203
9,426,907.454865
-1706,435,908.565557
-177,42,908.656689
1098,486,910.207959
-300,1,910.214828
360,446,911.566989
-2523,496,913.002092
-705,442,917.923075
-408,435,919.059039
-909,342,919.805122
-1752,475,921.373282
0,1,921.375842
-294,3,921.386111
-1122,303,922.176343
-36,105,922.481972
-1662,258,927.079221
-165,156,927.531365
981,459,928.933974
-642,188,929.690695
291,422,931.207224
-2124,476,932.639278
-599,113,932.977204
-1057,452,937.644932
597,353,938.572977
-174,450,939.767748
558,443,940.96894
18,7,940.983345
-3,111,941.313869
-258,46,941.500245
-1071,488,947.126342
-300,29,947.199325
-2604,493,948.49322
387,234,949.052519
-1534,593,950.67989
-231,135,951.045345
-297,7,951.062355
-495,491,955.813396
-327,62,955.993072
-252,71,956.196609
-2001,472,957.454625
48,31,957.552196
-222,59,957.722511
-1596,444,958.870643
114,370,959.863389
-123,463,965.149452
-3188,495,966.471837
-1551,211,967.116317
597,467,968.519432
-633,183,969.102707
66,23,969.167084
-171,88,969.446203
-1432,78,969.715384
-186,182,970.253956
-1386,465,975.288016
222,487,976.518502
-216,33,976.59003
-351,433,977.898961
-132,64,978.102525
75,105,978.454247
366,173,978.943362
129,85,979.190291
-1521,452,983.679656
-1449,97,983.912758
-240,186,984.478568
-183,257,985.272417
-258,73,985.466352
-225,46,985.584377
285,96,985.848134
-618,460,987.09046
-468,40,987.220842
330,440,988.585861
-225,91,988.8681
-123,492,993.961232
-1083,235,994.597244
0,1,994.601338
-99,72,994.79559
-135,59,994.97165
249,479,996.282897
129,229,996.896382
-355,414,998.01877
-168,55,998.166602
654,345,1002.950828
-594,370,1003.910774
-408,204,1004.451749
-243,457,1005.620596
0,1,1005.623514
75,50,1005.756852
-1983,423,1006.985456
-489,501,1011.807309
36,70,1012.008946
-414,422,1013.250491
186,63,1013.421113
-1218,346,1014.362896
-1065,503,1015.919514
12,12,1015.952041
1044,404,1017.214797
108,154,1021.603857
-588,228,1022.298032
159,148,1022.78965
-2463,429,1024.190993
-864,420,1025.581906
434,446,1026.755726
-369,436,1031.337835
21,296,1032.203602
414,140,1032.608077
-144,414,1033.780433
-357,132,1034.12794
339,509,1035.645339
-396,424,1036.95513
-180,43,1040.507437
-817,453,1041.739204
0,1,1041.742001
1167,471,1042.957139
464,310,1043.749407
915,435,1045.012898
-2013,469,1049.728098
-123,60,1049.873499
-273,491,1051.215836
-171,44,1051.335181
378,493,1052.717555
-822,505,1054.040317
-326,39,1054.126554
-2922,342,1058.321327
-1882,476,1059.682936
372,197,1060.288493
-258,15,1060.326928
-1084,460,1061.787933
879,330,1063.072536
-480,74,1063.327137
-192,425,1064.776637
-138,103,1068.894996
57,120,1069.221887
-300,25,1069.303373
261,443,1070.578732
-1599,139,1071.011903
-1170,112,1071.380007
1017,465,1072.750118
-1389,439,1073.966078
-681,425,1078.754079
402,456,1079.966707
114,445,1081.111769
-853,83,1081.318941
126,442,1082.529595
-576,436,1083.782453
-18,498,1088.711755
174,69,1088.919725
165,56,1089.073837
-255,72,1089.249452
-1794,282,1090.263891
-408,159,1090.930843
-69,212,1091.810362
1068,445,1093.159562
-216,30,1093.242588
-213,57,1093.381756
-1404,409,1098.452806
198,67,1098.59582
-96,109,1098.827009
378,412,1099.876114
207,140,1100.22424
-1003,224,1100.83296
528,236,1101.516768
0,1,1101.51953
-2139,321,1102.45467
222,75,1102.651974
-291,134,1103.021518
-3318,500,1107.842444
66,57,1107.978996
81,128,1108.335438
312,419,1109.50704
27,178,1109.955522
-1779,477,1111.289879
1032,399,1116.369552
24,388,1117.371253
-628,459,1118.572274
-240,23,1118.632201
-837,433,1119.783394
-525,434,1121.000624
486,250,1121.672732
-117,62,1125.501446
-981,144,1125.878446
-345,272,1126.61126
-744,413,1127.722145
495,220,1128.317497
-691,438,1129.553865
-789,47,1129.69371
-1128,70,1129.874291
399,157,1130.330615
495,195,1130.885149
-300,2,1130.892133
573,255,1135.676574
-237,22,1135.759947
-51,84,1136.016013
-351,459,1137.242745
0,1,1137.247211
-966,446,1138.481391
-768,80,1138.703082
-1857,283,1139.555212
-921,79,1139.76247
-1200,408,1140.921295
-1278,418,1145.9989
-63,519,1147.330179
816,276,1148.014184
-684,75,1148.208916
1155,420,1149.297358
1050,460,1153.891383
1071,416,1154.978014
-903,101,1155.255656
480,210,1155.797392
-894,456,1157.059713
-141,419,1158.371618
1044,416,1162.89739
534,402,1164.182019
-1317,452,1165.630583
-2409,494,1167.104758
213,172,1167.65182
-630,417,1168.936565
-651,454,1174.418706
1086,469,1175.797311
993,398,1176.903199
33,128,1177.243599
1146,441,1178.585915
330,112,1178.921672
-471,461,1184.275459
852,570,1185.955823
411,427,1187.134742
30,11,1187.16373
-126,75,1187.382668
-912,250,1188.031354
-458,454,1192.83007
-762,450,1194.059457
-831,564,1195.633648
-1524,462,1196.994698
-396,399,1198.284706
30,35,1198.39649
774,435,1203.559148
-198,35,1203.650901
-636,497,1205.051107
-258,15,1205.095567
-867,455,1206.610409
813,504,1208.165447
0,1,1208.168138
582,435,1213.167455
-231,24,1213.22516
-1191,190,1213.801141
-558,452,1216.429005
594,449,1218.165431
-2031,445,1219.488494
1158,435,1224.959924
144,49,1225.118973
-165,159,1225.591697
0,1,1225.595294
1092,427,1226.965889
-252,17,1227.009372
-1029,465,1228.534922
1182,503,1230.228929
1017,464,1236.946484
-594,406,1237.986046
183,280,1238.737006
186,461,1240.004054
-468,433,1241.403
489,304,1245.459002
-1884,397,1246.443028
-258,501,1247.746227
96,36,1247.835801
1131,430,1248.956901
-54,115,1249.323178
168,57,1249.494044
873,426,1254.80895
-24,98,1255.103375
912,364,1256.295711
-207,32,1256.391061
855,435,1257.769373
-60,81,1258.013289
774,387,1259.186072
48,79,1259.376684
-1599,424,1260.534537
1029,451,1265.420414
594,330,1266.349039
114,446,1267.544335
-1227,519,1269.024544
1143,396,1270.139914
471,268,1274.537331
-684,441,1275.981728
-2157,479,1277.404578
903,316,1278.140883
549,435,1279.241905
72,32,1279.325284
-300,19,1279.367189
-447,452,1283.917202
-96,138,1284.284113
-156,202,1284.844012
141,154,1285.26274
-1002,422,1286.598971
-1458,244,1287.423978
0,11,1287.456882
879,435,1288.726403
-294,3,1288.736152
477,348,1294.571848
834,475,1295.938517
-969,414,1297.124544
-381,30,1297.228316
-246,19,1297.280736
-807,459,1298.629286
-798,456,1303.865011
-397,161,1304.358696
-1140,150,1304.785103
1392,485,1306.163702
-1173,409,1307.381811
303,110,1307.727159
333,126,1308.07588
1149,414,1309.304004
254,462,1314.807495
1185,455,1316.250119
-1401,282,1317.022371
-723,451,1318.463233
-1224,493,1323.208267
708,443,1324.644561
231,78,1324.89726
-1911,437,1326.075063
1176,417,1327.381648
-204,95,1327.658954
-129,87,1327.926517
42,21,1328.003737
-867,441,1329.398384
-972,467,1334.63283
-231,398,1335.693904
-264,36,1335.789646
-297,22,1335.845782
-153,50,1335.977925
192,75,1336.174393
-747,436,1337.342948
384,139,1337.703472
-73,438,1338.880618
-1218,470,1344.363871
855,449,1345.581988
-225,62,1345.749453
-1314,277,1346.540188
336,132,1346.888572
78,490,1348.167559
267,131,1348.538872
-2043,511,1353.990983
1083,424,1355.292623
-2870,457,1356.591971
-300,1,1356.594713
-2493,198,1357.126091
69,497,1358.57821
234,430,1363.733888
-108,95,1363.97244
-150,64,1364.130546
-1182,427,1365.436118
780,295,1366.216858
198,215,1366.775785
705,436,1367.784354
-246,19,1367.822501
-1220,438,1372.937723
1233,429,1374.31175
-264,462,1375.752094
1245,423,1377.04883
-2583,442,1382.155383
-495,42,1382.261569
-300,484,1383.65646
285,417,1384.721974
-21,94,1384.987203
-1128,92,1385.304775
-579,377,1386.286512
1131,404,1387.313479
615,232,1391.727924
-462,517,1393.09988
-1463,459,1394.36191
1212,463,1395.661759
153,439,1396.970519
87,136,1400.978714
-1371,493,1402.287872
-651,431,1403.481017
-816,486,1404.756456
-324,28,1404.828542
-225,43,1404.940313
212,443,1409.738119
-723,34,1409.84297
1239,432,1411.043235
-66,79,1411.504763
69,129,1411.908929
1149,469,1413.445827
-990,198,1413.955155
351,452,1415.134474
-252,26,1415.210232
51,18,1415.266103
1083,407,1419.877307
-57,334,1420.748367
-282,76,1420.948199
33,437,1422.292317
-207,469,1423.539692
210,376,1424.654191
-563,451,1430.111717
369,137,1430.462108
906,377,1431.426828
0,1,1431.429771
465,456,1432.616553
-945,127,1432.933051
-459,533,1434.34119
-198,70,1434.627309
-1950,506,1439.597641
-387,439,1440.766627
-828,369,1441.839455
1053,465,1443.124013
648,221,1443.879396
-210,219,1448.136036
-171,47,1448.255023
-1878,120,1448.570062
-51,87,1448.781593
1071,421,1449.930074
1164,430,1451.074302
-4060,516,1452.463922
1221,431,1457.305963
-1109,398,1458.277826
219,440,1459.589839
-1725,292,1460.449882
135,50,1460.623697
-1937,448,1461.920906
-782,67,1462.10267
447,240,1466.344052
990,444,1467.618314
309,194,1468.207457
1326,443,1469.508375
-300,448,1470.851352
612,513,1475.896865
-90,208,1476.471029
726,440,1477.737109
-300,1,1477.739656
-300,22,1477.823337
1038,347,1478.873272
474,425,1480.073641
618,315,1480.910797
-933,476,1485.488448
768,421,1486.621143
435,394,1487.651716
396,149,1488.026979
-1098,257,1488.718843
-261,476,1490.008932
-1668,466,1494.910442
1320,443,1496.195368
1185,416,1497.426935
-399,461,1498.694298
-324,458,1503.645193
780,417,1504.83709
666,404,1506.053132
-288,5,1506.064487
-354,70,1506.267809
-1788,453,1507.635015
-681,329,1508.623237
216,73,1508.838294
-759,406,1513.754215
-168,45,1513.877239
-891,464,1515.201132
-648,435,1516.498065
0,1,1516.500856
-54,83,1516.740004
171,484,1518.12894
198,78,1518.346005
1053,392,1523.215501
540,309,1524.114336
837,426,1525.394541
-57,121,1525.790131
6,111,1526.13802
906,421,1527.374024
-525,468,1528.795187
495,450,1534.32605
1110,436,1535.391564
-129,454,1536.816513
-2079,469,1538.259809
813,434,1542.931546
-180,41,1543.021734
-558,457,1544.42544
1416,481,1545.833912
180,472,1547.013665
12,492,1548.298477
245,489,1554.243421
-345,465,1556.075882
-297,64,1556.211572
-2010,452,1557.206996
-273,10,1557.233356
-522,62,1557.440772
-2403,430,1558.550521
351,358,1562.146647
505,443,1563.398367
-825,498,1564.834777
462,256,1565.440718
-153,50,1565.592943
0,1,1565.596431
-576,375,1566.427274
96,133,1566.708005
-642,110,1570.237213
-162,55,1570.377245
-177,42,1570.485294
-267,16,1570.518524
-129,438,1571.526504
-702,409,1572.498646
345,120,1572.73804
3,179,1573.143461
1020,456,1574.084957
13,207,1574.51318
336,113,1576.990123
-372,326,1577.647773
657,244,1578.146455
-246,19,1578.183104
-957,433,1579.064866
-252,451,1579.978653
6,169,1580.320979
0,1,1580.323607
-255,34,1580.390296
-1347,396,1583.444629
-75,119,1583.686837
999,362,1584.416632
-417,433,1585.295923
333,483,1586.268346
-390,451,1587.181418
414,465,1590.394807
600,432,1591.277832
0,1,1591.280374
-513,446,1592.179365
-861,435,1593.057904
-735,492,1596.350273
1113,413,1597.183232
-132,57,1597.297203
-408,452,1598.213598
-1119,103,1598.421539
-204,39,1598.501966
186,189,1598.881133
-219,28,1598.935224
447,150,1599.237592
15,13,1599.263599
540,189,1599.6539
-1017,419,1602.755963
-516,179,1603.114036
-1185,484,1604.088934
333,436,1604.978299
-1593,507,1606.008792
-1464,234,1606.484046
141,50,1606.585701
114,142,1609.098715
-195,37,1609.174231
189,167,1609.517358
792,434,1610.403859
63,62,1610.528926
-48,85,1610.704901
471,272,1611.260312
144,49,1611.359779
-327,464,1612.30922
0,1,1612.311865
600,221,1612.75891
102,465,1616.046712
-1955,483,1617.027357
12,62,1617.150922
714,453,1618.069274
-1080,77,1618.228193
-405,452,1619.142903
243,426,1622.232287
1215,407,1623.055561
0,3,1623.062061
-258,44,1623.152677
-90,116,1623.396839
-546,410,1624.249166
-1335,434,1625.133188
-1146,198,1625.539098
-675,438,1628.677932
615,435,1629.56326
834,311,1630.184056
-150,51,1630.288672
-540,472,1631.25672
624,341,1631.942587
-90,79,1632.105537
-1653,111,1632.331359
0,1,1632.334114
-207,488,1635.567887
1038,428,1636.46027
663,418,1637.308185
-93,70,1637.451373
1116,434,1638.323728
975,415,1641.443685
-825,455,1642.355865
-564,466,1643.297369
429,473,1644.2514
-15,96,1644.444715
-651,440,1647.65659
-3374,481,1648.637178
-1020,188,1649.012764
-153,50,1649.112974
153,52,1649.216865
-1113,438,1650.107555
708,258,1650.643675
339,472,1651.598567
-465,399,1654.652903
-291,4,1654.661103
303,108,1654.876574
-219,28,1654.931281
-837,485,1655.924549
465,279,1656.490851
-1845,490,1657.476128
