#{"t_start": 1683583631.415723, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-39170,145,102.789365
-27465,62,103.274553
-18910,56,103.700003
-10695,83,104.361809
-48940,372,107.319429
-15120,107,108.159092
-38790,120,109.106902
-1000,2,109.120373
-410,19,109.266426
-490,3,109.289498
-8455,26,109.490307
-18230,91,110.218063
-22250,95,110.965878
-15465,38,111.263829
-840,34,111.527345
-156435,427,114.947466
-5105,90,115.663503
-24400,69,116.223709
-51825,139,117.296138
-32590,249,119.258429
-67410,553,123.63857
-375,26,123.847231
-7395,36,124.147239
-18985,41,124.4733
-136405,696,130.019254
-500,1,130.027771
-23885,71,130.58729
-25,96,131.366634
-3465,14,131.478794
-32170,131,132.539427
-12215,82,133.187043
-18935,51,133.580659
-78265,305,136.341666
-15635,105,137.163708
-9850,50,137.556312
-22510,144,138.705597
-34610,249,140.668273
-19210,97,141.451701
-15805,71,142.030746
-16930,48,142.399776
-11105,102,143.20148
-490,3,143.227596
-6420,29,143.461624
-18385,60,143.92667
-9240,71,144.534578
-8765,65,145.059193
-395,22,145.248777
-33185,130,146.316254
-12915,43,146.666362
-31420,79,147.298311
-12985,29,147.522209
-20030,135,148.59481
-15935,45,148.950112
-985,5,148.993849
-9905,39,149.297751
-17380,59,149.755137
-15180,95,150.508363
-32950,76,151.121203
-500,1,151.129183
-8000,16,151.254912
-7980,20,151.407068
-19335,72,151.975171
-6425,28,152.199882
-5395,32,152.467582
-12930,40,152.781528
-18900,58,153.243908
-5410,29,153.4774
-26915,71,154.108726
-395,22,154.28411
-70400,333,156.991441
-8375,143,158.130135
-5950,22,158.296158
-5975,17,158.426389
-385,24,158.618331
-8450,27,158.829695
-9930,34,159.100927
-10480,25,159.294329
-2490,7,159.352587
-5865,39,159.658817
-500,1,159.666292
-8445,28,159.887297
-8905,37,160.178862
-7990,18,160.332192
-1985,7,160.381739
-6280,57,160.855778
-8440,29,161.080039
-15465,38,161.376461
-13800,68,161.915976
-27295,96,162.660315
-11715,81,163.298799
-1500,3,163.331833
-12935,140,164.451451
-6980,18,164.589203
-3780,52,165.018853
-20795,184,166.489588
-29995,61,166.973788
-2875,31,167.219404
-450,11,167.312999
-2495,6,167.365744
-7480,19,167.51328
-4000,8,167.576334
-3000,6,167.6235
-7490,17,167.752838
-7395,36,168.039777
-11930,38,168.341071
-16450,43,168.683535
-9395,40,168.993451
-12810,64,169.502603
-47165,263,171.591909
-9275,64,172.100149
-1415,20,172.27479
-10975,128,173.285054
-5980,16,173.41428
-9500,19,173.557078
-23175,112,174.474601
-7975,21,174.635696
-485,4,174.668505
-6100,93,175.397573
-27225,211,177.29718
-15445,42,177.632513
-1500,3,177.657231
-450,11,177.750798
-990,4,177.781786
-10415,38,178.080602
-11305,62,178.578723
-7985,19,178.73324
-22665,224,180.522361
-12420,41,180.871795
-19415,56,181.319431
-15900,52,181.735275
-21345,175,183.138047
-14895,51,183.542498
-13130,202,185.180312
-17995,37,185.485313
-170,67,186.031151
-2925,21,186.192295
-995,3,186.218935
-10360,49,186.602555
-12500,25,186.808775
-500,1,186.816318
-10430,35,187.099097
-1910,22,187.274618
-5320,47,187.804109
-805,41,188.1362
-38825,113,189.037579
-21130,218,190.773196
-25660,120,191.711885
-4000,8,191.769793
-11000,22,191.947841
-40970,88,192.64217
-21210,202,194.250319
-83365,598,198.988142
-30750,213,200.747538
-9880,44,201.094854
-17925,51,201.505879
-460,9,201.56661
-6415,30,201.816821
-6000,12,201.912063
-6435,26,202.111998
-9300,59,202.588762
-20360,69,203.136896
-32090,332,205.833383
-16820,70,206.464118
-8500,17,206.602297
-55,90,207.340309
-10390,43,207.692485
-8710,76,208.316353
-21825,79,208.953794
-270,47,209.318481
-8770,64,209.822886
-67215,596,214.6832
-6975,19,214.841363
-9910,38,215.1391
-20290,83,215.804578
-10345,52,216.218243
-9650,90,216.93893
-4900,30,217.187976
-7445,26,217.388293
-33215,124,218.378768
-5925,27,218.583098
-10955,31,218.86556
-13585,111,219.778412
-8340,150,220.973345
-10125,96,221.740215
-6870,40,222.072497
-4985,13,222.18141
-4040,34,222.452206
-435,14,222.56368
-795,43,222.908823
-4435,22,223.081086
-13440,39,223.397254
-5225,66,223.929168
-480,5,223.970926
-8500,17,224.10904
-5765,59,224.581852
-12895,47,224.962223
-25100,161,226.24276
-5000,10,226.323263
-8395,44,226.67586
-420,17,226.809377
-8685,81,227.460573
-12470,31,227.700263
-1810,42,228.047758
-59760,836,234.696058
-20005,258,236.807947
-48245,350,239.598533
-34445,80,240.230038
-1075,88,240.968444
-22410,164,242.304548
-5500,11,242.394091
-10860,50,242.788038
-18145,108,243.660024
-440,13,243.762402
-9945,31,244.007059
-10815,59,244.466242
-6000,12,244.564017
-7135,88,245.277178
-17695,97,246.233469
-10480,25,246.431293
-4665,77,247.056237
-7940,28,247.281898
-1475,8,247.34467
-12805,166,248.747753
-8850,48,249.164727
-8770,64,249.673443
-7000,14,249.783965
-31360,192,251.336255
-11875,49,251.819757
-10355,50,252.223001
-7940,28,252.448904
-2375,131,253.504934
-330,35,253.778298
-6635,87,254.480139
-6170,79,255.15377
-12170,91,255.886838
-13465,135,256.983957
-8110,95,257.747305
-4730,64,258.25511
-4500,9,258.320264
-10195,82,258.977356
-940,14,259.086989
-1410,21,259.256495
-5395,133,260.608642
-20265,189,262.205198
-20685,105,263.098767
-44635,163,264.406072
-980,6,264.449053
-17340,168,265.797762
-9760,68,266.350817
-7500,15,266.470727
-18680,102,267.288664
210,143,268.43685
-1920,20,268.598601
-32195,530,272.817733
-13335,60,273.296448
-420,17,273.441586
-410,19,273.603437
-8880,42,273.948833
-26485,157,275.180575
-19335,173,276.572079
-20285,84,277.250269
-5685,75,277.848835
-16950,145,279.011329
-10230,75,279.614753
-985,5,279.655043
-12000,24,279.846555
-20,97,280.617712
-485,4,280.650699
-21450,53,281.078597
-2615,70,281.632953
-115055,522,285.826242
-10995,23,286.011021
-25140,123,286.995173
-6000,12,287.096641
-470,7,287.15629
-23590,231,289.000871
-6375,38,289.306925
-12790,68,289.853832
-18000,36,290.149341
-24890,173,291.511018
-495,2,291.528064
-6935,27,291.743608
-18440,49,292.136497
-9395,40,292.455365
-7400,35,292.724948
-450,11,292.81454
-15835,65,293.333589
-7190,77,293.945799
-5020,107,294.803599
-7535,412,298.17599
-12390,148,299.383771
-15805,71,299.952727
-12355,54,300.554981
-475,6,300.660947
-6185,76,301.514892
-13395,48,302.009067
-5415,28,302.256596
-5455,20,302.443244
-1935,17,302.606577
-8360,45,303.246444
-12090,283,305.794592
-9480,138,307.917118
-9230,73,308.602883
-280,45,308.979409
-5870,38,309.314968
-7215,72,309.865639
-18565,125,310.849465
-1095,84,311.765735
-12585,109,312.619426
-4940,22,312.806365
-12365,52,313.20809
-16450,43,313.535664
-54570,297,315.83691
-1650,74,316.412369
-39600,362,319.168772
-15310,170,320.477377
-7950,26,320.680883
-6000,12,320.777621
-2605,85,321.416534
-6260,162,322.635114
-3785,51,323.021242
-13500,27,323.221056
-16500,33,323.47353
-13900,48,323.843749
-16690,96,324.590508
-18585,222,326.319694
-6755,63,326.788072
-13845,59,327.233259
-6500,13,327.335953
-6670,80,327.943328
-8385,40,328.245269
-12600,106,329.066237
-9415,36,329.338959
-18945,49,329.704884
-16600,114,330.571454
-5450,21,330.736933
-5935,25,330.927103
-5495,12,331.015289
-1460,11,331.101021
-9985,23,331.270656
-2000,4,331.306604
-9895,142,332.408637
-8000,16,332.527781
-1455,12,332.62115
-5565,99,333.405433
-19120,216,335.032108
-8350,47,335.386107
-79835,294,337.628237
-21120,119,338.532439
-7955,25,338.725509
-11340,55,339.17043
-10350,51,339.622322
-12335,58,340.653447
-22195,308,343.175448
-47170,195,344.731786
-21715,101,345.518688
-6000,12,345.614338
-9065,106,346.435379
-9420,35,346.706398
-10275,30,346.937405
-10000,20,347.102446
-9480,23,347.275121
-6930,28,347.482179
-5940,24,347.703192
-5995,13,347.804729
-500,1,347.811594
-9475,24,348.003537
-5900,32,348.251464
-7965,23,348.427144
-1935,17,348.566208
-22195,253,350.574467
-3500,7,350.623202
-14340,61,351.111022
-1000,2,351.129011
-24360,77,351.732534
-1885,27,351.942415
-4000,8,352.00741
-7955,25,352.209826
-395,22,352.374933
-410,19,352.524169
-1500,3,352.549691
-4870,36,352.84127
-4425,24,353.030849
-5575,97,353.763454
-7975,122,354.814947
-12985,29,355.035828
-26065,220,356.72884
-1000,2,356.746394
-43460,196,358.24489
-6000,259,360.23713
-500,1,360.244631
-3355,36,360.530414
-10250,172,361.884537
-20305,56,362.324494
-6370,39,362.632178
-12780,45,362.97181
-27160,224,364.722727
-22825,283,366.92329
-6000,12,367.012946
-10260,69,367.540318
-7350,45,367.886498
-7335,48,368.248863
-14975,35,368.523344
-1960,12,368.610819
-8850,48,368.981192
-1440,15,369.10088
-4920,26,369.301097
-5440,23,369.479182
-4000,8,369.534724
-6915,31,369.766835
-1345,34,370.034146
-4000,8,370.094374
-8225,72,370.642246
-1500,3,370.672346
-17875,61,371.146506
-405,20,371.306343
-5090,93,372.025117
-10910,40,372.327991
-8500,17,372.45247
-49075,184,373.813903
-3420,23,373.99324
-370,27,374.210093
-7905,35,374.487796
-12370,51,374.876569
-6565,101,375.700326
-865,29,375.929986
-33370,194,377.395436
-16905,154,378.546573
-12435,139,379.598512
-48515,397,382.618712
-390,23,382.798582
-18030,241,384.643731
-27295,244,386.609172
-13465,34,386.867758
-7500,15,386.978584
-4910,28,387.19628
-5985,15,387.308357
-6000,12,387.396779
-5940,24,387.58391
-12320,162,388.812534
-6435,26,389.012393
-6970,20,389.160462
-12500,25,389.350716
-14535,337,391.901203
-12240,38,392.187359
-5905,31,392.41916
-6810,52,392.91455
-4965,17,393.063994
-895,23,393.31627
-11405,42,393.779631
-10905,41,394.217683
-4990,12,394.335312
-985,5,394.402455
-3500,7,394.485778
-8420,33,394.842512
-13925,447,398.869288
-20620,118,399.992019
-7500,15,400.133516
-980,6,400.194902
-6880,38,400.531764
-8480,21,400.703148
-13620,104,401.648831
-4960,18,401.832461
-500,1,401.842281
-6865,41,402.236384
-21790,86,403.033374
-7440,27,403.283369
-16895,55,403.739605
-7915,134,404.873406
-10880,46,405.289703
-380,25,405.503573
-3380,31,405.755794
-14540,223,407.5966
-4500,9,407.684928
-13430,41,408.040598
-6465,20,408.210806
-930,16,408.352271
-5925,27,408.566756
-4960,18,408.712271
-5485,14,408.813549
-1460,11,408.903906
-14160,97,409.703666
-14840,62,410.212641
-500,1,410.224051
-33475,173,411.678833
-395,22,411.843055
-1495,4,411.875634
-9905,39,412.167505
-5835,45,412.511873
-895,23,412.688696
-1485,208,414.341445
-6335,46,414.701011
-10445,32,414.945473
-16755,184,416.531747
-17965,144,417.620285
-22250,95,418.351607
-465,8,418.415195
-930,16,418.536234
-12490,27,418.742054
-3845,39,419.03184
-5000,10,419.109936
-46405,472,423.044116
-31505,163,424.269493
-1410,21,424.437307
-6950,24,424.628572
-165,68,425.159615
-870,28,425.373749
-12410,43,425.717378
-9760,270,427.804527
-11870,50,428.180496
-930,16,428.307208
-435,14,428.411247
-450,11,428.493322
-6565,101,429.264345
-5905,31,429.502385
-485,4,429.532553
-24690,112,430.499456
-10470,128,431.543965
-6985,17,431.668648
-385,24,431.850704
-18335,309,434.363521
-7050,105,435.167693
-7000,14,435.327075
-8000,16,435.467194
-6430,27,435.712833
-3405,26,435.920183
-445,12,436.021021
-12200,85,436.678956
-4435,22,436.850431
-11775,69,437.382899
-6440,126,438.356647
-5400,31,438.590544
-21955,154,439.752584
-8310,55,440.169665
-9450,29,440.387997
-35365,300,442.848705
-4990,12,442.940249
-5390,33,443.218687
-8460,25,443.472052
-5500,11,443.574207
-4845,41,443.950298
-9425,34,444.257387
-5910,30,444.532841
-4640,82,445.290809
-14625,101,446.244388
-10860,50,446.704266
-6000,12,446.813544
-7950,26,447.060904
-10000,20,447.24121
-5500,11,447.348926
-6725,69,447.9089
-5000,10,447.993887
-1235,56,448.493373
-40595,163,449.953143
-19710,98,450.759401
-18585,200,452.353211
-8460,227,454.406561
-6960,22,454.61157
-9970,26,454.838005
-8035,110,455.816111
-8500,17,455.973788
-9740,72,456.645015
-10400,41,456.967984
-6975,19,457.110753
-3495,8,457.170352
-6490,15,457.286266
-13945,39,457.735662
-1450,13,457.844834
-365,28,458.098772
-5000,10,458.191985
-6595,14,458.310272
-15935,146,459.504899
-10495,22,459.716901
-7405,34,460.025323
-8000,16,460.184521
-11265,70,460.732022
-1430,17,460.86102
-6490,15,460.976124
-5500,11,461.057582
-6480,17,461.191016
-4495,111,462.054584
-465,8,462.115225
-4200,69,462.64196
-12405,44,462.972538
-10165,88,463.648406
-5440,23,463.817676
-8960,127,464.802405
-21425,58,465.250445
-5000,10,465.332295
-7315,52,465.758249
-905,21,465.91113
-4500,9,465.982691
-7310,53,466.386704
-360,29,466.634317
-8500,17,466.791638
-4785,53,467.227553
-465,8,467.29137
-845,33,467.535756
-5280,55,467.952841
-16530,128,468.949996
-5960,20,469.11136
-21100,123,470.037376
-17335,68,470.550411
-22920,62,471.027077
-2435,18,471.161962
-14885,53,471.561932
-6395,34,471.815004
-18585,121,472.744257
-11845,65,473.234525
-11405,143,474.484199
-500,1,474.495991
-9185,82,475.331618
-4970,16,475.567262
-12835,59,476.248472
-6500,13,476.345464
-1000,2,476.363225
-1910,123,477.298802
-1290,45,477.65733
-65,94,478.382404
-1105,82,479.006543
-10905,51,479.396789
-31325,98,480.132308
-8800,58,480.570005
-17060,224,482.48356
-8080,101,483.248753
-27610,134,484.275317
-440,13,484.373604
-4390,31,484.623984
-46845,331,487.199877
-15500,31,487.435719
-8410,35,487.701606
-940,14,487.813809
-8280,44,488.152377
-8480,21,488.306944
-9905,39,488.604092
-8645,89,489.277788
-2915,23,489.456772
-835,35,489.728068
-14500,29,489.948154
-1455,12,490.037858
-4420,25,490.23167
-9990,22,490.395501
-7995,17,490.52369
-7305,30,490.763579
-5460,19,490.904813
-7290,57,491.331712
-12000,125,492.275336
-945,13,492.377116
-455,10,492.452901
-8425,32,492.685842
-7390,37,492.966643
-5130,85,493.73063
-5940,24,493.946061
-5925,27,494.216461
-955,11,494.321721
-425,16,494.47643
-490,3,494.510238
-10495,22,494.697102
-6455,22,494.883757
-5885,35,495.207585
-7450,25,495.414951
-5500,11,495.501895
-495,2,495.515376
-5480,15,495.631696
-6475,18,495.800921
-4500,9,495.883611
-495,2,495.899015
-6980,119,497.101662
-33855,375,500.495242
-43990,191,502.136166
-5920,28,502.397449
-465,8,502.467296
-5410,29,502.715223
-355,30,502.943899
-10500,21,503.10434
-4000,8,503.174936
-4500,9,503.257599
-9855,59,503.794642
-4740,62,504.402437
-8410,35,504.692335
-4935,23,504.902215
-5000,10,504.99433
-6930,28,505.266903
-6355,42,505.649184
-14885,53,506.140537
-690,3,506.174888
-4920,26,506.423343
-465,8,506.494882
-6380,37,506.843318
-4970,16,506.988615
-9425,34,507.289844
-470,7,507.341908
-6000,12,507.432587
-5300,51,507.822082
-33165,134,509.038977
-965,9,509.121456
-8475,22,509.328647
-6330,47,509.771938
-6930,28,510.00379
-14300,69,510.626705
-455,10,510.720912
-4900,30,511.009048
-5805,51,511.48422
-8055,207,513.366358
-480,5,513.408633
-5470,17,513.540843
-4835,43,513.871174
-4000,8,513.938948
-5925,27,514.156769
-5430,25,514.358157
-5990,14,514.47681
-985,8,514.541393
-7915,33,514.840927
-295,42,515.177761
-8485,20,515.370345
-3000,6,515.425633
-480,5,515.480577
-1920,20,515.659979
-5430,25,515.869207
-1940,16,515.993039
-11310,61,516.454381
-1545,12,516.545935
-4500,9,516.608154
-4370,35,516.877419
-5500,11,516.957868
-12470,31,517.188571
-2930,20,517.349143
-13455,36,517.614517
-4410,27,517.833054
-4955,19,517.985252
-500,1,517.993288
-1500,3,518.016958
-12500,25,518.209564
-5410,29,518.426607
-425,16,518.548663
-9345,50,518.937541
-1275,48,519.332663
-3000,6,519.382052
-1415,20,519.532975
-6965,21,519.696687
-13800,60,520.17913
-4475,14,520.313035
-3840,40,520.668401
-11975,29,520.907343
-465,8,520.977062
-12000,24,521.201557
-1920,20,521.381217
-470,7,521.447767
-13440,39,521.813198
-4500,9,521.897206
-445,12,522.00685
-5900,32,522.301423
-8000,16,522.442432
-9000,18,522.614866
-43420,204,524.299797
-90825,520,528.282403
65,114,529.220798
-6000,12,529.52477
-15670,98,530.398349
-42715,345,533.075932
-5995,13,533.175173
-1000,2,533.188262
-8650,88,533.853547
-1995,5,533.8915
-1485,6,533.939847
-8300,57,534.588289
-2435,18,534.752758
-6425,28,535.022009
-7165,82,535.799269
-6615,91,536.57162
-3500,7,536.634679
-1960,12,536.72829
-405,20,536.878762
-6925,29,537.09854
-13455,238,539.064533
-7145,86,539.872305
-5480,15,539.996059
-5475,16,540.116653
-9730,74,540.831914
-475,6,540.885674
-4975,15,541.023048
-79240,312,543.92391
-480,5,543.962442
-470,9,544.031749
-495,2,544.046206
-5430,25,544.244259
-5860,40,544.551105
-4500,9,544.616478
-6000,12,544.714976
-6485,16,544.836369
-2445,16,544.959433
-5500,11,545.04173
-6455,22,545.216727
-5995,13,545.315902
-6000,12,545.410202
-10835,55,545.863868
-960,10,545.963865
-1880,28,546.281311
-1355,32,546.602825
-7915,33,547.039588
-6465,20,547.20733
-7880,40,547.552409
-6160,81,548.519181
-410,19,548.765909
-25455,220,550.660047
-14500,29,550.904913
-19870,66,551.430685
-14040,121,552.42944
-11445,135,553.567494
-8190,79,554.207737
-5445,22,554.398574
-8890,40,554.742284
-8000,16,554.86906
-74810,357,558.059972
-1915,21,558.275291
-13950,145,559.595941
-26900,74,560.151428
-4500,9,560.222343
-5845,43,560.556501
-18510,136,561.84339
-395,22,562.037258
-20665,109,563.036044
-15290,73,563.704743
-7875,41,564.013568
-15490,33,564.317569
-7500,15,564.454306
-21605,123,565.582998
-1795,45,566.018157
-36090,180,567.512024
-435,14,567.619006
-29875,85,568.274519
-16915,152,569.645962
-4990,12,569.756859
-10360,49,570.194861
-5415,28,570.413999
-7500,15,570.52832
-1910,22,570.699113
-8315,54,571.12391
-1935,17,571.263153
-8415,34,571.519199
-15315,68,572.042224
-5995,13,572.143561
-26435,66,572.653966
-5840,44,572.986943
-5990,14,573.085047
-6955,23,573.261605
-4000,8,573.326572
-6955,23,573.502536
-475,6,573.553103
-4500,9,573.619341
-5430,25,573.826165
-5455,20,574.01615
-8195,78,574.730244
-4000,8,574.803094
-7450,32,575.110384
-9485,22,575.342059
-5990,14,575.470643
-4965,17,575.626178
-5880,36,575.956237
-4965,17,576.092709
-5000,10,576.167671
-2400,25,576.383953
-12860,54,576.836925
-7905,35,577.137913
-18855,67,577.662432
-11730,167,579.052161
-8000,16,579.188451
-53980,209,581.086077
-3000,6,581.128615
-11480,27,581.332793
-9480,23,581.508673
-7360,43,581.833373
-4955,19,581.983911
-440,13,582.083614
-9845,51,582.466968
-8500,17,582.595029
-435,14,582.703644
-20725,97,583.467647
-10920,38,583.751591
-410,19,583.899279
-460,9,583.972763
-500,1,583.980452
-3205,66,584.48213
-14985,33,584.749836
-420,17,584.878728
-20820,78,585.586163
-5395,32,585.839806
-11965,31,586.077877
-1965,17,586.221449
-6000,12,586.312334
-14340,364,589.108838
-4970,16,589.231282
-1385,26,589.426733
-4500,9,589.495961
-5450,21,589.650998
-11000,22,589.82444
-11500,23,589.993684
-2960,14,590.103482
-4485,12,590.200113
-8000,16,590.320569
-4985,13,590.414723
-44640,162,591.877885
-4485,12,591.967559
-9325,155,593.164974
-5465,18,593.30907
-11250,73,593.867715
-2810,44,594.235236
-1840,36,594.558883
-10655,91,595.266558
-6485,16,595.385432
-4475,14,595.491695
-895,23,595.665926
-4980,14,595.779983
-9405,38,596.080872
-5980,16,596.204526
-11500,23,596.376519
-9780,158,597.762955
-4995,11,597.882869
-10000,20,598.06445
-12285,68,598.787667
-5875,37,599.079098
-9265,171,600.451677
-500,1,600.465685
-495,2,600.482087
-4480,13,600.600423
-10910,40,600.932422
-4455,18,601.085942
-4985,13,601.194999
-8875,43,601.592278
-5460,19,601.767343
-7360,43,602.148751
-6490,15,602.28826
-7985,19,602.473644
-11000,22,602.676916
-1910,22,602.90776
-365,28,603.180591
-25475,56,603.657592
-5970,18,603.823553
-9420,35,604.140727
-13980,32,604.454371
-5420,27,604.758051
-365,28,605.044146
-9735,73,605.724795
-495,2,605.741488
-23095,81,606.535179
-180,65,607.144436
-940,14,607.282134
-31835,97,608.166945
-4995,11,608.274705
-18800,78,608.936172
-17335,68,609.507159
-46115,277,611.942393
-430,15,612.058016
-1935,17,612.192165
-31270,121,613.258275
-9690,183,614.922904
-21165,211,617.036169
-485,4,617.076794
-5000,10,617.169718
-7420,31,617.459215
-8460,25,617.679971
-5965,19,617.84355
-475,6,617.894187
-5985,15,618.017938
-4955,19,618.168344
-12420,41,618.52965
-3915,25,618.760213
-9405,38,619.141975
-455,10,619.221152
-5905,31,619.558938
-4000,8,619.64489
-6935,27,619.910337
-5485,14,620.039265
-3500,7,620.106572
-20225,96,621.006893
-470,7,621.073533
-7935,29,621.354837
-9470,25,621.610728
-4870,36,621.946071
-500,1,621.958592
-4000,8,622.025217
-1965,11,622.118909
-6405,32,622.380056
-6730,68,622.950121
-11385,46,623.361981
-20850,72,623.99093
-5895,33,624.244131
-4975,15,624.385924
-9920,36,624.739519
-7445,26,624.981233
-8400,37,625.313352
-405,20,625.472869
-2925,21,625.631822
-8880,42,625.961597
-8425,32,626.268171
-5425,26,626.516207
-450,11,626.611158
-6910,32,626.907755
-5855,41,627.285867
-4950,20,627.476024
-5500,11,627.582811
-980,6,627.639641
-6360,29,627.916743
-5490,13,628.0469
-5945,23,628.281531
-6440,25,628.525383
-6500,13,628.643039
-5000,10,628.722161
-5450,19,628.871954
-465,8,628.941155
-4500,9,629.022188
-8425,32,629.335721
-935,15,629.473329
-7475,20,629.623482
-5430,25,629.837114
-2420,21,630.03121
-16735,178,631.638157
-6470,19,631.80554
-4950,20,632.014245
-6610,92,632.848745
-35650,243,635.019416
-2470,11,635.104073
-450,11,635.198438
-8135,90,636.027025
-10955,31,636.257976
-20500,41,636.551208
-80355,190,638.190479
-20220,198,639.820693
-415,18,639.961167
-430,15,640.074988
-7405,34,640.327048
-1450,13,640.426499
-475,6,640.476067
-9000,18,640.612345
-5465,18,640.750858
-6500,13,640.861234
-5490,13,640.962221
-935,15,641.076337
-6595,47,641.466158
-6435,26,641.702098
-11260,71,642.349534
-4965,17,642.536904
-4500,9,642.61536
-9000,18,642.746737
-1935,17,642.880797
-495,2,642.894457
-4500,9,642.962171
-4975,14,643.099519
-305,40,643.524865
-3300,47,643.897335
-6480,17,644.027682
-8930,32,644.332184
-3500,7,644.398964
-4435,22,644.595463
-8950,28,644.852975
-430,15,644.974607
-7470,21,645.140507
-475,6,645.195874
-10945,33,645.481034
-155,70,646.127064
-18565,125,647.237725
-9465,26,647.471709
-2850,36,647.786438
-9920,36,648.055011
-13670,94,648.816996
-13385,50,649.239338
-980,6,649.295178
-495,2,649.311314
-7210,73,649.97901
-5325,46,650.383968
-8495,18,650.537914
-21375,68,651.152495
-1485,6,651.200106
-20980,46,651.589562
-8330,51,651.991715
-990,4,652.024176
-26340,186,653.74162
-13000,26,653.975184
-440,15,654.115846
-210,59,654.659958
-38215,235,656.720843
-8870,44,657.118113
-14755,53,657.58187
-3265,54,658.027455
-6895,35,658.359111
-24995,51,658.778227
-5785,14,658.905291
-7420,31,659.192375
-8090,34,659.494408
-6500,13,659.613282
-8315,54,660.108343
-980,6,660.170303
-5970,18,660.323968
-5985,15,660.442708
-5450,21,660.635441
-10030,115,661.711868
-995,3,661.745297
-8190,79,662.508165
-6430,27,662.756841
-9825,55,663.244437
-3500,7,663.298557
-6880,38,663.621411
-9480,23,663.82875
-7195,76,664.485595
-13070,113,665.49981
-20870,68,666.154086
-19510,98,666.93597
-6860,42,667.305439
-1775,49,667.741526
-1490,5,667.810216
-7765,63,668.438657
-14070,115,669.560954
-11635,198,671.105216
-8980,22,671.289572
-9500,19,671.428971
-6405,32,671.679062
-11950,34,671.949149
-500,1,671.956188
-36695,135,672.969621
-6465,20,673.12635
-7450,25,673.342029
-7960,24,673.572204
-340,33,673.829301
-10725,77,674.456437
-6915,132,675.529008
-10000,20,675.68241
-7920,32,675.944633
-7400,35,676.210769
-5810,50,676.595071
-9000,18,676.729966
