#{"t_start": 1683583631.410861, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-25840,84,246.327479
-490,3,246.356887
-1475,8,246.416869
-9960,28,246.641788
-7500,15,246.757316
-7420,31,247.014983
-45295,132,248.061457
-905,21,248.233228
-8360,45,248.579722
-17485,38,249.014468
-2310,43,249.364079
-8375,42,249.696171
-19495,40,250.006272
-1495,4,250.045126
-485,4,250.077988
-2510,104,250.927189
-11455,32,251.181159
-20395,74,251.865539
-13415,51,252.268727
-4345,40,252.590884
-4235,19,252.747779
-14345,60,253.223431
-6390,35,253.514803
-13840,161,254.839378
-15990,34,255.102252
-13575,113,256.03181
-440,13,256.136986
-14420,45,256.491466
30,107,257.37061
-5115,88,258.069409
-930,16,258.19443
-12460,33,258.448599
-15980,36,258.740964
-14185,47,259.120363
-8705,77,260.01371
-1730,159,261.308161
-15955,41,261.628872
-12070,212,263.448166
-17780,181,264.899508
-7900,36,265.180298
-440,13,265.282343
-20115,118,266.24618
-18940,151,267.454979
-405,20,267.618668
-8440,29,267.849337
-9485,123,268.837121
-8265,64,269.333443
-8925,30,269.564835
-1865,31,269.833029
-1725,59,270.304329
-7490,17,270.441548
-9985,23,270.616136
-4000,8,270.695265
-3675,73,271.280698
-4200,69,271.827535
-22935,59,272.298205
-14090,111,273.158486
-19565,189,274.692026
-16070,220,276.456721
-1755,53,276.884704
-9925,35,277.163426
-8825,53,277.585908
-7485,18,277.72754
-14435,42,278.063573
-900,22,278.246315
-5665,79,278.879866
-14170,196,280.444148
-17940,48,280.833717
-2875,31,281.079778
-28395,78,281.699519
-36325,209,283.368555
-19680,104,284.219083
-6525,109,285.079573
-6395,34,285.345321
-19645,111,286.2575
-26795,95,287.022983
-30220,225,288.815133
-6420,29,289.046573
-4500,9,289.122016
-6500,13,289.226416
-2110,83,289.896154
-23430,263,291.988259
-16975,39,292.295651
-500,1,292.302612
-7895,37,292.593354
-19505,158,293.858473
-7000,14,293.967693
-3485,10,294.041321
-995,3,294.073228
-14005,128,295.120151
-11835,57,295.576231
-650,72,296.178053
-15415,48,296.566087
-11410,41,296.899981
-435,14,297.008455
-5480,15,297.126227
-120,77,297.75273
-7000,14,297.866869
-5915,29,298.101352
-19905,132,299.186766
-6500,13,299.289584
-7330,49,299.683688
-28885,81,300.395121
-10955,31,300.852662
-8145,88,301.829903
-7345,46,302.257491
-16375,58,302.979591
-7980,20,303.20606
-1575,89,304.118634
-81650,335,307.90864
-4485,113,308.908498
-14605,109,309.808809
-500,1,309.815982
-4500,9,309.888583
-17305,74,310.462465
-35,94,311.235224
-9710,179,312.887484
-475,6,312.932567
-1445,14,313.042327
-845,33,313.290707
-4500,9,313.361138
-3320,43,313.693028
-20295,284,315.892629
-1380,27,316.096911
-30605,362,318.858053
-470,7,318.915898
-985,5,318.954307
-37960,185,320.384344
-8500,17,320.514106
-4995,11,320.592111
-11725,79,321.19792
-12940,38,321.484819
-4500,9,321.550066
-32400,85,322.18919
-7000,14,322.296873
-9440,132,323.296556
-15475,36,323.573932
-12330,59,324.034132
-10000,20,324.186655
-19280,184,325.601365
-13990,30,325.845872
-12240,77,326.439
-7945,27,326.643633
-20290,83,327.265846
-9895,41,327.574608
-495,2,327.58938
-11720,80,328.200975
-5500,11,328.288691
-4980,14,328.392855
-415,18,328.550774
-920,18,328.688417
-500,1,328.69535
-15490,33,328.941244
-7335,48,329.298086
-4080,93,330.002597
-8490,19,330.139953
-15905,152,331.308852
-8925,134,332.34651
-29725,218,334.027285
-15125,106,334.831876
-8500,17,334.959056
-7495,16,335.07865
-20860,171,336.389216
-1505,103,337.170194
-13240,79,337.771096
-15000,30,337.996779
-13500,27,338.203009
-405,20,338.354588
-23185,210,340.63116
-8990,20,340.802406
-6255,163,342.199891
-500,1,342.207145
-7525,111,343.05155
-6630,88,343.759285
-9920,137,344.842733
-6230,67,345.363497
-305,40,345.680492
-245,52,346.091015
-9450,29,346.312073
-12835,59,346.766557
-6425,28,346.975634
-5000,10,347.054427
-4145,80,347.705408
-8840,50,348.09789
-8500,17,348.227856
-1310,41,348.550759
-20235,195,350.106068
-5000,10,350.186178
-480,5,350.222914
-10285,64,350.722711
-1910,22,350.901625
-460,9,350.969782
-20400,69,351.512861
-6140,85,352.182145
-8485,20,352.340652
-6695,75,352.931676
-6895,35,353.208222
-8970,24,353.393238
-6440,25,353.578823
-350,31,353.808003
-6400,33,354.068062
-7000,14,354.185866
-7330,49,354.663497
-4625,85,355.31727
-13500,27,355.521524
-500,1,355.52848
-30955,172,356.855718
-36995,176,358.203249
-22635,296,360.485656
-8930,32,360.744267
-3425,22,360.912565
-10760,70,361.473991
-6000,12,361.564838
-9495,20,361.719803
-14260,77,362.319703
-18350,67,362.840323
-14450,39,363.130585
-325,36,363.403303
-17995,37,363.698661
-8500,118,364.626994
-5155,80,365.251884
-5000,10,365.329328
-2335,38,365.638886
-390,23,365.834045
-5995,13,365.934083
-9480,23,366.105839
-9305,58,366.543539
-350,31,366.78223
-12380,49,367.151573
-8460,25,367.342334
-480,5,367.382944
-10500,21,367.5425
-5465,18,367.683642
-6680,78,368.276486
-8850,48,368.643706
-4000,8,368.703007
-1935,17,368.836297
-875,27,369.04695
-7500,15,369.165339
-435,14,369.274205
-6985,17,369.405596
-5985,15,369.517843
-5445,22,369.678909
-430,15,369.800177
-9905,39,370.096576
-10865,49,370.476916
-485,4,370.50243
-7605,95,371.249114
-4870,47,371.620338
-10395,42,371.932829
-450,11,372.01671
-6860,42,372.337571
-78600,238,374.113544
-485,4,374.145516
-4385,32,374.401988
-2710,20,374.56055
-11525,119,375.502298
-3500,7,375.570837
-26025,134,376.60006
-7705,75,377.168466
-8655,87,377.819251
-14485,32,378.05455
-22580,130,379.024281
-5350,41,379.346631
-14500,29,379.558959
-16570,38,379.850941
-36535,262,381.842582
-13555,117,382.735554
-455,10,382.818322
-66330,269,384.883833
-380,25,385.081045
-38170,143,386.179327
-430,15,386.297896
-10430,35,386.641325
-6825,49,387.011074
-10000,20,387.167405
-8110,95,387.893693
-7890,38,388.180704
-8500,17,388.306202
-8500,17,388.434359
-7915,33,388.685093
-7145,86,389.336086
-59405,239,391.150054
-4380,33,391.393305
-415,18,391.524419
-22215,102,392.304893
-5500,11,392.385529
-920,18,392.517596
-5990,14,392.668905
-7020,27,392.937496
-435,14,393.053678
-6390,35,393.465237
-10165,88,394.387603
-4975,15,394.554847
-48655,167,396.083077
-8665,85,396.747118
-6385,36,397.119122
-14755,79,397.859827
-8190,79,398.606639
-4270,55,399.138312
-380,25,399.39049
-470,7,399.463514
-455,10,399.564353
-7810,54,400.054365
-5935,25,400.295517
-11630,98,401.162164
-8380,41,401.527591
-10440,33,401.84399
-500,1,401.852939
-13755,77,402.585656
-21140,313,405.306818
-64590,313,407.935257
-10500,21,408.106432
-5755,61,408.617343
-500,1,408.624184
-7965,23,408.794829
-6985,17,408.926471
-4955,19,409.081708
-6335,46,409.459542
-8485,20,409.633876
-25665,220,411.482427
-22130,119,412.395358
-18865,166,413.649207
-9595,101,414.502768
-11915,41,414.815839
-960,10,414.892426
-11650,195,416.572974
-4835,144,417.65646
-75410,287,419.925971
-10410,39,420.292742
-14190,293,422.707696
-65710,230,424.454159
-500,1,424.461426
-960,10,424.542233
-995,3,424.565827
-7255,165,425.877595
-260,49,426.257044
35,108,427.068095
-15310,69,427.613703
-495,2,427.630742
-1955,13,427.72416
-18315,74,428.280871
-6150,83,428.909639
-5000,10,428.984744
-1955,13,429.085602
-6000,12,429.182276
-4500,9,429.244785
-7335,48,429.623375
-7425,30,429.889124
-490,3,429.921626
-5535,105,430.851629
-29080,244,432.773065
-6370,39,433.144249
-2390,27,433.374738
-2745,57,433.799002
-3940,121,434.711361
-395,22,434.882264
-15190,413,438.196072
-8100,97,438.944913
-4470,15,439.058056
-21220,196,440.541396
-485,4,440.573087
-7940,28,440.806289
-485,4,440.839746
-8315,54,441.261697
-8640,90,442.073637
-2500,5,442.115233
-24465,56,442.541604
-8365,44,442.881525
-5450,21,443.046027
-5955,122,444.167742
-9355,149,445.553563
-12815,164,447.096842
-350,31,447.376025
-7970,22,447.57372
-7500,15,447.689004
-25675,117,448.697539
-48190,361,451.670591
-23135,221,453.66962
-7970,22,453.875464
-9120,196,455.590011
-6000,12,455.698636
-6485,16,455.855508
-8350,41,456.235229
-8215,74,456.88625
-11485,26,457.081709
-180,65,457.728744
-11980,28,457.970126
-7485,18,458.142467
-5500,11,458.241601
-185,64,458.773299
-1985,7,458.82312
-6150,184,460.40226
-430,15,460.514339
-360,29,460.749256
-7980,20,460.901078
-6785,57,461.332621
-13370,53,461.75096
-6895,35,462.026974
-5000,10,462.100208
-12890,67,462.612754
-1095,84,463.250071
-3900,28,463.467819
-9525,216,465.127284
-11000,22,465.304516
-13235,80,465.932861
-9485,22,466.10877
-4955,19,466.253718
-1765,51,466.673271
-11140,196,468.212854
-7415,32,468.453537
-725,57,468.915274
-4910,28,469.135505
-6495,14,469.241752
-2000,4,469.272768
-40170,147,470.37694
-15000,30,470.604017
-8255,167,471.878306
-13600,46,472.232917
-9805,59,472.678072
-1455,12,472.766064
-6000,12,472.859508
-3485,212,474.667794
-4500,9,474.737663
-4000,8,474.798999
-7480,19,474.969432
-5440,23,475.158438
-785,4,475.262147
-18025,132,476.676424
-8500,17,476.800202
-1495,4,476.83055
-46575,280,478.992312
-26340,186,480.395824
-28770,216,482.246402
-915,19,482.393408
-6435,26,482.592422
-7500,15,482.70858
-4730,64,483.193126
-9655,89,483.869744
-11810,62,484.343949
-10000,20,484.504115
-19890,62,484.977521
-955,11,485.060989
-1995,5,485.096368
-1985,7,485.152385
-6380,16,485.273513
-7970,22,485.440976
-5920,28,485.662009
-46185,156,486.901309
-13400,47,487.264718
-11440,35,487.529634
-8500,17,487.657831
-7390,37,487.950332
-5000,10,488.026238
-7500,15,488.137472
-9630,94,488.846522
-285,44,489.185228
-6425,28,489.392639
-13750,78,489.999613
-12985,29,490.220542
-9415,36,490.486531
-930,16,490.605791
-9855,49,490.99076
-6920,131,491.977195
-5960,20,492.128244
-6395,34,492.386621
-7235,68,492.894823
-395,22,493.058144
-2485,8,493.130208
-7800,157,494.603002
-5405,30,494.860965
-7930,30,495.136141
-4500,9,495.218613
-9495,20,495.384964
-15415,48,495.780888
-4985,13,495.901213
-6000,12,495.99631
-1965,11,496.09661
-5920,28,496.355082
-6990,16,496.622581
-4000,8,496.701299
-21985,47,497.126253
-1390,25,497.327867
-2935,19,497.502382
-23000,46,497.88049
-9485,123,499.011494
-13595,109,500.02917
-6555,204,501.830709
-945,13,501.938527
-11160,192,503.572639
-11445,60,504.141969
-5000,10,504.235882
-4985,13,504.369051
-4820,46,504.764351
-1495,4,504.806497
-6965,21,504.995864
-1435,16,505.155188
-5920,28,505.417793
-5470,17,505.57402
-5925,27,505.813665
-7000,14,505.939925
-10000,20,506.13502
-5460,19,506.323946
-5430,25,506.558908
-8970,24,506.77631
-5965,19,506.9551
-5490,13,507.081293
-8130,91,507.795045
-5000,10,507.870095
-1910,22,508.064295
-4000,8,508.142513
-440,13,508.262661
-1385,26,508.497543
-1500,3,508.522538
-13200,87,509.329128
-9700,48,509.782494
-1475,8,509.859659
-5000,10,509.938982
-15690,94,510.780541
-12335,58,511.324475
-1000,2,511.350844
-4670,76,512.069745
-480,5,512.122065
-4475,14,512.249522
-1955,13,512.36885
-5710,70,513.017201
-870,28,513.24877
-4935,23,513.429021
-4875,35,513.695379
-5330,45,514.053222
-960,10,514.135258
-4950,20,514.291635
-420,17,514.431287
-445,12,514.532764
-5000,10,514.612011
-13060,216,516.432292
-18000,36,516.705173
-10495,22,516.868059
-5790,54,517.279923
-4470,15,517.396034
-4500,9,517.466651
-5355,40,517.774411
-4450,19,517.925923
-5455,20,518.084308
-5445,22,518.248097
-7415,32,518.483901
-3500,7,518.544493
-1270,49,518.920477
-475,6,518.971209
-10990,24,519.151249
-5910,30,519.414213
-6480,17,519.542536
-5470,17,519.668413
-340,33,519.932432
-2425,20,520.088865
-1480,7,520.148114
-8340,49,520.604555
-6000,12,520.70148
-7000,14,520.815108
-340,33,521.110149
-4915,27,521.356204
-5375,36,521.697472
-17900,56,522.21176
-9570,31,522.493944
-7460,23,522.71136
-1380,27,522.954363
-4000,8,523.023785
-385,24,523.200134
-10445,32,523.438965
-9990,22,523.608327
-13500,27,523.81103
-45785,236,525.655103
-53940,171,526.933676
-24500,49,527.294425
-105665,600,532.404332
-7805,55,532.834129
-5685,75,533.402106
-6960,22,533.563985
-2475,10,533.641529
-480,5,533.679201
-22000,145,535.09396
-51800,245,537.192492
-9420,136,538.359664
-5595,21,538.523861
-2455,14,538.627643
-3500,7,538.682932
-17685,99,539.547671
-8890,40,539.91817
-4960,18,540.054853
-4905,29,540.311032
-990,4,540.348488
-10830,56,540.895967
-6245,64,541.563313
-12325,60,542.071651
-5935,126,543.231752
-435,14,543.369292
-12300,65,543.952019
-4950,20,544.111341
-3500,7,544.160321
-7425,30,544.392781
-9410,37,544.68171
-9390,41,544.995925
-1410,21,545.150979
-8350,47,545.516806
-6770,60,546.068231
-4965,17,546.264274
-440,13,546.384093
-460,9,546.472811
-405,20,546.803817
-5000,10,546.901314
-415,18,547.069676
-9940,32,547.339717
-10620,98,548.433761
-925,17,548.619663
-165550,440,552.388958
-4285,52,552.786693
-15430,45,553.168621
-1000,2,553.186565
-8500,17,553.345669
-10435,34,553.645413
-94745,241,555.894579
-18500,37,556.229476
-48610,176,557.573243
-13845,59,558.15838
-7950,26,558.402776
-3920,37,558.753227
-3500,7,558.823533
-445,12,558.919791
-20145,112,559.86775
-13065,114,560.793664
-945,13,560.917976
-265,48,561.367913
-2815,43,561.766408
-9500,19,561.94432
-23500,47,562.379061
-6875,39,562.731369
-4500,9,562.816035
-4485,12,562.920329
-11820,60,563.470783
-395,22,563.674169
-7945,27,563.872176
-14485,133,565.070098
-30155,130,566.304027
-17205,94,567.075448
-440,13,567.173089
-10500,122,568.119024
-21570,103,568.989025
-31485,167,570.482276
-5820,48,570.862082
-7800,56,571.291961
-7955,25,571.485531
-2975,11,571.56756
-3500,7,571.621307
-11575,109,572.461256
-5465,18,572.598436
-10415,38,572.890316
-7500,15,573.003685
-8465,24,573.180453
-4500,9,573.250965
-6490,15,573.366796
-5480,15,573.485316
-1965,11,573.572831
-400,21,573.739807
-5500,11,573.828083
-7405,34,574.143167
-10500,21,574.344416
-5000,10,574.434454
-1935,17,574.585596
-11955,33,574.889294
-475,6,574.948396
-1000,2,574.96933
-4900,30,575.277934
-5435,24,575.501756
-6915,31,575.794223
-6920,30,576.050208
-9485,22,576.222896
-460,9,576.296623
-8405,36,576.611673
-15755,81,577.285489
-7870,42,577.610673
-500,1,577.618267
-8955,27,577.822991
-15475,36,578.136083
-15840,64,578.661755
-11430,37,578.976027
-355,30,579.23585
-22915,63,579.73868
-1490,5,579.781954
-7500,15,579.897628
-13415,44,580.374596
-17405,155,581.682602
-9580,104,582.469167
-5000,10,582.545307
-5500,11,582.633287
-39475,488,586.552797
-500,1,586.560186
-5890,34,586.82104
-38000,278,588.938285
-14675,95,589.653053
-9300,59,590.105717
-8970,24,590.291032
-4960,18,590.428187
-5965,19,590.574754
-88800,319,593.247747
-8375,42,593.566313
-845,33,593.823314
-7850,46,594.193603
-12265,72,594.799104
-3500,7,594.854427
-6500,13,594.954795
-5475,16,595.083855
-10900,38,595.38149
-5440,23,595.550328
-6000,12,595.64667
-3800,48,596.025421
-6495,14,596.13663
-11680,88,596.823266
-6380,37,597.164428
-465,8,597.243684
-7420,31,597.519586
-7500,15,597.664746
-6800,54,598.183187
-3500,7,598.250166
-6985,17,598.441667
-1930,18,598.684436
-1460,11,598.767562
-7500,15,598.885362
-15330,65,599.378427
-9810,58,599.807133
-480,5,599.841965
-4995,11,599.938773
-955,11,600.040698
-400,21,600.234972
-5435,24,600.447022
-5500,11,600.544259
-4460,17,600.691154
-9500,19,600.851023
-4980,14,600.964711
-4945,21,601.148442
-6975,19,601.324405
-445,12,601.438805
-4890,32,601.722292
-1935,17,601.884362
-3415,24,602.097038
-4485,12,602.196633
-9915,37,602.54685
-1545,12,602.658887
-21775,89,603.491189
-8500,17,603.642884
-390,23,603.845891
-4860,38,604.223292
-6500,13,604.344997
-6000,12,604.447605
-3980,12,604.557133
-39415,197,606.503829
-6935,27,606.760742
-925,17,606.927993
-960,10,607.021359
-53840,480,611.242395
-385,24,611.462931
-26855,83,612.164036
-445,12,612.258094
-24175,114,613.268585
-8500,17,613.431302
-6300,53,613.924318
-370,27,614.165509
-9980,24,614.380407
-3395,28,614.64726
-5945,23,614.845177
-6990,16,614.980233
-6450,23,615.322043
-420,17,615.48496
-16915,51,615.965973
-1000,2,615.982648
-8315,54,616.490209
-5475,16,616.626825
-4960,18,616.768356
-18780,82,617.578296
-7500,15,617.703703
-4935,23,617.904168
-3500,7,617.955246
-440,13,618.067118
-11700,84,618.804845
-6500,13,618.918938
-6945,25,619.186622
-3375,32,619.500611
-485,4,619.559154
-925,17,619.738298
-9490,21,619.940122
-6485,16,620.089176
-22340,77,620.823432
-5980,16,620.966088
-5490,13,621.088324
-4825,45,621.525604
-5220,67,622.147203
-12000,125,623.185806
-7000,14,623.325343
-5855,41,623.709086
-6270,59,624.176147
-12495,26,624.429055
-11185,86,625.22681
-4910,28,625.456395
-44635,163,626.875098
-465,8,626.945959
-950,12,627.051696
-6045,21,627.250456
-5385,34,627.571482
-4915,27,627.836356
-6990,16,627.987121
-7465,22,628.210275
-460,9,628.300848
-4000,8,628.381971
-4960,18,628.555228
-4985,13,628.671514
-4950,20,628.828333
-5420,27,629.060972
-4400,29,629.34649
-4465,16,629.489483
-1480,7,629.540756
-6955,23,629.720467
-6480,17,629.877671
-8785,162,631.364753
-18650,108,632.386743
-6175,78,633.041513
-4955,19,633.213348
-7465,22,633.410009
-390,23,633.622649
-15775,178,635.19187
-46115,271,637.436997
-23315,84,638.213204
-355,30,638.484164
-1630,78,639.135793
-1430,17,639.278746
-2410,23,639.450766
-7095,15,639.566581
-12815,63,640.053584
-12870,52,640.443522
-6000,12,640.537842
-5950,22,640.705163
-9880,44,641.055121
-465,8,641.11559
-9295,60,641.63237
-4500,9,641.713203
-465,8,641.78985
-4935,23,641.998076
-1485,6,642.053161
-8460,25,642.280978
-6000,12,642.386745
-4370,35,642.710945
-4415,26,642.9101
-4995,11,643.001107
-405,20,643.219257
-5455,20,643.428519
-4915,27,643.673626
-9500,19,643.815758
-340,33,644.084662
-270,47,644.520704
-48230,252,646.733598
-21500,245,648.803121
-6490,15,648.91318
-11445,34,649.211504
-7965,23,649.429431
-485,4,649.458975
-18970,44,649.860263
-16485,36,650.173646
-14500,29,650.435385
-2000,4,650.468292
-225,56,650.978355
-7415,32,651.260513
-5640,84,651.935512
-7890,139,653.095827
-30205,120,654.340912
-8255,66,654.919613
-5000,10,655.004585
-10800,62,655.581489
-14500,29,655.827092
-420,17,655.959041
-17110,113,656.952549
-7500,15,657.077158
-400,21,657.251347
-4385,32,657.538611
-9495,20,657.719073
-6900,34,657.987616
-1500,3,658.013831
-10000,20,658.207637
-16995,35,658.521605
-5965,19,658.668294
-425,16,658.799316
-11310,61,659.358703
-12485,28,659.602511
-4900,30,659.877364
-13935,41,660.261671
-19415,56,660.755232
-4000,8,660.832288
-9850,50,661.300408
-8620,94,662.171925
