#{"t_start": 1683583631.410861, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-6940,26,662.44152
-4970,16,662.59865
-6500,13,662.717216
-8500,17,662.867989
-5950,22,663.075079
-1440,15,663.200528
-465,8,663.264119
-6170,79,663.938651
-16010,131,665.092506
-11410,41,665.463258
-900,22,665.659798
-7425,30,665.949377
-9170,85,666.686678
-5000,10,666.76356
-5000,10,666.84045
-11500,23,667.022894
-420,17,667.176049
-865,29,667.44727
-9775,65,668.04578
-10200,81,668.871704
-24790,193,670.513949
-6490,33,670.764435
-11455,32,671.018337
-390,23,671.197505
-16455,42,671.52745
-8355,46,671.885718
-5835,45,672.230997
-1000,2,672.251487
-7500,15,672.360226
-7445,26,672.55375
-380,25,672.743582
-6380,37,673.020857
-5265,58,673.538714
-11865,51,673.931695
-13720,84,674.634721
-950,12,674.742679
-12785,69,675.297075
-7480,19,675.440912
-8975,23,675.615186
-15895,53,676.042583
-4985,13,676.141375
-945,13,676.239708
-5935,25,676.428506
-5445,22,676.597308
-2415,22,676.762492
-18475,85,677.403927
-6295,54,677.858262
-3500,7,677.915284
-5935,25,678.115255
-5485,14,678.225191
-5430,25,678.463534
-5290,53,678.892611
-1945,15,679.008208
-29105,310,681.3813
-4520,22,681.545123
-157860,344,684.356168
-33400,87,685.073582
-13285,70,685.710293
-940,14,685.856059
-19050,230,687.839241
-12355,54,688.257497
-28275,109,689.068189
-55340,244,690.92447
-4285,52,691.32012
-435,14,691.424836
-23930,62,691.922242
-5485,14,692.026047
-7355,44,692.371996
-11485,26,692.590659
-4925,25,692.791854
-4975,15,692.905669
-14000,28,693.121543
-1000,2,693.138685
-7980,20,693.289623
-6280,57,693.748641
-6150,83,694.391453
-5985,15,694.505272
-8880,42,694.842078
-950,12,694.926669
-36920,191,696.42377
-5500,11,696.50739
-18230,91,697.281048
-11805,63,697.843043
-2610,84,698.501603
-13430,142,699.594967
-18440,49,699.978509
-355,30,700.2117
-9900,40,700.51184
-20745,194,701.965379
-395,22,702.135774
-18055,126,703.108493
-8950,28,703.324805
-21510,142,704.405356
-435,14,704.510404
-7195,76,705.079083
-7990,18,705.219887
-430,15,705.338055
-4500,9,705.405733
-7340,47,705.765899
-6000,12,705.85955
-7480,19,706.003918
-1480,7,706.06514
-9925,35,706.337664
-4500,9,706.410793
-15000,30,706.674927
-17190,97,707.560181
-6500,13,707.669951
-18730,92,708.443834
-2500,5,708.486257
-1355,32,708.741885
-12130,99,709.475831
-16970,40,709.778838
-15965,140,710.860438
-6760,163,712.092962
-19425,54,712.524853
-10890,44,712.858498
-20255,90,713.612088
-470,7,713.69134
-8500,17,713.84816
-5285,54,714.839198
-16370,59,715.340306
-15760,80,716.109479
-9680,84,716.947552
-790,44,717.356355
-21820,80,718.023658
-74205,208,719.749347
-38185,342,722.657671
-6000,12,722.749649
-18775,83,723.457088
-8050,208,725.266958
-13745,153,726.660701
-10160,89,727.4422
-7830,50,727.922651
-13445,38,728.249864
-5000,10,728.365431
-26405,173,729.851454
-2995,7,729.910859
-915,19,730.080757
-445,12,730.180408
-43500,87,730.959299
-495,2,730.979549
-31975,69,731.584428
-395,22,731.751318
-465,8,731.811395
-6825,49,732.18811
-4985,13,732.292689
-430,15,732.409261
-14785,75,732.987907
-7885,39,733.288732
-5995,13,733.394927
-6000,12,733.492028
-6965,21,733.666737
-1470,9,733.735517
-5855,19,733.883941
-435,14,733.994344
-5465,18,734.170683
-4430,23,734.386627
-425,16,734.550055
-6905,33,734.867327
-930,16,735.018908
-935,15,735.17707
-9500,19,735.442388
-4440,21,735.682604
-6995,15,735.873587
-5500,11,736.15208
-930,16,736.481291
-5495,12,736.715568
-6075,18,737.177819
-6490,15,737.585394
-10835,55,738.108446
-7880,40,738.634664
-11305,62,739.253873
-34335,293,741.829444
-11345,54,742.339465
-7500,15,742.494755
-455,10,742.608942
-13260,75,743.256709
-15770,78,743.905664
-5490,13,744.044134
-5435,24,744.268518
-925,17,744.431026
-6490,15,744.58268
-435,14,744.692024
-4000,8,744.757946
-435,14,744.877642
-19125,114,745.85233
-4705,170,747.205383
-945,13,747.315348
-425,16,747.493834
-4440,21,747.697264
-12705,85,748.389294
-13530,122,749.557594
-15240,83,750.33943
-430,15,750.471648
-490,3,750.502751
-6760,62,751.091502
-7805,55,751.603208
-7150,85,752.391263
-5460,19,752.568669
-7500,15,752.688183
-13235,67,753.341095
-970,8,753.41637
-2995,7,753.470142
-8390,39,753.816755
-5490,13,753.937309
-10380,45,754.355367
-32180,129,755.472918
-6745,65,756.068352
-8785,61,756.545567
-7310,53,757.011483
-8695,79,757.724192
-5970,18,757.875686
-5475,16,758.005615
-450,11,758.096602
-4955,19,758.247398
-10000,20,758.404808
-8945,130,759.462246
-6490,15,759.572827
-6940,26,759.765473
-13500,27,759.968398
-6335,46,760.326519
-9990,22,760.495339
-9190,81,761.183002
-7500,15,761.304312
-10855,152,762.565538
-11405,42,762.916042
-8500,17,763.049411
-3985,11,763.143701
-18370,63,763.634228
-12450,35,763.911477
-6955,23,764.100479
-7650,86,764.852672
-4415,26,765.090876
-6000,12,765.192951
-395,22,765.366165
-11290,65,765.977623
-6500,13,766.091484
-8135,90,766.881927
-1930,18,767.036337
-6315,50,767.424655
-8500,17,767.556232
-6910,32,767.79843
-5750,62,768.27136
-7425,30,768.505487
-915,19,768.657351
-9420,35,768.921639
-1965,11,769.013869
-9500,19,769.160523
-10760,171,770.525046
-7500,15,770.643794
-16500,33,770.917578
-10370,47,771.324879
-6000,12,771.422197
-24165,116,772.454216
-11000,22,772.638871
-5915,29,772.874534
-10125,96,773.775593
-15000,131,774.862748
-13000,26,775.104981
-8205,76,775.724306
-32845,198,777.553743
-17800,76,778.272154
-490,3,778.292064
-8500,17,778.423394
-4000,8,778.485443
-1430,17,778.621755
-6760,62,779.13775
-2930,20,779.296446
-435,14,779.409728
-9720,76,780.019061
-10490,23,780.203964
-480,5,780.242879
-16060,121,781.341479
-10860,50,781.778253
-8190,79,782.391509
-7070,101,783.155374
-11830,159,784.495838
-15835,65,785.026274
-12045,116,786.032433
-18225,92,786.814618
-33870,94,787.575007
-13880,153,788.821623
-9435,32,789.116463
-9925,35,789.442358
-965,9,789.511182
-26910,117,790.572412
-15000,30,790.885436
-4500,9,790.959774
-9000,18,791.10696
-5340,43,791.532813
-17450,212,793.659368
-83355,600,799.127601
-500,1,799.135899
-4925,25,799.331063
-12490,27,799.544351
-5485,14,799.672958
-4945,21,799.870933
-5880,36,800.18491
-10400,41,800.509916
-5490,13,800.612949
-4855,39,800.970394
-6435,26,801.221991
-6420,29,801.447374
-5000,10,801.52658
-7490,17,801.683561
-5460,23,801.888274
-10805,61,802.41318
-21860,72,803.022799
-4000,8,803.080071
-5800,52,803.574256
-430,15,803.710744
-8830,52,804.222614
-11550,114,805.294459
-830,36,805.609643
-21975,49,806.088391
-445,12,806.210283
-6000,12,806.311807
-22150,115,807.385115
-12690,88,808.168769
-32860,94,808.985985
-985,5,809.023281
-9455,28,809.243718
-30905,81,809.865453
-5790,54,810.357705
-8955,128,811.495619
-1905,23,811.719907
-7490,17,811.880244
-10795,63,812.415434
-12900,147,813.531329
-5970,119,814.551308
-5490,13,814.664062
-1935,17,814.814593
-1925,19,814.980824
-9000,18,815.143726
-9000,18,815.296321
-12615,204,817.071612
-43615,266,819.346325
-495,2,819.36572
-6745,166,820.810814
-440,13,820.9645
-495,2,820.984344
-955,11,821.084061
-6495,14,821.214877
-5495,12,821.318035
-6920,30,821.581004
-5775,57,822.087343
-9865,148,823.3946
-6410,31,823.651953
-2420,21,823.860577
-7230,69,824.424188
-960,10,824.502139
-7895,37,824.789624
-8500,17,824.920069
-29960,68,825.432834
-19020,210,827.374175
-12380,251,829.531884
-16645,105,830.540596
-13980,32,830.870072
-8500,17,831.037054
-39130,153,832.558446
-7960,24,832.785294
-37985,79,833.411252
-6465,20,833.565746
-6500,13,833.672846
-9000,18,833.804226
-14970,137,834.932496
-5490,13,835.034143
-23920,165,836.588304
-6595,95,837.427976
-7675,81,838.147222
-1990,6,838.203596
