#{"t_start": 1683583631.4120991, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-13895,251,680.652499
-330,35,680.921178
-475,6,680.971263
-375,26,681.167545
-3995,9,681.233532
-20185,104,682.018912
-885,25,682.203894
-1425,18,682.347118
-23700,310,684.942464
-14800,171,686.513006
-2995,7,686.582118
-5830,46,686.96627
-9005,118,687.938286
-3500,7,687.995266
-18295,78,688.580923
-11750,74,689.133333
-5735,65,689.619862
-46980,199,691.144419
-10355,58,691.605617
-6290,55,692.02588
-490,3,692.046974
-6485,16,692.177411
-7360,43,692.506325
-4000,8,692.590771
-4445,121,693.534838
-8685,48,693.910577
-5960,20,694.063695
-12415,42,694.398871
-8380,41,694.726277
-7870,42,695.036829
-8500,17,695.175039
-11750,74,695.765352
-17265,82,696.399447
-9460,27,696.612389
-920,18,696.755746
-73560,236,698.722969
-8780,62,699.194913
-5495,12,699.287778
-16260,81,699.918188
-470,7,699.978427
-17985,39,700.271572
-5475,16,700.400643
-66010,231,702.135592
-1425,18,702.269055
-17245,187,703.708597
-1985,7,703.760172
-31475,68,704.278506
-1485,6,704.325981
-5430,25,704.516295
-435,14,704.620604
-1415,20,704.772159
-9965,27,704.977081
-5945,23,705.151572
-1460,11,705.233418
-20425,56,705.656464
-6300,53,706.083196
-24195,110,707.022247
-9000,18,707.174056
-9210,112,708.150498
-445,12,708.242808
-14025,225,709.979681
-470,7,710.038747
-500,1,710.046261
-1470,9,710.113175
-7275,262,712.12315
-17725,293,715.08813
-12335,58,715.625411
-6960,22,715.841218
-10700,183,717.581487
-88305,317,720.20378
-16675,99,721.106687
-16930,149,722.355006
-35640,144,723.55321
-16715,192,725.215007
-1820,40,725.576943
-6500,13,725.707304
-4915,27,725.976159
-5980,16,726.118579
-2000,4,726.151915
-2980,10,726.235488
-7820,52,726.68919
-16500,33,726.957112
-970,8,727.031772
-6800,54,727.526051
-495,2,727.54769
-20910,60,728.115405
-9970,26,728.349701
-10755,71,728.94252
-11485,127,730.065878
-485,4,730.097739
-11500,23,730.295824
-16965,41,730.67423
-25610,130,731.779729
-20465,48,732.149002
-7930,30,732.384847
-21995,45,732.73401
-1450,13,732.837345
-5485,14,732.943473
-2415,22,733.114378
-7420,31,733.355555
-7365,42,733.699141
-7440,27,733.906251
-450,11,733.994182
-4785,12,734.117634
-5000,10,734.210744
-4965,17,734.370035
-8395,38,734.759068
-1445,14,734.873887
-4960,18,735.045898
-1940,16,735.225609
-4955,19,735.481311
-5940,24,735.776486
-6455,22,736.232657
-995,3,736.290646
-2900,26,736.809796
-2455,14,737.180948
-6920,30,737.7511
-6155,82,738.659112
-2985,9,738.757046
-5150,81,739.506788
-11095,104,740.482631
-20680,106,741.373915
-5640,84,742.128011
-6155,82,742.925705
-6955,23,743.104802
-7980,20,743.271268
-7000,14,743.381051
-5545,28,743.59213
-985,5,743.628462
-10600,102,744.613678
-14530,124,745.664921
-10270,67,746.215074
-10125,96,746.970624
-6315,50,747.390029
-9970,26,747.661841
-4995,11,747.775836
-22950,56,748.218931
-500,1,748.225803
-455,10,748.307931
-11640,96,749.20556
-10530,116,750.311541
-950,12,750.419209
-12730,80,751.171659
-10640,94,752.072135
-6915,31,752.341717
-4970,16,752.486382
-8755,67,753.097996
-4400,29,753.385128
-21365,171,754.89762
-42485,186,756.508114
-5760,18,756.642379
-9840,52,757.124342
-6555,103,758.019815
-1425,18,758.163975
-30030,256,760.180151
-17905,156,761.468579
-8765,65,761.990683
-5495,12,762.085455
-6595,196,763.701045
-16020,110,764.611865
-6780,58,765.137986
-9305,58,765.646438
-2440,17,765.81488
-23500,47,766.228757
-9965,27,766.458219
-8395,38,766.795372
-5820,48,767.198956
-5900,32,767.446748
-500,1,767.45407
-4940,22,767.618555
-6445,24,767.805042
-11500,23,767.982714
-10325,56,768.414721
-5335,347,771.180021
-2920,22,771.382088
-16950,44,771.770594
-5365,38,772.102142
-19170,105,772.998995
-13500,27,773.272021
-485,4,773.314228
-13590,110,774.278437
-7620,92,775.054442
-13345,58,775.539472
-1475,8,775.599313
-6795,156,777.045371
-6730,68,777.657252
-365,28,777.920719
-5810,50,778.366892
-2500,5,778.404865
-6380,37,778.705786
-1430,17,778.855949
-9930,34,779.128929
-19655,109,780.003972
-9500,19,780.150238
-10260,69,780.747277
-1470,9,780.849
-10335,54,781.34167
-2465,12,781.450867
-5500,11,781.552229
-46295,230,783.339826
-14300,69,783.937103
-35470,178,785.423033
-11880,48,785.834427
-1950,14,785.954939
-930,16,786.098841
-2000,4,786.131401
-345,32,786.399609
-420,17,786.567864
-11595,105,787.399112
-5445,123,788.38601
-5480,15,788.526465
-1425,18,788.678492
-8495,18,788.828471
-445,12,788.934515
-9210,77,789.653064
-2455,14,789.785499
-7595,198,791.616886
-5175,76,792.34861
-5315,48,792.800157
-34980,74,793.621046
-7495,16,793.740868
-6440,25,793.930306
-15390,146,795.335473
-2385,28,795.576862
-3670,74,796.252807
-2490,32,796.557049
-35515,169,798.135676
-1450,13,798.278785
-1440,15,798.408057
-8970,24,798.597229
-5260,59,799.090713
-13470,33,799.360829
-7470,122,800.398833
-15705,91,801.213085
-7880,40,801.526726
-500,1,801.53443
-10875,47,801.968911
-1500,3,801.992533
-4000,8,802.066305
-3500,7,802.117081
-4910,28,802.344494
-9355,48,802.766094
-26280,97,803.624497
-1195,13,803.746067
-10215,78,804.517497
-24000,48,804.945491
-330,35,805.277824
-31395,185,806.998506
-2365,32,807.313645
-8320,53,807.790907
-23115,190,809.397256
-430,15,809.519741
-4405,28,809.722878
-440,13,809.822119
-405,20,809.986245
-9900,40,810.365713
-5500,11,810.460381
-7685,79,811.169658
-9875,234,813.126211
-4960,18,813.259434
-8005,116,814.248744
-11190,85,814.964875
-15675,299,817.589555
-6510,213,819.384406
-1460,11,819.472823
-8500,17,819.637483
-4980,14,819.775736
-9960,129,820.901492
-4950,20,821.091448
-2500,5,821.142461
-41620,261,823.44382
-8650,88,824.221824
-14545,323,826.96785
-500,1,826.976733
-18685,303,829.594222
-16975,39,829.963147
-1480,7,830.028746
-10645,93,830.956534
-29420,176,832.695131
-985,5,832.740964
-12500,25,832.964957
-16545,125,833.923898
-975,7,833.981925
-9115,96,834.784803
-10690,84,835.509959
-7670,82,836.357104
-16500,33,836.61124
