#{"t_start": 1683583631.414525, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-31990,66,54.626761
-118145,611,60.408874
-55745,264,62.81402
-27180,119,63.81554
-14000,28,64.070159
-12000,24,64.280735
-42050,175,66.104845
-11910,42,66.440362
-43890,211,68.234007
-12400,146,69.443385
-35750,223,71.299449
-23500,47,71.659513
-11695,85,72.391113
-13500,27,72.655779
-11000,22,72.905297
-10460,29,73.183605
-12445,36,73.558197
-8950,28,73.824758
-12885,49,74.26687
-5905,31,74.554875
-11165,28,74.818987
-8405,36,75.322462
-15975,37,75.685147
-3955,17,75.856396
-2380,29,76.158967
-7500,15,76.329189
-15290,73,77.055267
-43250,137,78.36278
-8505,18,78.52009
-770,48,78.944759
-15450,41,79.346588
-10000,20,79.53763
-31145,134,80.975818
-405,20,81.138048
-10985,25,81.341982
-2165,72,81.907076
-15245,130,82.921237
-5395,32,83.183454
-7000,14,83.296855
-13775,73,83.861303
-970,8,83.917505
-16325,68,84.486763
-21805,83,85.140816
-15500,31,85.389319
-35495,72,85.962313
-28385,80,86.588064
-17470,41,86.910053
-18000,36,87.201303
-15040,123,88.16445
-51555,294,90.50228
-40410,200,92.132878
-13000,26,92.344204
-31480,357,95.33798
-10375,46,95.708203
-6145,84,96.37921
-12270,71,96.942131
-10715,79,97.563832
-39145,150,98.707061
-12995,27,98.910429
-16365,60,99.381921
-26540,146,100.515484
-6480,17,100.6505
-34940,82,101.315986
-6500,13,101.424323
-17400,156,102.669469
-385,24,102.856223
-38335,211,104.51927
-13745,180,105.964639
-23465,54,106.381489
-7415,32,106.630473
-5000,10,106.710714
-22645,117,107.628128
-77575,342,110.331133
-10490,23,110.506621
-9000,18,110.655524
-16810,72,111.209923
-46305,132,112.270883
-2000,4,112.301254
-33330,101,113.088912
-23835,81,113.718632
-56850,245,115.713504
-54585,193,117.225295
-95895,520,121.341646
-4685,73,121.928027
-15090,113,122.810529
-18440,150,124.011828
-26880,179,125.452576
-7810,54,125.889651
-71885,252,127.882653
-32500,65,128.406085
-12290,82,129.055215
-5500,11,129.140071
-9000,18,129.284193
-16255,82,129.928156
-29275,306,132.380972
-500,1,132.388616
-840,34,132.679512
-370,27,132.886787
-12160,93,133.619296
-12890,48,134.000477
-19230,93,134.722647
-4500,9,134.795562
-17175,100,135.932272
-17080,119,136.879076
-2815,43,137.214351
-17040,127,138.223282
-14330,63,138.727144
-36900,195,140.258895
-7980,20,140.412574
-23810,187,141.92521
-4935,23,142.110219
-20905,61,142.580715
-16465,141,143.694628
-37930,191,145.28063
-6960,22,145.449838
-7560,104,146.30953
-1415,20,146.47934
-46900,316,148.986722
-11420,39,149.289644
-9995,21,149.453312
-31000,62,149.92769
-17680,201,151.536926
-6285,56,151.975072
-7995,17,152.103858
-1440,15,152.240269
-7940,28,152.467708
-8360,45,152.820861
-13985,33,153.078147
-6725,170,154.496146
-52485,209,156.22566
-20925,57,156.687032
-30965,69,157.230372
-4710,68,157.763619
-9920,36,158.052837
-22965,53,158.470103
-1445,14,158.57861
-5435,24,158.761275
-9405,38,159.065136
-3190,8,159.136189
-11925,39,159.442654
-6500,13,159.543926
-7350,45,159.895076
-4500,9,159.964062
-11275,68,160.511446
-8985,21,160.691775
-9000,18,160.836189
-8995,19,160.988501
-9730,74,161.561126
-5485,14,161.672397
-6375,38,161.976248
-20230,68,162.509782
-17995,37,162.797053
-13065,162,164.085133
-845,33,164.354595
-17765,184,165.837751
-8630,92,166.563743
-6500,13,166.670099
-29225,316,169.171187
-25675,117,170.112564
-28220,214,171.807674
-9440,31,172.057084
-10500,21,172.229856
-8465,94,172.980348
-400,21,173.147726
-12065,214,174.855594
-4670,76,175.492335
-12390,47,175.911419
-21095,213,177.750049
-17915,53,178.168146
-6835,47,178.550195
-7500,15,178.669942
-44395,244,180.623675
-2490,7,180.695401
-5730,66,181.229626
-6795,55,181.664683
-10470,27,181.8843
-11805,39,182.19445
-7410,33,182.469506
-10480,25,182.67288
-19830,74,183.250075
-7385,38,183.550107
-32605,448,187.166817
-7885,39,187.481014
-7485,18,187.763171
-1405,22,187.956212
-16835,67,188.488782
-11375,48,188.885818
-10240,174,190.264235
-30625,238,192.134683
-1500,3,192.161095
-490,3,192.181376
-11465,30,192.415436
-14870,56,192.859317
-7085,98,193.631137
-2390,27,193.869186
-450,11,193.949375
-25400,172,195.3169
-54460,218,197.045278
-4350,39,197.357926
-15680,96,198.127277
-12780,70,198.673919
-340,33,198.92233
-20205,100,199.716515
-13825,164,201.087517
-11800,64,201.598143
-8920,34,201.872203
-1445,14,201.981945
-11380,47,202.351069
-15905,51,202.754327
-2935,19,202.909203
-10725,178,204.367199
-2430,19,204.512173
-5980,16,204.656859
-470,7,204.708346
-1415,20,204.866236
-395,22,205.032884
-11900,44,205.383238
-6740,66,205.923887
-12855,55,206.439104
-8435,30,206.683085
-25960,161,207.987279
-460,9,208.059482
-8500,17,208.222217
-8030,111,209.10743
-16820,70,209.654781
-4500,9,209.731408
-6475,18,209.864872
-15495,133,210.961148
-89665,420,214.388669
-165,68,214.93946
-8475,22,215.107164
-14000,28,215.326946
-7660,84,216.003684
-18135,110,216.886127
-30,95,217.651241
-49490,101,218.44859
-33310,105,219.343163
-8375,42,219.674776
-25785,95,220.410639
-7920,32,220.67115
-17360,63,221.18928
-2930,20,221.355012
-455,10,221.433871
-8960,26,221.632862
-1345,34,221.91782
-6850,44,222.273567
-490,3,222.300663
-5360,39,222.607028
-1990,6,222.658268
-285,44,223.00901
-10160,43,223.351713
-995,3,223.379113
-500,1,223.390863
-1990,6,223.43383
-4500,9,223.509053
-4000,8,223.567255
-15685,95,224.339273
-1415,20,224.503737
-7385,38,224.806676
-57120,191,226.331137
-11380,47,226.702949
-6500,13,226.809305
-9010,117,227.747198
-2430,19,227.894979
-3865,35,228.188336
-485,4,228.219171
-425,16,228.343639
-23440,59,228.808406
-11500,23,228.996215
-17165,102,229.797742
-395,22,229.969351
-4840,143,231.100761
-1000,2,231.115042
-10690,84,231.781302
-4060,97,232.545417
-45815,129,233.586384
-29000,58,234.040432
-8545,109,234.93083
-21900,64,235.456135
-940,14,235.565815
-22225,100,236.375568
210,143,237.549142
-19970,147,238.697774
-11405,42,239.039224
-11775,69,239.59842
-6870,40,239.915519
-9295,161,241.237028
-1180,67,241.806235
-11940,36,242.081947
-18700,98,242.858617
-10275,66,243.389852
-10785,113,244.292584
-14285,31,244.532258
-7430,29,244.766819
-405,20,244.930626
-40720,138,246.202405
-8150,87,246.918202
-9000,18,247.06522
-7500,15,247.183639
-13700,189,248.805182
-10970,28,249.029145
-19820,177,250.4409
-13960,36,250.743276
-15315,68,251.288841
-8000,16,251.414121
-950,12,251.604369
-7080,99,252.398545
-9410,37,252.694175
-14705,190,254.222372
-12450,35,254.506877
-49060,288,256.867049
-9035,112,257.772722
-5980,16,257.898061
-11315,60,258.374254
-5205,70,258.934957
-8370,43,259.273913
-15000,30,259.508039
-10990,56,260.246665
-12355,54,260.692338
-1110,81,261.353628
-945,13,261.451288
-7805,55,261.91936
-3710,66,262.53274
-4500,9,262.610021
-20205,100,263.409152
-6360,41,263.737698
-9405,139,264.85192
-16205,63,265.344955
-9500,19,265.493602
-8400,37,265.805966
-15210,81,266.459233
-29700,120,267.419469
-18780,82,268.0853
-25940,64,268.598451
-1965,11,268.681876
-23680,213,270.382129
-6455,22,270.556565
-6915,31,270.814993
-10485,24,271.003528
-12075,110,271.885413
-11325,58,272.341086
-190,63,272.83694
-7985,19,272.986417
-3305,46,273.355804
-5840,44,273.727249
-52845,137,274.812128
-9130,194,276.37008
-1365,30,276.60326
-10200,81,277.257857
-13990,30,277.491744
-5320,47,277.882882
-7420,31,278.123878
-500,1,278.13253
-8420,134,279.208455
-17255,84,279.879797
-1865,31,280.126818
-13810,66,280.650563
-35795,214,282.360497
-30770,209,284.040883
-25650,122,285.010369
-8350,47,285.38545
-11895,45,285.755163
-7960,24,285.955139
-8250,67,286.497018
-5960,20,286.657176
-11985,27,286.870947
-6595,95,287.651837
-17995,37,287.937599
-12615,103,288.752941
-45,92,289.488932
-480,5,289.528414
-830,36,289.824639
-1500,3,289.847133
-14185,83,290.50688
-8390,39,290.828325
-14345,60,291.297253
-32450,75,291.893095
-4800,50,292.286575
-5980,16,292.412708
-5480,15,292.534108
-1935,17,292.664244
-1975,9,292.733067
-10000,20,292.89911
-9360,47,293.266119
-17465,42,293.595379
-16990,36,293.892371
-10380,45,294.251976
-5985,15,294.384171
-24345,80,295.040704
-19500,39,295.348995
-10135,94,296.133601
-11000,22,296.306697
-8220,73,296.898598
-7405,34,297.162853
-325,36,297.46534
-10960,30,297.699643
-2980,10,297.782081
-12495,26,297.991865
-10090,204,299.662122
-18270,83,300.382255
-1740,56,301.072665
-8400,37,301.54649
-12810,64,302.178896
-2910,24,302.386075
-11605,103,303.565924
-15150,101,304.533791
-11705,83,305.158024
-19610,118,306.372824
-31275,108,308.194662
-1305,42,308.555621
-9910,139,309.695404
-12925,41,310.013089
-440,13,310.122094
-8935,31,310.359059
-6480,17,310.490484
-5500,11,310.567131
-16410,152,312.041359
-29455,169,313.36009
-13135,201,314.906183
-6895,35,315.192772
-11860,52,315.595916
-23475,153,316.766557
-34340,202,318.315213
-6480,17,318.445699
-21995,45,318.777917
-6175,78,319.377465
-9500,19,319.51522
-15950,143,320.627194
-23325,82,321.244372
-7490,17,321.377583
-9325,54,321.782476
-8830,52,322.173439
-23485,50,322.552338
-5845,43,322.875288
-14715,87,323.534838
-16295,175,324.886029
-7500,15,325.001717
-5880,36,325.285707
-22470,152,326.467946
-9930,34,326.719893
-4435,22,326.890411
-10480,25,327.08277
-10275,66,327.573022
-6365,40,327.880683
-5825,47,328.235291
-7010,113,329.108221
-3780,27,329.310804
-10540,76,329.886589
-445,12,329.971695
-11315,60,330.436914
-5460,19,330.579087
-1370,29,330.808066
-490,3,330.827799
-8580,203,332.395869
-14825,180,333.784041
-15400,51,334.177347
-15275,76,334.746829
-12515,123,335.690305
-40925,97,336.42113
-18000,36,336.688312
-7085,98,337.438725
-19980,308,340.455351
-430,15,340.577962
-310,39,340.892062
-23955,158,342.248417
-12500,25,342.442387
-20495,42,342.76014
-34500,271,344.903298
-14495,30,345.141788
-11355,52,345.545017
-5410,29,345.784233
-5910,30,346.009905
-12890,48,346.378686
-825,37,346.664912
-6970,20,346.819391
-6655,83,347.452593
-7980,20,347.639512
-7915,33,347.901546
-2450,15,348.01677
-9500,19,348.165157
-21290,199,349.756889
-14460,239,351.625611
-375,26,351.832468
-6430,27,352.049326
-4485,12,352.144176
-7435,28,352.362404
-9925,35,352.635211
-390,23,352.824399
-1655,73,353.391831
-225,56,353.806588
-6495,14,353.912773
-10270,67,354.544155
-6780,58,354.984099
-7775,61,355.449182
-10490,124,356.422472
-17480,241,358.258859
-5370,37,358.545176
-1930,18,358.680754
-6475,18,358.817272
-5980,16,358.937245
-13325,62,359.416601
-7575,101,360.199536
-450,11,360.289362
-8495,18,360.434457
-6000,12,360.523993
-430,15,360.641663
-3500,7,360.697324
-6050,103,361.518345
-5455,20,361.669457
-26365,80,362.294579
-2740,58,362.748054
-16790,76,363.314359
-7270,61,363.801521
-10025,116,364.716579
-455,10,364.797884
-755,51,365.184106
-6395,34,365.445788
-7000,14,365.564592
-7055,205,367.150273
-29695,121,368.078646
-5910,30,368.304153
-1495,4,368.334664
-4000,8,368.399503
-1855,33,368.648282
-6000,12,368.742891
-5660,80,369.367432
-11000,22,369.528271
-4795,51,369.921295
-360,29,370.144441
-10000,20,370.299871
-4000,8,370.36444
-3270,53,370.771317
-7500,15,370.889623
-7275,60,371.363846
-1465,10,371.445905
-7965,124,372.376332
-4320,146,373.455367
-1365,30,373.679424
-2100,85,374.341219
-4840,42,374.672031
-8985,21,374.835497
-8000,16,374.953343
-4980,14,375.060497
-1440,15,375.18288
-6935,27,375.389221
-4500,9,375.462025
-7440,27,375.709472
-26655,224,377.413642
-31885,188,378.808966
-7300,55,379.238695
-6440,25,379.423793
-7975,122,380.355168
-4350,39,380.654024
-6765,61,381.121767
-18935,51,381.50624
-500,1,381.517
-23495,48,381.872303
-3995,9,381.943106
-425,16,382.063309
-15295,72,382.612244
-12490,27,382.822851
-4500,9,382.89654
-3450,17,383.023081
-9435,32,383.263339
-5805,152,384.433366
-10775,67,384.952184
-5490,13,385.050287
-490,3,385.079637
-690,64,385.562412
-105,80,386.184189
-6405,32,386.513889
-7955,25,386.707708
-1900,24,386.886023
-1440,15,386.995906
-475,6,387.044462
-4000,8,387.101254
-295,42,387.422402
-6965,21,387.58402
-410,19,387.734218
-6905,33,387.973351
-405,20,388.128122
-13145,98,388.877347
-6870,40,389.174734
-5325,187,390.590868
-50740,154,391.748585
-425,16,391.872417
-2965,13,391.97243
-8790,60,392.427026
-4995,11,392.508551
-3500,7,392.566842
-4930,24,392.829256
-480,5,392.880126
-995,3,392.907226
-1000,2,392.922427
-4925,25,393.154299
-1000,2,393.175756
-5465,18,393.399297
-9880,44,393.844817
-5500,11,393.964822
-1490,5,394.015889
-6470,19,394.235038
-5870,38,394.644663
-13145,199,396.397068
-1415,20,396.547282
-22540,138,397.849737
-6990,16,398.002816
-10710,80,398.762625
-4930,125,399.950223
-10455,30,400.239775
-9075,104,401.170749
-430,15,401.303377
-42155,154,402.754354
-4750,60,403.300426
-460,9,403.379982
-9435,32,403.646236
-17510,134,404.762003
-500,1,404.770118
-6360,142,405.986058
0,202,407.676956
-1845,35,407.991752
-1725,59,408.481511
-1985,7,408.538532
-4955,19,408.690111
-4440,21,408.849797
-450,11,408.931322
-2450,15,409.0482
-7915,33,409.317828
-14280,174,410.828851
-12200,85,411.505117
-1410,21,411.672587
-6000,12,411.757856
-20400,162,412.991925
-5390,33,413.238341
-9500,19,413.382038
-480,5,413.424334
-12485,28,413.633136
-495,2,413.647745
-10435,34,413.909492
-960,10,413.988652
-15990,34,414.320486
-7920,32,414.567973
-1880,28,414.779597
-10150,394,417.967665
-1305,42,418.286995
-20315,205,419.935768
-20210,65,420.515841
-490,3,420.541595
-18885,61,421.051939
-495,2,421.070566
-460,9,421.152749
-5485,14,421.264373
-39575,314,423.742677
-14300,69,424.250877
-1485,6,424.307522
-380,25,424.514093
-1040,10,424.586943
-1290,45,424.935448
-1865,31,425.184004
-6960,22,425.345892
-460,9,425.416744
-4500,9,425.486849
-15110,109,426.361005
-5355,40,426.662076
-495,2,426.675697
-11215,85,427.3409
-35145,253,429.254111
-9465,26,429.455944
-7240,67,430.032246
-9015,116,431.037823
-1460,11,431.124867
-7465,22,431.283643
-1500,3,431.312565
-500,1,431.319551
-17440,148,432.441872
-31850,195,434.077246
-9145,90,434.75432
-6995,15,434.868885
-500,1,434.880745
-5385,34,435.149342
-8805,57,435.697912
-6495,115,436.606333
-4950,20,436.758314
-1485,6,436.808508
-5000,10,436.880851
-2555,95,437.610532
-565,14,437.721002
-6500,13,437.817289
-6400,33,438.071341
-11960,32,438.321482
-7345,46,438.680002
-10270,168,439.941895
-28850,189,441.435043
-52215,162,442.782629
-1480,7,442.842589
-8905,37,443.138856
-8740,70,443.802265
-1995,5,443.846658
-6180,77,444.552275
-6305,52,445.038373
-1050,194,446.843583
-2420,21,447.045472
-5435,24,447.264207
-7500,15,447.401553
-10480,25,447.614561
-46845,125,448.687983
-8035,211,450.525562
-8145,189,451.986014
-13155,298,454.692918
-21675,109,455.641278
-475,6,455.697543
-14625,105,456.678673
-5710,70,457.21338
-6950,24,457.415306
-9150,89,458.310391
-10855,47,458.70397
-11435,36,458.992596
-4945,21,459.1616
-14935,144,460.417073
-29350,347,463.091573
-6195,74,463.656256
-6995,15,463.769705
-5965,19,463.914011
-9880,44,464.253224
-6175,78,464.853262
-2690,68,465.386369
-19500,39,465.696818
-14455,38,465.997063
-75985,357,468.808188
-3500,7,468.866308
-995,3,468.89621
-13685,91,469.606052
-11355,52,469.9873
-500,1,469.994384
-4305,56,470.412642
-11500,23,470.588522
-7365,42,470.913998
-6000,12,471.008704
-5500,11,471.090183
-990,4,471.12006
-7900,36,471.388356
-9555,109,472.223694
-1950,14,472.333947
-5755,61,472.786731
-9910,38,473.073793
-6935,229,475.051887
-2495,6,475.101937
-490,3,475.126231
-975,7,475.178238
-8000,16,475.554042
-49630,293,478.041279
-4500,9,478.115521
-6990,16,478.234692
-7755,65,478.72801
-7340,47,479.082702
-88310,619,483.985543
-5000,10,484.065937
-8325,45,484.410346
-6900,34,484.679911
-23530,243,486.600539
-1995,5,486.637615
-7485,18,486.767417
-24945,59,487.213922
-455,10,487.292199
-7595,97,488.041857
-1415,20,488.189897
-7295,56,488.612149
-6995,15,488.721991
-965,9,488.793853
-8905,37,489.075085
-9500,19,489.224303
-4455,18,489.354397
-1925,19,489.499043
-455,10,489.577572
-9855,49,489.96085
-4000,8,490.020016
-4430,23,490.194033
-8425,32,490.433674
-1485,6,490.477617
-6935,27,490.683485
-22115,169,491.968107
-5940,24,492.151368
-11745,75,492.709753
-495,2,492.723019
-12905,45,493.063104
-34950,181,494.753522
-450,11,494.84457
-11990,26,495.077374
-30795,103,495.954272
-5415,28,496.202739
-5000,10,496.295836
-34860,199,498.182868
-1465,10,498.276486
-13965,237,500.466404
-6850,145,501.737589
-7405,34,502.017075
-6860,42,502.381158
-12470,132,503.488379
-12425,37,503.837272
-2340,37,504.183901
-4000,8,504.260204
-7000,14,504.410318
-6370,39,504.738593
-8000,16,504.886285
-465,8,504.958241
-1960,12,505.066495
-4470,15,505.219226
-7865,43,505.615692
-7915,33,505.909262
-435,14,506.045446
-4985,13,506.174864
-5405,30,506.45895
-500,1,506.466879
-1485,6,506.526792
-5500,11,506.630113
-6465,20,506.815062
-6925,29,507.086715
-4990,12,507.191837
-5950,22,507.365513
-9325,54,507.77995
-4955,19,507.928118
-15620,108,508.918804
-1500,3,508.94805
-9960,28,509.206903
-4915,27,509.463115
-460,9,509.545183
-6870,40,509.906677
-500,1,509.917325
-910,20,510.082381
-6195,74,510.757859
-7370,41,511.149176
-2970,12,511.261677
-5960,20,511.44695
-7790,58,512.009481
-5930,26,512.248081
-7835,49,512.699395
-450,11,512.805973
-6980,18,512.970325
-440,13,513.095544
-4000,8,513.157159
-6915,31,513.395424
-4415,26,513.591105
-8940,30,513.82572
-5435,24,514.012458
-415,18,514.16396
-6410,31,514.415689
-5415,28,514.639652
-4500,9,514.741087
-13425,42,515.083549
-5475,16,515.226702
-365,28,515.498166
-5970,18,515.659933
-7930,30,515.913344
-7970,22,516.07685
-9810,58,516.512818
-280,45,516.852782
-3950,18,516.990182
-5920,28,517.205279
-6990,16,517.326257
-5940,24,517.505751
-1260,9,517.572363
-11490,25,517.772772
-5895,33,518.031047
-9905,39,518.328474
-6955,23,518.504169
-10425,36,518.782902
-7460,23,518.962088
-11325,58,519.431888
-9135,92,520.161299
-8445,129,521.310664
-19175,104,522.274023
-490,3,522.301524
-6500,13,522.414163
-14940,42,522.809598
-410,19,522.976581
-500,1,522.983561
-4000,8,523.047509
-18480,592,527.561173
-1400,23,527.739834
-21420,160,529.093819
-370,27,529.555202
-6985,17,529.693794
-51950,382,532.750352
-4000,8,532.804501
-17580,221,534.724226
-1460,11,534.832514
-1440,15,534.971399
-480,5,535.021863
-185,64,535.614555
-5905,31,535.924749
-9000,18,536.094995
-9870,46,536.462914
-995,3,536.485787
-430,15,536.604208
-15000,30,536.843066
-14415,191,538.430766
-19220,95,539.19574
-480,5,539.246481
-5500,11,539.346871
-385,24,539.572609
-8480,21,539.766818
-345,32,540.039029
-7475,20,540.205276
-7815,53,540.698856
-1000,2,540.728404
-4920,26,540.986908
-6000,12,541.097822
-9485,22,541.406284
-11495,24,541.598268
-56405,132,542.771197
-17980,141,544.039923
-5850,42,544.370243
-5000,10,544.451636
-4915,27,544.656037
-7495,16,544.776237
-6395,34,545.035804
-5955,21,545.200477
-965,9,545.266426
-5355,40,545.574171
-8805,57,546.126754
-4500,9,546.217585
-2400,25,546.477631
-14450,39,546.983849
-6435,26,547.207202
-4475,14,547.330203
-960,10,547.417117
-1000,2,547.432194
-1480,7,547.497701
-8395,38,547.842596
-7430,29,548.253056
-5450,21,548.518677
-19160,107,549.499131
-104840,601,554.544082
-46885,319,557.363541
-8955,27,557.581974
-445,12,557.702274
-9085,203,559.589646
-41240,446,563.513332
-7795,57,563.968478
-1955,13,564.077452
-4990,12,564.197186
-3485,10,564.288882
-490,3,564.317576
-5500,11,564.421718
-17115,516,568.825614
-375,26,569.06642
-385,24,569.299049
-8050,107,570.27257
-4890,32,570.515807
-14800,70,571.066955
-4935,23,571.242336
-5905,31,571.483979
-5490,13,571.58341
-5915,29,571.810633
-785,4,571.841688
-11630,98,572.589382
-8920,34,572.846859
-6870,40,573.149759
-4950,20,573.297581
-9840,52,573.711031
-475,6,573.768365
-6435,26,573.993754
-9475,24,574.22058
-10885,45,574.631753
-5365,38,574.984107
-4415,26,575.22906
-5910,30,575.531554
-4975,15,575.667021
-13330,61,576.195673
-5960,20,576.369672
-490,3,576.392348
-11945,35,576.691447
-19230,295,579.116998
-16945,146,580.430577
-4500,9,580.51027
-1425,18,580.732232
-35770,118,581.649902
-4335,42,581.970686
-8975,23,582.140299
-7455,24,582.324862
-7415,32,582.567455
-11390,45,582.915951
-10985,25,583.129689
-5975,17,583.257406
-11895,45,583.592366
-18290,79,584.204353
-20945,53,584.608025
-8240,69,585.18879
-4495,10,585.28358
-5780,56,585.764002
-5550,102,586.589026
-1380,27,586.795434
-26000,52,587.18989
-61500,224,588.896288
-7970,22,589.066254
-480,5,589.102572
-4500,9,589.174155
-330,35,589.438123
-10890,44,589.765834
-14000,28,589.981754
-4955,19,590.131441
-2705,65,590.630598
-37685,139,591.912671
-2455,14,592.014812
-5925,27,592.238715
-9315,157,593.434163
-17310,174,594.845496
-1875,29,595.074665
-5490,13,595.175374
-1865,31,595.416506
-5465,18,595.548832
-6490,15,595.666037
-13995,29,595.899942
-7415,32,596.148421
-6420,29,596.369212
-4920,26,596.5713
-1430,17,596.703097
-9215,76,597.390928
-7460,23,597.605618
-6915,31,597.916912
-9460,27,598.159487
-11390,45,598.689494
-7500,15,598.80196
-400,21,598.967367
-4985,13,599.072813
-3470,13,599.171598
-6915,31,599.404971
-6875,39,599.688799
-1320,39,599.99758
-6440,25,600.233797
-6920,30,600.499043
-6940,26,600.722774
-435,14,600.837916
-11370,49,601.263756
-1495,4,601.300604
-6760,20,601.486567
-430,15,601.622152
-6335,46,602.045431
-5860,40,602.410687
-5800,52,602.92982
-4940,22,603.140569
-12895,47,603.529095
-5975,17,603.694896
-13460,35,603.977256
-12900,46,604.446444
-7335,48,604.961632
-8390,140,606.312754
-14860,159,607.786085
-4450,19,607.965022
-63950,239,610.047327
-10990,24,610.243801
-12840,58,610.745119
-10350,422,614.491636
-15565,119,615.713179
-5495,12,615.829371
-1000,2,615.845816
-5975,17,616.004792
-7230,69,616.636275
-5495,12,616.727619
-5465,18,616.944501
-5440,23,617.149453
-7360,43,617.552381
-5490,13,617.662224
-4960,18,617.815666
-15860,60,618.30801
-5705,71,618.96971
-3500,7,619.049645
-1945,15,619.195406
-1445,14,619.321094
-4465,16,619.487814
-450,11,619.628702
-6435,26,619.880737
-5000,10,619.981185
-7980,20,620.17007
-14650,86,620.972279
-4000,8,621.049269
-1475,8,621.121169
-5980,16,621.279754
-1480,7,621.339931
-500,1,621.354029
-6990,16,621.512632
-2965,13,621.646884
-4095,9,621.731736
-5500,11,621.835769
-13915,182,623.395262
-6130,87,624.133691
-9885,43,624.534001
-13000,26,624.776322
-2475,10,624.871788
-55295,253,627.091796
-4475,14,627.219984
-4970,16,627.369993
-4965,17,627.539643
-5500,11,627.639674
-3500,7,627.698871
-450,11,627.80604
-1425,18,627.986296
-4995,11,628.098529
-1925,19,628.290329
-5405,30,628.586006
-4950,20,628.745462
-5000,10,628.826865
-1000,2,628.840554
-7425,30,629.107842
-10195,82,629.82973
-1910,22,630.031232
-935,15,630.173847
-23715,158,631.593881
-16920,50,632.081101
-13680,92,632.905867
-16350,63,633.467821
-1940,16,633.612682
-4500,9,633.697398
-1490,5,633.740968
-4955,19,633.913819
-6000,12,634.012604
-14230,184,635.657002
-500,1,635.665879
-280,45,636.064957
-16235,187,637.545226
-9670,86,638.335897
-20095,122,639.360493
-10280,65,639.857045
-955,11,639.943526
-7985,19,640.08867
-4470,15,640.201964
-435,14,640.30837
-4500,9,640.379947
-7455,24,640.555102
-6500,13,640.65335
-7915,33,640.926874
-5405,30,641.157276
-5500,11,641.246439
-1905,23,641.434647
-8350,47,641.864249
-7455,24,642.08979
-8400,37,642.433476
-10430,35,642.739623
-10400,41,643.078453
-1440,15,643.251624
-3500,7,643.338349
-7680,80,644.001312
-9990,22,644.204607
-500,1,644.212981
-9235,173,645.73678
-23010,145,647.038222
-500,1,647.046508
-25590,134,648.170451
-4910,28,648.424158
-12815,63,648.904332
-4500,9,648.978785
-6000,12,649.082039
-11915,41,649.457591
-17635,132,650.63049
-240,53,651.112083
-25125,126,652.145641
-6995,15,652.265598
-50550,192,654.069161
-1850,34,654.417839
-8000,16,654.546372
-12485,129,655.708105
-8180,182,657.26468
-5315,48,657.700214
-6990,16,657.839742
-5795,53,658.299523
-490,3,658.323379
-475,6,658.381817
-4355,38,658.691874
-13465,34,658.991634
-7410,33,659.292305
-6435,26,659.520372
-14500,29,659.781097
-1980,9,659.866636
-5365,38,660.220894
-455,10,660.310749
-990,4,660.347947
-4795,51,660.806687
-4965,17,660.961544
-11285,66,661.579631
-6435,26,661.819658
-4925,25,662.043516
-10335,54,662.578993
