#{"t_start": 1683583631.421115, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-140,73,351.347371
-15435,44,351.697213
-8620,94,352.436031
-4465,16,352.559132
-3910,26,352.76827
-32685,230,354.645767
-10990,24,354.831735
-29995,61,355.299877
-5930,26,355.501815
-6440,25,355.702497
-325,36,355.978321
-13440,39,356.285806
-10470,27,356.488301
-9940,32,356.725867
-24295,90,357.405767
-14800,70,357.932727
-910,20,358.100654
-14080,214,359.74033
-725,57,360.187914
-13680,92,360.913388
-895,23,361.098024
-7710,175,362.479728
-13190,89,363.143514
-16705,93,363.875962
-150,71,364.437163
-21950,54,364.859276
-7145,86,365.528894
-1750,54,365.975325
-8400,37,366.250805
-7000,14,366.356665
-19470,45,366.696689
-5350,41,367.009829
-5435,24,367.192881
-8780,62,367.670108
-16480,37,367.954045
-8370,43,368.280941
-6470,19,368.419799
-6435,26,368.624091
-5480,15,368.738926
-4995,11,368.822917
-4440,21,368.984852
-5480,15,369.104711
-6485,16,369.225375
-7830,50,369.607959
-9340,51,369.995142
-9960,28,370.213563
-13425,42,370.53214
-6470,19,370.68635
-915,19,370.837947
-32025,160,372.074631
-4940,22,372.23719
-66350,163,373.443952
-15435,145,374.56712
-4230,63,375.049115
-8940,30,375.286675
-10255,171,376.642813
-1415,32,376.885126
-5725,67,377.3844
-255,50,377.763485
-3245,58,378.194744
-7970,22,378.355891
-2890,28,378.56149
-6905,33,378.805096
-500,1,378.811869
-28135,130,379.801734
-4975,15,379.919331
-7430,162,381.164392
-20880,167,382.430464
-7965,23,382.596936
-72215,378,385.509902
-9940,32,385.755074
-7500,15,385.870198
-23755,204,387.508295
-6260,61,387.96932
-7980,20,388.124464
-6295,54,388.534937
-2395,26,388.737657
-7355,44,389.06542
-9995,21,389.224276
-7445,26,389.426248
-27625,131,390.413511
-23355,186,391.817819
-7465,22,391.980762
-5490,13,392.082034
-1440,15,392.196637
-6445,24,392.379237
-6910,32,392.666057
-1500,3,392.705773
-4500,9,392.793042
-7435,28,393.040156
-925,17,393.232572
-12720,82,394.114139
-6500,13,394.251786
-9750,171,395.896575
-36010,272,398.319397
-34740,122,399.512313
-1965,11,399.612206
-10425,36,399.928845
-5885,35,400.272956
-10030,115,401.291193
-5425,26,401.521711
-6890,36,401.862647
-25975,360,405.048421
-54960,386,408.307085
-4955,19,408.458856
-4925,22,408.641642
-5500,11,408.72621
-935,15,408.838481
-10400,41,409.158
-7000,14,409.267828
-5000,10,409.356291
-8875,144,410.578871
-15710,90,411.349666
-14810,68,411.872773
-27680,120,412.780236
-22920,62,413.251624
-44905,389,416.48474
-4500,9,416.555219
-3425,22,416.718425
-5875,37,417.002639
-31750,114,417.862561
-9120,95,418.592338
-2400,25,418.7822
-22285,88,419.506998
-6955,23,419.696727
-6495,115,420.691957
-420,17,420.837139
-11445,114,421.775658
-5960,20,421.942384
-9685,184,423.378801
-30790,104,424.161375
230,147,425.311576
-20435,54,425.759815
-8390,39,426.06061
-390,23,426.241856
-17130,109,427.06238
-1770,50,427.463302
-17610,114,428.323302
-7960,24,428.508219
-7000,14,428.614006
-905,21,428.765695
-13485,30,428.991309
-8910,36,429.273716
-5995,13,429.379785
120,125,430.439225
-2465,12,430.536887
-14110,107,431.423513
-5435,24,431.595133
-19800,80,432.203029
-2705,65,432.768837
-940,14,432.901455
-37475,221,434.640702
-10400,48,435.005243
-4500,9,435.069319
-500,1,435.086226
-8925,134,436.247333
-12820,163,437.505507
-9740,72,438.059734
-12820,62,438.53911
-23595,129,439.519306
-9485,22,439.683331
-5320,47,440.035403
-13210,85,440.688106
-1465,10,440.785243
-19775,180,442.301258
-13000,26,442.498621
-865,29,442.725023
-5500,11,442.808457
-6750,64,443.350977
-2000,4,443.402842
-5995,13,443.519983
-4985,13,443.643334
-12920,143,444.957764
-5925,27,445.212199
-34395,191,446.996584
-5870,38,447.346048
-13070,113,448.296891
-10960,232,450.360336
-15000,30,450.58411
-10515,220,452.341094
-8105,197,454.156431
-2460,13,454.268012
-4935,23,454.445346
-31310,202,456.267438
-4550,100,457.107485
-10495,22,457.274504
-7490,17,457.419128
-6995,15,457.563222
-14425,44,458.049088
-7925,31,458.32521
-6485,16,458.459131
-8950,28,458.692603
-11970,30,458.927459
-6440,25,459.13065
-5360,140,460.354649
-8425,32,460.603211
-325,36,460.887746
-40300,393,463.89846
-7450,126,464.879136
-1510,102,465.676559
-6165,80,466.302517
-10975,27,466.504816
-465,8,466.582242
-6190,75,467.22436
-8800,58,467.662764
-5420,27,467.867061
-2630,80,468.472401
-6800,54,468.909793
-6435,26,469.115748
-8000,16,469.235965
-17925,152,470.381825
-475,6,470.429911
-5455,20,470.577098
-7985,19,470.726306
-355,30,470.960592
-800,42,471.270428
-9460,27,471.470015
-6870,40,471.774846
-6980,18,471.914597
-7465,22,472.084604
-2355,34,472.349443
-1475,8,472.414459
-9440,31,472.642537
-10985,25,472.829672
-18425,153,474.012216
-8990,20,474.168715
-8490,19,474.407748
-6500,13,474.570745
-8440,29,474.810143
-7500,15,474.948441
-2480,9,475.026409
-450,11,475.114733
-8380,41,475.69939
-500,1,475.709474
-3000,6,475.77682
-27775,303,478.298946
-43405,207,479.86923
-925,17,479.994453
-3105,86,480.639369
-22900,167,482.114651
-8665,123,483.057466
-4975,15,483.173101
-6400,33,483.425131
-9500,19,483.562307
-8465,125,484.528625
-109735,595,489.125716
-10220,77,489.717048
-6845,45,490.060264
-2950,16,490.182671
-4915,27,490.378458
-4500,9,490.449569
-5420,27,490.659473
-940,14,490.774105
-11405,42,491.091455
-9615,198,492.577444
-1400,23,492.748162
-3500,7,492.800559
-16220,89,493.581912
-15275,177,495.205049
-28475,62,495.707487
-12360,53,496.181667
-410,19,496.358096
-435,14,496.607662
-6485,16,496.761675
-99300,478,501.105375
-985,5,501.147661
-10620,98,501.954888
-5875,37,502.273693
-8695,180,503.825075
-7455,24,504.048379
-6400,33,504.374852
-5500,11,504.470838
-1400,23,504.658861
-11910,42,505.046419
-5390,33,505.362766
-5900,32,505.657413
-5900,32,505.948523
-2000,4,505.984813
-1445,14,506.120632
-5970,18,506.296732
-4935,23,506.514067
-5900,32,506.812006
-2480,9,506.892342
-5980,16,507.042383
-8000,16,507.188984
-8415,34,507.455258
-6285,56,507.88365
-11880,48,508.319025
-13975,33,508.624546
-15910,50,509.086929
-6975,19,509.254259
-17440,47,509.70596
-4965,17,509.860284
-935,15,509.976781
-12305,64,510.545288
-3410,25,510.790282
-985,5,510.835567
-9260,67,511.4581
-425,16,511.6148
-935,15,511.757112
-6920,30,512.047691
-5965,19,512.222716
-17395,56,512.746939
-1395,24,512.966441
-6880,38,513.284465
-5000,10,513.3558
-445,12,513.448954
-6965,21,513.614334
-5710,70,514.171116
-1995,5,514.207962
-5960,20,514.372331
-5495,12,514.474121
-8470,23,514.655104
-360,29,514.925458
-4000,8,514.987003
-4000,8,515.053102
-11465,30,515.31527
-880,26,515.5725
-7845,47,515.958432
-1420,19,516.106718
-11900,44,516.437284
-935,15,516.549138
-4495,10,516.621414
-3500,7,516.675097
-7900,36,516.943348
-6970,20,517.098734
-4990,12,517.193862
-5920,28,517.403013
-5500,11,517.488422
-6000,12,517.574507
-5495,12,517.66621
-4945,21,517.84594
-4920,26,518.043449
-495,2,518.060964
-1500,3,518.085092
-6500,13,518.183044
-5500,11,518.264133
-5455,20,518.415931
-4500,9,518.477939
-2280,49,518.860977
-4935,23,519.039357
-6500,13,519.129187
-3500,7,519.19428
-340,33,519.474745
-5415,28,519.693372
-5980,16,519.817649
-475,6,519.860134
-6445,24,520.051676
-3500,7,520.10867
-14430,43,520.507964
-4400,29,520.751551
-13915,45,521.148471
-9500,19,521.326212
-6430,27,521.57523
-5895,33,521.885867
-985,5,521.936708
-445,12,522.042921
-1415,20,522.22154
-19075,124,523.293901
-9495,20,523.439666
-8905,37,523.718826
-6495,14,523.823425
-8000,16,523.94047
-1930,18,524.171347
-5500,11,524.253996
-8480,21,524.406048
-135870,500,528.234615
-125,76,528.859292
-445,12,528.953539
-16295,74,529.794404
-1450,13,529.898193
-4990,12,530.008239
-4990,113,530.961632
-50995,305,533.302651
-9995,21,533.466497
-910,20,533.61528
-7890,38,533.90621
-4945,21,534.065614
-5955,21,534.365438
-6480,17,534.568858
-1490,5,534.613526
-11350,53,535.118362
-6920,30,535.395057
-8500,17,535.547799
-2965,13,535.674904
-5980,16,535.839742
-7665,83,536.538972
-5960,20,536.695172
-490,3,536.725133
-7175,80,537.337059
-7980,20,537.501235
-7495,16,537.620614
-7430,29,537.876157
-1495,4,537.919086
-30545,153,539.200589
-1395,24,539.429618
-7000,14,539.559478
-6995,15,539.696978
-8975,23,539.912848
-4000,8,539.975322
-380,25,540.172839
-6970,20,540.359025
-1500,3,540.393211
-11020,119,541.594524
-30220,218,543.561816
-7720,72,544.172113
-8370,43,544.501311
-4975,15,544.61328
-425,16,544.737263
-6425,28,544.959663
-8355,46,545.312727
-16015,130,546.525011
-445,12,546.769574
-13950,38,547.116426
-425,16,547.260072
-12880,50,547.685057
-43485,191,549.675873
-945,13,549.805129
-11555,113,550.771908
-16615,111,551.655996
-855,31,551.940583
-9050,109,552.800613
-14475,34,553.078336
-32170,131,554.192405
-475,6,554.250163
-445,12,554.355012
-450,11,554.44516
-415,18,554.604232
-1430,17,554.75019
-930,16,554.873042
-99100,380,558.300917
-8090,99,559.216139
-12930,40,559.571653
-8440,29,559.79132
-17135,108,560.619535
-11500,23,560.858696
-11925,241,563.075313
-460,9,563.168772
-7000,14,563.293619
-2435,18,563.456191
-8260,23,563.668161
-14415,46,564.017654
-500,1,564.025157
-465,8,564.099462
-14360,57,564.625646
-7695,77,565.333654
-115,78,566.074456
-12885,150,567.317424
-10055,49,567.701081
-4500,9,567.767405
-13230,81,568.393422
-250,51,568.837881
-7840,48,569.296151
-730,56,569.809402
-11400,144,570.989751
-435,14,571.10105
-435,14,571.205295
-8550,108,572.038938
-500,1,572.04602
-6925,130,573.039361
-5935,25,573.228019
-7000,14,573.335688
-1465,10,573.419545
-15000,30,573.652328
-500,1,573.659279
-1915,21,573.830111
-7405,34,574.143585
-430,15,574.296957
-400,21,574.477962
-6945,25,574.70735
-8500,17,574.866408
-5935,25,575.107438
-5945,23,575.351034
-5985,15,575.482606
-950,12,575.600316
-4500,9,575.679791
-6000,12,575.798287
-475,6,575.847657
-8955,27,576.076144
-4990,12,576.165506
-6880,38,576.495364
-8880,21,576.672595
-985,5,576.712637
-6770,60,577.219827
-38425,193,578.780699
-12950,36,579.090456
-13770,74,579.694536
-510,3,579.718974
-35360,99,580.729252
-13415,145,581.852662
-23900,68,582.363991
-31630,239,584.212968
-8500,17,584.342559
-6995,15,584.455676
-3430,21,584.626191
-6290,55,585.073116
-12995,128,586.153796
-3830,42,586.501718
-4450,19,586.657179
-24485,52,587.047995
-8435,30,587.279879
-1285,5,587.319208
-31295,205,588.878761
-7000,14,588.985808
-5500,11,589.069077
-11990,26,589.269435
-1800,44,589.599457
-7000,14,589.705039
-2440,17,589.834526
-4500,9,589.904815
-4465,16,590.026958
-4950,20,590.176708
-82950,444,593.809059
-6490,15,593.926016
-5975,17,594.059279
-3245,58,594.578998
-12295,66,595.084723
-5965,19,595.23393
-1430,17,595.363947
-4500,9,595.431453
-4405,28,595.648571
-11385,147,596.795203
-4500,9,596.886005
-9935,134,598.137589
-6970,20,598.331911
-6385,36,598.754052
-5485,14,598.864576
-5000,10,598.943452
-405,20,599.098528
-5995,13,599.192077
-340,33,599.442683
-12915,43,599.756629
-11380,47,600.164021
-9500,19,600.336202
-6900,34,600.635708
-8280,61,601.149877
-960,10,601.24399
-3500,7,601.309898
-4990,12,601.42422
-4465,16,601.563506
-6910,32,601.858182
-6255,27,602.101757
-1415,20,602.274137
-4945,21,602.483945
-8830,52,603.000287
-11745,75,603.655561
-5915,29,603.906167
-5475,16,604.030655
-1950,14,604.217455
-10000,20,604.394827
-38355,207,606.434789
-15745,184,608.141673
-21830,78,608.834788
-50845,133,609.976831
-5320,47,610.353431
-4265,56,610.858407
-965,9,610.928574
-435,14,611.042746
-5500,11,611.14226
-10480,25,611.392087
-11380,148,612.625885
-15295,173,614.226614
-7830,50,614.685009
-940,14,614.808131
-10880,46,615.347407
-5000,10,615.441885
-11490,57,615.977125
-420,17,616.144614
-6370,39,616.50893
-5435,24,616.699806
-1345,34,617.050831
-430,15,617.190001
-1995,5,617.239579
-4965,17,617.398902
-6920,30,617.668987
-5870,38,617.98734
-8480,21,618.152732
-4960,18,618.305243
-14810,68,618.928513
-4960,18,619.13118
-460,9,619.204051
-6840,46,619.687938
-1000,2,619.710195
-7500,15,619.859298
-500,1,619.86745
-5000,10,619.969123
-7815,53,620.461662
-5485,14,620.594828
-11800,64,621.193286
-6855,43,621.627441
-8500,17,621.787576
-1455,12,621.898585
-6955,23,622.100852
-495,2,622.115868
-5035,104,622.982957
-11680,189,624.649696
-430,15,624.793197
-14085,112,625.738815
-13000,26,625.943235
-11385,46,626.380181
-12730,80,627.116431
-9410,37,627.464015
-5420,27,627.722171
-990,4,627.753661
-4945,21,627.964498
-965,9,628.053901
-1425,18,628.234615
-935,15,628.385432
-930,16,628.54041
-10380,45,628.912405
-500,1,628.919521
-4990,12,629.030105
-6490,15,629.175889
-9965,27,629.437334
-4905,29,629.66324
-6940,26,629.891785
-7415,32,630.197926
-28560,146,631.514772
-480,5,631.550141
-1000,2,631.56438
-13455,36,631.89031
-2595,6,631.957519
-5790,54,632.499279
-7305,54,632.945158
-48305,237,635.054857
-500,1,635.061649
-355,30,635.325415
-100970,410,638.812543
-5845,43,639.173564
-8740,70,639.717491
-1870,30,639.945841
-5405,30,640.171586
-6465,20,640.323931
-2965,13,640.423462
-1980,8,640.4889
-485,4,640.514207
-6965,21,640.672821
-3405,26,640.887456
-14790,72,641.470884
-940,14,641.597597
-7360,43,641.993902
-9480,23,642.201802
-6880,38,642.577227
-6970,20,642.728355
-5500,11,642.813612
-2435,18,642.95105
-12885,49,643.454102
-5975,17,643.621992
-6400,33,643.8701
-7970,22,644.051233
-5990,14,644.184738
-400,21,644.378817
-5465,18,644.536356
-7490,17,644.6919
-62535,219,646.613364
-15815,69,647.242433
-4985,13,647.363061
-6000,12,647.468578
-10935,35,647.770084
-26855,83,648.443111
-35315,108,649.328277
-450,11,649.431793
-1495,4,649.464674
-465,8,649.537087
-4445,20,649.720422
-3940,20,649.898184
-15525,127,651.033541
-135,74,651.660425
-37845,208,653.516907
-5295,52,653.987916
-19900,262,656.324105
-1420,19,656.491725
-12060,113,657.485766
-10985,25,657.713105
-1000,2,657.737129
-12745,77,658.408322
-10305,60,658.902866
-4500,9,658.987805
-5460,19,659.162959
-8435,30,659.432974
-7955,25,659.652693
-9500,19,659.826205
-450,11,659.93679
-3945,19,660.106403
-1965,11,660.208265
-1465,10,660.299078
-4720,66,660.897796
-445,12,661.008046
-5845,43,661.414305
-9495,20,661.596611
-8785,61,662.134189
-6220,69,662.826613
-7440,27,663.077393
-10635,63,663.599192
-9500,19,663.774012
-5990,14,663.894605
-5325,46,664.294431
-15770,78,664.970674
-6905,33,665.281324
-20995,43,665.663441
-500,1,665.677278
-490,3,665.705725
-21105,122,666.774217
-5240,63,667.302803
-8970,24,667.516516
-5935,25,667.739087
-11625,99,668.733859
-14695,91,669.619788
-1475,8,669.692103
-12425,40,669.996788
-9470,126,670.975988
-31990,66,671.491123
-9765,168,672.776417
-435,14,672.872419
-1365,30,673.105101
-5080,95,673.907059
-12380,49,674.299896
-7500,15,674.43278
-14535,123,675.441698
-5685,75,676.036642
-4340,41,676.349389
-430,15,676.463633
-5910,30,676.690188
-5390,33,676.944637
-3925,23,677.108816
-9920,36,677.38055
-4000,8,677.440548
-10500,21,677.628404
-3000,6,677.684868
-8500,17,677.819058
-10450,31,678.066117
-5985,15,678.183403
-7935,29,678.458784
-500,1,678.466743
-7295,56,678.917258
-5660,80,679.534029
-14335,264,681.545316
-11500,23,681.722944
-950,12,681.812612
-5500,11,681.88857
-9475,226,683.696948
-5300,152,685.008248
-19730,67,685.620034
-11380,249,687.801945
-1000,2,687.815594
-41435,197,689.302357
-11405,42,689.614775
-395,22,689.783787
-28045,65,690.2689
-475,6,690.312912
-14500,130,691.325634
-495,2,691.339565
-5970,18,691.480027
-435,14,691.600792
-18965,45,691.943868
-1500,3,691.962652
-10235,74,692.554835
-6960,22,692.729523
