#{"t_start": 1683583631.421115, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-3500,7,692.793431
-2470,11,692.875984
-1445,14,692.98435
-5990,14,693.092297
-5175,76,693.695142
-7925,31,693.927971
-7700,76,694.52831
-7460,23,694.713455
-29435,72,695.253381
-360,29,695.473211
-435,14,695.603444
-9500,19,695.761149
-9895,41,696.077051
-16555,123,697.062281
-26275,98,697.938337
-31330,97,698.685826
-16870,60,699.137751
-875,27,699.357448
-895,23,699.536394
-5830,46,699.892379
-21490,247,701.759161
-8120,194,703.246296
-10830,33,703.498651
-8500,17,703.627874
-13000,26,703.821764
-440,13,703.919267
-5720,68,704.440604
-6775,59,704.887131
-965,9,704.958225
-7500,15,705.065709
-465,8,705.125051
-3000,6,705.176557
-11970,30,705.409857
-6000,12,705.498553
-1425,18,705.63143
-8900,38,705.933077
-10355,50,706.323957
-460,9,706.397123
-9800,60,706.940044
-2500,5,706.981675
-12435,38,707.315378
-9010,117,708.316285
-1500,3,708.343478
-885,25,708.563581
-21235,244,710.405874
-31490,299,712.710968
-475,6,712.754418
-10330,55,713.216466
-5990,14,713.327539
-500,1,713.335292
-6300,53,713.807207
-460,9,713.893518
-965,9,713.983548
-10845,53,714.938533
-2435,18,715.090971
-11785,67,715.711455
-485,4,715.749797
-1000,2,715.768346
-7220,71,716.492786
-8995,19,716.659724
-425,16,716.833508
-1465,10,716.918046
-220,57,717.441376
-30645,133,718.562351
-68400,258,720.70915
-1490,5,720.760615
-30910,80,721.499758
-355,30,721.746798
-25860,181,723.217205
-12500,25,723.418253
-10000,20,723.614968
-38155,247,725.794411
-12920,42,726.179692
-1225,20,726.357443
-3980,12,726.463609
-6460,21,726.640126
-6945,25,726.847809
-1415,20,727.018936
-4400,29,727.274933
-990,4,727.310219
-940,14,727.444849
-1440,15,727.590314
-940,14,727.728113
-1460,11,727.834463
-5500,11,727.937765
-36585,495,732.188987
-4500,9,732.261155
-8215,74,732.840394
-11430,37,733.121317
-1490,5,733.158295
-4920,26,733.368961
-7395,36,733.66126
-5395,32,733.90764
-5930,26,734.143991
-465,8,734.223287
-4925,25,734.464858
-6480,17,734.621433
-5465,18,734.808781
-465,8,734.885064
-1435,16,735.032796
-6460,21,735.305575
-8805,57,736.129888
-9290,61,737.568747
-9375,44,737.997837
-1820,40,738.482714
-450,11,738.61512
-5875,37,739.022858
-490,3,739.051812
-1500,3,739.072493
-5500,11,739.168276
-8930,32,739.446316
-17175,201,741.243669
-14770,177,742.874062
-12280,69,743.423761
-7590,98,744.320891
-24075,134,745.502933
-1425,18,745.640491
-7000,14,745.75997
-10500,21,745.925364
-2990,8,745.98941
-1455,12,746.084417
-9540,45,746.457504
-1430,17,746.599221
-1915,21,746.758323
-5365,38,747.0541
-1430,17,747.191969
-4995,11,747.283456
-6460,21,747.505723
-7875,41,747.884536
-460,9,747.955961
-13000,26,748.160032
-22680,110,749.162335
-7285,58,749.752161
-13780,152,751.14401
-2430,19,751.323032
-12865,356,754.574005
-9000,18,754.729405
-440,13,754.860369
-9765,67,755.449028
-3890,30,755.695289
-12685,89,756.471623
-475,6,756.515563
-13460,35,756.806375
-56045,520,761.086041
-1960,12,761.18381
-15225,75,761.786569
-17175,100,762.626101
-340,33,762.910211
-10500,122,763.872852
-5800,52,764.302189
-1405,22,764.493863
-22500,146,765.811836
-6395,34,766.113936
-425,16,766.243952
-6500,13,766.351164
-12520,122,767.384033
-925,17,767.520124
-5445,22,767.684669
-460,9,767.755134
-10955,31,767.991151
-955,11,768.077368
-7495,16,768.203683
-8340,49,768.572025
-1495,4,768.614004
-5000,10,768.688707
-420,17,768.824971
-13380,51,769.216651
-495,2,769.230061
-5360,39,769.526262
-5305,151,770.748378
-5910,30,770.998754
-980,6,771.045802
-13895,49,771.474513
-1000,2,771.492867
-4980,14,771.611686
-4990,12,771.724868
-6000,12,771.834121
-9985,23,772.033652
-4000,8,772.105601
-2465,12,772.215785
-9750,70,772.812177
-13995,29,773.060513
-14760,651,778.836241
-6395,34,779.109545
-6825,49,779.496727
-460,9,779.571126
-490,3,779.594967
-8345,48,779.980308
-410,19,780.127231
-6810,52,780.562978
-10385,44,780.990438
-965,9,781.074357
-13865,55,781.575289
-8400,37,781.875685
-935,15,781.994435
-36555,163,783.234976
-13855,57,783.728944
-12215,82,784.420759
-10915,140,785.586791
-11110,202,787.280986
-2920,22,787.467987
-8355,24,787.663541
-7500,15,787.779031
-21630,118,788.749464
-1495,4,788.783292
-8960,26,789.016175
-2915,23,789.235458
-6070,99,790.169583
-21355,72,790.812407
-2430,19,790.976756
-20400,162,792.520424
-9000,18,792.681639
-16460,41,793.107769
-13695,89,793.956541
-7495,16,794.079413
-9525,115,795.232266
-460,9,795.309405
-9500,19,795.489117
-11405,42,795.873824
-13900,48,796.301869
-12475,30,796.58168
-4935,23,796.796811
-960,10,796.894508
-6230,67,797.542476
-4945,21,797.749397
-4375,34,798.024271
-5860,40,798.416001
-440,13,798.516565
-4625,85,799.215376
-6415,30,799.455663
-4920,26,799.677984
-11410,41,800.036934
-4900,30,800.299328
-435,14,800.407109
-6995,116,801.420984
-1000,2,801.434118
-12910,44,801.819495
-4925,25,802.053098
-10775,67,802.6147
-4910,28,802.850982
-4335,42,803.195073
-1940,16,803.356024
-7355,44,803.774962
-15255,484,808.288477
-7450,126,809.331004
-22500,45,809.673763
-495,2,809.691069
-23040,183,811.297811
-10470,27,811.547072
-19635,113,812.527724
-12500,25,812.716013
-12930,141,813.819975
-500,1,813.833412
-18000,36,814.167106
-9880,549,818.902001
-9105,98,819.761105
-10670,88,820.502674
-7190,77,821.229457
-18105,116,822.240569
-4500,9,822.32469
-1440,15,822.448109
-445,12,822.563639
-485,4,822.597608
-5425,26,822.852052
-7000,14,822.976067
-29070,246,825.009572
-7000,14,825.114732
-13915,45,825.452657
-5465,18,825.621302
-1455,12,825.730735
-8310,55,826.278313
-5405,30,826.540504
-965,9,826.627379
-17810,354,829.710475
-430,15,829.86386
-22020,341,833.145014
-5955,21,833.307117
-965,9,833.374843
-22825,81,833.998124
-12330,59,834.467082
-4500,9,834.546881
-11165,90,835.329883
-930,16,835.476356
-7835,49,835.890848
-4050,99,836.848771
